fn,year,rgn_id,rgn_median,median_income,category_pop
FALSE,2001,1,23154.98,24002.77,45559
FALSE,2002,1,23535.514,24336.97,52754
FALSE,2003,1,23916.048,24671.170000000002,59949
FALSE,2004,1,24296.582000000002,25005.37,67144
FALSE,2005,1,24677.116,25339.57,74339
FALSE,2006,1,25057.65,25673.77,81534
FALSE,2007,1,29039.022,29646.05,104420
FALSE,2008,1,33020.394,33618.33,127306
FALSE,2009,1,37001.766,37590.61,150192
FALSE,2010,1,40983.138000000006,41562.89,173078
FALSE,2011,1,44964.51,45535.17,195964
FALSE,2012,1,51221.492,52125.092,164965.4
FALSE,2013,1,57478.474,58715.013999999996,133966.8
FALSE,2014,1,63735.456,65304.936,102968.2
FALSE,2015,1,69992.438,71894.85800000001,71969.59999999999
FALSE,2016,1,76249.42,78484.78,40971
TRUE,2001,1,23154.98,8276.57,2596
TRUE,2002,1,23535.514,8228.228,2667
TRUE,2003,1,23916.048,8179.8859999999995,2738
TRUE,2004,1,24296.582000000002,8131.544,2809
TRUE,2005,1,24677.116,8083.201999999999,2880
TRUE,2006,1,25057.65,8034.86,2951
TRUE,2007,1,29039.022,10865.606,3342.8
TRUE,2008,1,33020.394,13696.351999999999,3734.6
TRUE,2009,1,37001.766,16527.097999999998,4126.4
TRUE,2010,1,40983.138000000006,19357.844,4518.2
TRUE,2011,1,44964.51,22188.59,4910
TRUE,2012,1,51221.492,27237.074,4563.6
TRUE,2013,1,57478.474,32285.558,4217.2
TRUE,2014,1,63735.456,37334.042,3870.8
TRUE,2015,1,69992.438,42382.526,3524.3999999999996
TRUE,2016,1,76249.42,47431.01,3178
FALSE,2001,2,23216.5,25544.62,3485
FALSE,2002,2,22892.9,25334.156,4122.8
FALSE,2003,2,22569.3,25123.692,4760.6
FALSE,2004,2,22245.7,24913.228,5398.4
FALSE,2005,2,21922.1,24702.764,6036.200000000001
FALSE,2006,2,21598.5,24492.3,6674
FALSE,2007,2,24936.13,28224.514,6295.9
FALSE,2008,2,28273.760000000002,31956.728,5917.8
FALSE,2009,2,31611.39,35688.941999999995,5539.7
FALSE,2010,2,34949.020000000004,39421.156,5161.6
FALSE,2011,2,38286.65,43153.369999999995,4783.5
FALSE,2012,2,41624.28,46885.584,4405.4
FALSE,2013,2,44961.91,50617.797999999995,4027.3
FALSE,2014,2,48299.54000000001,54350.012,3649.2
FALSE,2015,2,51637.17,58082.225999999995,3271.1
FALSE,2016,2,54974.8,61814.44,2893
TRUE,2001,2,23216.5,17621,1450
TRUE,2002,2,22892.9,17107.13,1750
TRUE,2003,2,22569.3,16593.26,2050
TRUE,2004,2,22245.7,16079.39,2350
TRUE,2005,2,21922.1,15565.52,2650
TRUE,2006,2,21598.5,15051.65,2950
TRUE,2007,2,21803.494,16566.014,3683
TRUE,2008,2,22008.488,18080.378,4416
TRUE,2009,2,22213.482,19594.742,5149
TRUE,2010,2,22418.476000000002,21109.106,5882
TRUE,2011,2,22623.47,22623.47,6615
TRUE,2012,2,29093.736,26337.876,5579.2
TRUE,2013,2,35564.002,30052.282,4543.4
TRUE,2014,2,42034.268,33766.688,3507.6
TRUE,2015,2,48504.534,37481.094,2471.8
TRUE,2016,2,54974.8,41195.5,1436
FALSE,2001,3,14319.64,19505.9,1469
FALSE,2002,3,14419.305999999999,19622.182,1609.8
FALSE,2003,3,14518.972,19738.464,1750.6
FALSE,2004,3,14618.637999999999,19854.746000000003,1891.4
FALSE,2005,3,14718.304,19971.028000000002,2032.2
FALSE,2006,3,14817.97,20087.31,2173
FALSE,2007,3,17148.863999999998,26240.88,2112.6
FALSE,2008,3,19479.757999999998,32394.450000000004,2052.2
FALSE,2009,3,21810.652,38548.020000000004,1991.8
FALSE,2010,3,24141.546,44701.590000000004,1931.4
FALSE,2011,3,26472.44,50855.16,1871
FALSE,2012,3,31524.652,51656.172000000006,1769.8
FALSE,2013,3,36576.864,52457.184,1668.6
FALSE,2014,3,41629.076,53258.196,1567.4
FALSE,2015,3,46681.288,54059.208,1466.2
FALSE,2016,3,51733.5,54860.22,1365
TRUE,2001,3,14319.64,11335.45,2553
TRUE,2002,3,14419.305999999999,11117.028,2543
TRUE,2003,3,14518.972,10898.606,2533
TRUE,2004,3,14618.637999999999,10680.184000000001,2523
TRUE,2005,3,14718.304,10461.762,2513
TRUE,2006,3,14817.97,10243.34,2503
TRUE,2007,3,17148.863999999998,12666.138,4219.6
TRUE,2008,3,19479.757999999998,15088.936000000002,5936.200000000001
TRUE,2009,3,21810.652,17511.734,7652.8
TRUE,2010,3,24141.546,19934.532,9369.400000000001
TRUE,2011,3,26472.44,22357.33,11086
TRUE,2012,3,31524.652,27838.658000000003,9302.2
TRUE,2013,3,36576.864,33319.986000000004,7518.4
TRUE,2014,3,41629.076,38801.314,5734.6
TRUE,2015,3,46681.288,44282.64200000001,3950.7999999999993
TRUE,2016,3,51733.5,49763.97,2167
FALSE,2001,4,22260.92,23263.75,30225
FALSE,2002,4,22344.219999999998,23278.8,36139.2
FALSE,2003,4,22427.519999999997,23293.85,42053.4
FALSE,2004,4,22510.82,23308.9,47967.6
FALSE,2005,4,22594.12,23323.95,53881.8
FALSE,2006,4,22677.42,23339,59796
FALSE,2007,4,26473.93,27214.71,75973.4
FALSE,2008,4,30270.44,31090.420000000002,92150.8
FALSE,2009,4,34066.95,34966.130000000005,108328.2
FALSE,2010,4,37863.46,38841.840000000004,124505.6
FALSE,2011,4,41659.97,42717.55,140683
FALSE,2012,4,45738.878000000004,46799.878000000004,118728.2
FALSE,2013,4,49817.786,50882.206000000006,96773.4
FALSE,2014,4,53896.694,54964.534,74818.6
FALSE,2015,4,57975.602,59046.862,52863.79999999999
FALSE,2016,4,62054.51,63129.19,30909
TRUE,2001,4,22260.92,9626.29,2399
TRUE,2002,4,22344.219999999998,9602.68,2520
TRUE,2003,4,22427.519999999997,9579.07,2641
TRUE,2004,4,22510.82,9555.460000000001,2762
TRUE,2005,4,22594.12,9531.85,2883
TRUE,2006,4,22677.42,9508.24,3004
TRUE,2007,4,26473.93,12331.254,4053
TRUE,2008,4,30270.44,15154.268,5102
TRUE,2009,4,34066.95,17977.282,6151
TRUE,2010,4,37863.46,20800.296000000002,7200
TRUE,2011,4,41659.97,23623.31,8249
TRUE,2012,4,45738.878000000004,28386.766,7053.8
TRUE,2013,4,49817.786,33150.222,5858.6
TRUE,2014,4,53896.694,37913.678,4663.4
TRUE,2015,4,57975.602,42677.134,3468.2
TRUE,2016,4,62054.51,47440.59,2273
FALSE,2001,5,23705.19,23945.17,283114
FALSE,2002,5,24250.714,24485.268,345499
FALSE,2003,5,24796.238,25025.365999999998,407884
FALSE,2004,5,25341.762,25565.464,470269
FALSE,2005,5,25887.286,26105.561999999998,532654
FALSE,2006,5,26432.81,26645.66,595039
FALSE,2007,5,30565.56,30762.648,778148
FALSE,2008,5,34698.31,34879.636,961257
FALSE,2009,5,38831.06,38996.623999999996,1144366
FALSE,2010,5,42963.81,43113.612,1327475
FALSE,2011,5,47096.56,47230.6,1510584
FALSE,2012,5,51561.898,51739.924,1274045.6
FALSE,2013,5,56027.236,56249.248,1037507.2
FALSE,2014,5,60492.574,60758.572,800968.8
FALSE,2015,5,64957.912,65267.896,564430.3999999999
FALSE,2016,5,69423.25,69777.22,327892
TRUE,2001,5,23705.19,8935.49,4600
TRUE,2002,5,24250.714,7683.366,4746.2
TRUE,2003,5,24796.238,6431.242,4892.4
TRUE,2004,5,25341.762,5179.118,5038.6
TRUE,2005,5,25887.286,3926.9939999999997,5184.8
TRUE,2006,5,26432.81,2674.87,5331
TRUE,2007,5,30565.56,9123.315999999999,7589.8
TRUE,2008,5,34698.31,15571.761999999999,9848.6
TRUE,2009,5,38831.06,22020.208,12107.4
TRUE,2010,5,42963.81,28468.654,14366.2
TRUE,2011,5,47096.56,34917.1,16625
TRUE,2012,5,51561.898,37025.29,14268.6
TRUE,2013,5,56027.236,39133.48,11912.2
TRUE,2014,5,60492.574,41241.67,9555.8
TRUE,2015,5,64957.912,43349.86,7199.4
TRUE,2016,5,69423.25,45458.05,4843
FALSE,2001,6,22845.2,22921,2613855
FALSE,2002,6,23086.994,23161.328,3206607.4
FALSE,2003,6,23328.788,23401.656,3799359.8
FALSE,2004,6,23570.582,23641.984,4392112.2
FALSE,2005,6,23812.376,23882.311999999998,4984864.6
FALSE,2006,6,24054.17,24122.64,5577617
FALSE,2007,6,28513.11,28590.922,7475031.2
FALSE,2008,6,32972.05,33059.204,9372445.4
FALSE,2009,6,37430.99,37527.486000000004,11269859.6
FALSE,2010,6,41889.93000000001,41995.768000000004,13167273.8
FALSE,2011,6,46348.87,46464.05,15064688
FALSE,2012,6,51616.254,51745.928,12696833.4
FALSE,2013,6,56883.638,57027.806000000004,10328978.8
