rgn_id,pressure,rgn_name
1,0,North Coast
2,0.0116420337203727,Haida Gwaii
3,0.0195920479612223,Central Coast
4,0.0298891144738813,North Vancouver Island
5,0.0255836599385349,West Vancouver Island
6,0.000500661959003459,Strait of Georgia
7,0.179309781199277,Pacific Offshore
8,0,Aristazabal Island
