area_code,cell_id,ram_wt,area_id,area_km2
ncc,49060,1,2,1735.87
ncc,49061,1,2,1735.87
ncc,49780,1,2,1758.01
ncc,49781,1,2,1758.01
ncc,49782,1,2,1758.01
ncc,50498,0.6,2,1780
ncc,50499,1,2,1780
ncc,50500,1,2,1780
ncc,50501,1,2,1780
ncc,51218,0.86,2,1801.87
ncc,51219,1,2,1801.87
ncc,51220,1,2,1801.87
ncc,51223,1,2,1801.87
ncc,51938,0.67,2,1823.59
ncc,51939,1,2,1823.59
ncc,51940,1,2,1823.59
ncc,51941,1,2,1823.59
ncc,51942,1,2,1823.59
ncc,51943,1,2,1823.59
ncc,52658,0.19,2,1845.17
ncc,52659,0.94,2,1845.17
ncc,52660,1,2,1845.17
ncc,52661,1,2,1845.17
ncc,52662,1,2,1845.17
ncc,52663,1,2,1845.17
ncc,52664,1,2,1845.17
ncc,52665,1,2,1845.17
ncc,53379,0.21,2,1866.61
ncc,53380,0.94,2,1866.61
ncc,53381,1,2,1866.61
ncc,53382,1,2,1866.61
ncc,53383,1,2,1866.61
ncc,53384,1,2,1866.61
ncc,53386,1,2,1866.61
ncc,53387,1,2,1866.61
ncc,54100,0.21,2,1887.91
ncc,54101,1,2,1887.91
ncc,54102,1,2,1887.91
ncc,54103,1,2,1887.91
ncc,54104,1,2,1887.91
ncc,54105,1,2,1887.91
ncc,54106,1,2,1887.91
ncc,54107,1,2,1887.91
ncc,54806,0.27835051546391754,2,1909.06
ncc,54807,0.3,2,1909.06
ncc,54808,0.3,2,1909.06
ncc,54809,0.3,2,1909.06
ncc,54810,0.3,2,1909.06
ncc,54811,0.3,2,1909.06
ncc,54812,0.3,2,1909.06
ncc,54813,0.3,2,1909.06
ncc,54814,0.3,2,1909.06
ncc,54815,0.3,2,1909.06
ncc,54816,0.3,2,1909.06
ncc,54817,0.3,2,1909.06
ncc,54818,0.30612244897959184,2,1909.06
ncc,54819,0.3,2,1909.06
ncc,54820,0.46,2,1909.06
ncc,54821,1,2,1909.06
ncc,54822,1,2,1909.06
ncc,54823,1,2,1909.06
ncc,54824,1,2,1909.06
ncc,54825,1,2,1909.06
ncc,54826,1,2,1909.06
ncc,54827,1,2,1909.06
ncc,55526,1,2,1930.06
ncc,55527,1,2,1930.06
ncc,55528,1,2,1930.06
ncc,55529,1,2,1930.06
ncc,55530,1,2,1930.06
ncc,55531,1,2,1930.06
ncc,55532,1,2,1930.06
ncc,55533,1,2,1930.06
ncc,55534,1,2,1930.06
ncc,55535,1,2,1930.06
ncc,55536,1,2,1930.06
ncc,55537,1,2,1930.06
ncc,55538,1,2,1930.06
ncc,55539,1,2,1930.06
ncc,55540,1,2,1930.06
ncc,55541,0.91,2,1930.06
ncc,55542,0.52,2,1930.06
ncc,55543,0.5,2,1930.06
ncc,55544,0.5151515151515151,2,1930.06
ncc,55545,0.6212121212121212,2,1930.06
ncc,55546,0.5,2,1930.06
ncc,56247,0.9166666666666667,2,1950.92
ncc,56248,0.37974683544303794,2,1950.92
ncc,56249,0.3,2,1950.92
ncc,56250,0.3,2,1950.92
ncc,56251,0.3,2,1950.92
ncc,56252,0.3,2,1950.92
ncc,56253,0.3,2,1950.92
ncc,56254,0.3,2,1950.92
ncc,56255,0.3,2,1950.92
ncc,56256,0.3,2,1950.92
ncc,56257,0.3,2,1950.92
ncc,56258,0.3,2,1950.92
ncc,56259,0.3,2,1950.92
ncc,56260,0.3,2,1950.92
ncc,56261,0.3,2,1950.92
ncc,56262,0.17,2,1950.92
qcs,55541,0.09,3,1930.06
qcs,55542,0.48,3,1930.06
qcs,55543,0.5,3,1930.06
qcs,55544,0.48484848484848486,3,1930.06
qcs,55545,0.37878787878787884,3,1930.06
qcs,55546,0.5,3,1930.06
qcs,55547,1,3,1930.06
qcs,55549,1,3,1930.06
qcs,56262,0.13,3,1950.92
qcs,56263,0.36363636363636365,3,1950.92
qcs,56264,0.6315789473684211,3,1950.92
qcs,56265,0.84375,3,1950.92
qcs,56266,1,3,1950.92
qcs,56267,1,3,1950.92
qcs,56268,1,3,1950.92
qcs,56269,1,3,1950.92
qcs,56270,1,3,1950.92
qcs,56987,1,3,1971.63
qcs,56988,1,3,1971.63
qcs,56989,1,3,1971.63
qcs,56990,0.1142857142857143,3,1971.63
sog,56271,1,4,1950.92
sog,56990,0.8857142857142858,4,1971.63
sog,56991,1,4,1971.63
sog,56992,1,4,1971.63
sog,56993,1,4,1971.63
sog,57710,1,4,1992.18
sog,57711,1,4,1992.18
sog,57712,1,4,1992.18
sog,57713,1,4,1992.18
sog,57714,1,4,1992.18
sog,58431,0.8333333333333333,4,2012.58
sog,58432,1,4,2012.58
sog,58433,1,4,2012.58
sog,58434,1,4,2012.58
sog,58435,1,4,2012.58
sog,59153,1,4,2032.83
sog,59154,1,4,2032.83
sog,59873,0.09523809523809525,4,2052.92
sog,59874,1,4,2052.92
wcvani,56247,0.08333333333333334,5,1950.92
wcvani,56248,0.620253164556962,5,1950.92
wcvani,56249,0.7,5,1950.92
wcvani,56250,0.7,5,1950.92
wcvani,56251,0.7,5,1950.92
wcvani,56252,0.7,5,1950.92
wcvani,56253,0.7,5,1950.92
wcvani,56254,0.7,5,1950.92
wcvani,56255,0.7,5,1950.92
wcvani,56256,0.7,5,1950.92
wcvani,56257,0.7,5,1950.92
wcvani,56258,0.7,5,1950.92
wcvani,56259,0.7,5,1950.92
wcvani,56260,0.7,5,1950.92
wcvani,56261,0.7,5,1950.92
wcvani,56262,0.7,5,1950.92
wcvani,56263,0.6363636363636364,5,1950.92
wcvani,56264,0.368421052631579,5,1950.92
wcvani,56265,0.15625,5,1950.92
wcvani,56968,1,5,1971.63
wcvani,56969,1,5,1971.63
wcvani,56970,1,5,1971.63
wcvani,56971,1,5,1971.63
wcvani,56972,1,5,1971.63
wcvani,56973,1,5,1971.63
wcvani,56974,1,5,1971.63
wcvani,56975,1,5,1971.63
wcvani,56976,1,5,1971.63
wcvani,56977,1,5,1971.63
wcvani,56978,1,5,1971.63
wcvani,56979,1,5,1971.63
wcvani,56980,1,5,1971.63
wcvani,56981,1,5,1971.63
wcvani,56982,1,5,1971.63
wcvani,56983,1,5,1971.63
wcvani,56984,1,5,1971.63
wcvani,56985,1,5,1971.63
wcvani,56986,1,5,1971.63
wcvani,57690,1,5,1992.18
wcvani,57691,1,5,1992.18
wcvani,57692,1,5,1992.18
wcvani,57693,1,5,1992.18
wcvani,57694,1,5,1992.18
wcvani,57695,1,5,1992.18
wcvani,57696,1,5,1992.18
wcvani,57697,1,5,1992.18
wcvani,57698,1,5,1992.18
wcvani,57699,1,5,1992.18
wcvani,57700,1,5,1992.18
wcvani,57701,1,5,1992.18
wcvani,57702,1,5,1992.18
wcvani,57703,1,5,1992.18
wcvani,57704,1,5,1992.18
wcvani,57705,1,5,1992.18
wcvani,57706,1,5,1992.18
