area_code,cell_id,ram_wt,area_id,area_km2
wcvani,57707,1,5,1992.18
wcvani,57708,1,5,1992.18
wcvani,58411,1,5,2012.58
wcvani,58412,1,5,2012.58
wcvani,58413,1,5,2012.58
wcvani,58414,1,5,2012.58
wcvani,58415,1,5,2012.58
wcvani,58416,1,5,2012.58
wcvani,58417,1,5,2012.58
wcvani,58418,1,5,2012.58
wcvani,58419,1,5,2012.58
wcvani,58420,1,5,2012.58
wcvani,58421,1,5,2012.58
wcvani,58422,1,5,2012.58
wcvani,58423,1,5,2012.58
wcvani,58424,1,5,2012.58
wcvani,58425,1,5,2012.58
wcvani,58426,1,5,2012.58
wcvani,58427,1,5,2012.58
wcvani,58428,1,5,2012.58
wcvani,58429,1,5,2012.58
wcvani,58430,1,5,2012.58
wcvani,58431,0.16666666666666666,5,2012.58
wcvani,59134,1,5,2032.83
wcvani,59135,1,5,2032.83
wcvani,59136,1,5,2032.83
wcvani,59137,1,5,2032.83
wcvani,59138,1,5,2032.83
wcvani,59139,1,5,2032.83
wcvani,59140,1,5,2032.83
wcvani,59141,1,5,2032.83
wcvani,59142,1,5,2032.83
wcvani,59143,1,5,2032.83
wcvani,59144,1,5,2032.83
wcvani,59145,1,5,2032.83
wcvani,59146,1,5,2032.83
wcvani,59147,1,5,2032.83
wcvani,59148,1,5,2032.83
wcvani,59149,1,5,2032.83
wcvani,59150,1,5,2032.83
wcvani,59151,1,5,2032.83
wcvani,59152,1,5,2032.83
wcvani,59855,1,5,2052.92
wcvani,59856,1,5,2052.92
wcvani,59857,1,5,2052.92
wcvani,59858,1,5,2052.92
wcvani,59859,1,5,2052.92
wcvani,59860,1,5,2052.92
wcvani,59861,1,5,2052.92
wcvani,59862,1,5,2052.92
wcvani,59863,1,5,2052.92
wcvani,59864,1,5,2052.92
wcvani,59865,1,5,2052.92
wcvani,59866,1,5,2052.92
wcvani,59867,1,5,2052.92
wcvani,59868,1,5,2052.92
wcvani,59869,1,5,2052.92
wcvani,59870,1,5,2052.92
wcvani,59871,1,5,2052.92
wcvani,59872,1,5,2052.92
wcvani,59873,0.9047619047619048,5,2052.92
wcvani,60577,1,5,2072.85
wcvani,60578,1,5,2072.85
wcvani,60579,1,5,2072.85
wcvani,60580,1,5,2072.85
wcvani,60581,1,5,2072.85
wcvani,60582,1,5,2072.85
wcvani,60583,1,5,2072.85
wcvani,60584,1,5,2072.85
wcvani,60585,1,5,2072.85
wcvani,60586,1,5,2072.85
wcvani,60587,1,5,2072.85
wcvani,60588,1,5,2072.85
wcvani,61298,1,5,2092.63
wcvani,61299,1,5,2092.63
wcvani,61300,1,5,2092.63
wcvani,61301,1,5,2092.63
wcvani,61302,1,5,2092.63
wcvani,61303,1,5,2092.63
wcvani,61304,1,5,2092.63
wcvani,61305,1,5,2092.63
wcvani,62021,1,5,2112.24
wcvani,62022,1,5,2112.24
wcvani,62023,1,5,2112.24
wcvani,62024,1,5,2112.24
qci,50494,1,1,1780
qci,50495,1,1,1780
qci,50496,1,1,1780
qci,50497,1,1,1780
qci,50498,0.39999999999999997,1,1780
qci,51209,1,1,1801.87
qci,51210,1,1,1801.87
qci,51211,1,1,1801.87
qci,51212,1,1,1801.87
qci,51213,1,1,1801.87
qci,51214,1,1,1801.87
qci,51215,1,1,1801.87
qci,51216,1,1,1801.87
qci,51217,1,1,1801.87
qci,51218,0.14,1,1801.87
qci,51924,1,1,1823.59
qci,51925,1,1,1823.59
qci,51926,1,1,1823.59
qci,51927,1,1,1823.59
qci,51928,1,1,1823.59
qci,51929,1,1,1823.59
qci,51930,1,1,1823.59
qci,51931,1,1,1823.59
qci,51932,1,1,1823.59
qci,51933,1,1,1823.59
qci,51934,1,1,1823.59
qci,51935,1,1,1823.59
qci,51936,1,1,1823.59
qci,51937,1,1,1823.59
qci,51938,0.33,1,1823.59
qci,52643,1,1,1845.17
qci,52644,1,1,1845.17
qci,52645,1,1,1845.17
qci,52646,1,1,1845.17
qci,52647,1,1,1845.17
qci,52648,1,1,1845.17
qci,52649,1,1,1845.17
qci,52650,1,1,1845.17
qci,52651,1,1,1845.17
qci,52652,1,1,1845.17
qci,52653,1,1,1845.17
qci,52654,1,1,1845.17
qci,52655,1,1,1845.17
qci,52656,1,1,1845.17
qci,52657,1,1,1845.17
qci,52658,0.81,1,1845.17
qci,52659,0.06,1,1845.17
qci,53363,1,1,1866.61
qci,53364,1,1,1866.61
qci,53365,1,1,1866.61
qci,53366,1,1,1866.61
qci,53367,1,1,1866.61
qci,53368,1,1,1866.61
qci,53369,1,1,1866.61
qci,53370,1,1,1866.61
qci,53371,1,1,1866.61
qci,53372,1,1,1866.61
qci,53373,1,1,1866.61
qci,53374,1,1,1866.61
qci,53375,1,1,1866.61
qci,53376,1,1,1866.61
qci,53377,1,1,1866.61
qci,53378,1,1,1866.61
qci,53379,0.79,1,1866.61
qci,53380,0.06,1,1866.61
qci,54084,1,1,1887.91
qci,54085,1,1,1887.91
qci,54086,1,1,1887.91
qci,54087,1,1,1887.91
qci,54088,1,1,1887.91
qci,54089,1,1,1887.91
qci,54090,1,1,1887.91
qci,54091,1,1,1887.91
qci,54092,1,1,1887.91
qci,54093,1,1,1887.91
qci,54094,1,1,1887.91
qci,54095,1,1,1887.91
qci,54096,1,1,1887.91
qci,54097,1,1,1887.91
qci,54098,1,1,1887.91
qci,54099,1,1,1887.91
qci,54100,0.79,1,1887.91
qci,54805,1,1,1909.06
qci,54806,0.7216494845360825,1,1909.06
qci,54807,0.7,1,1909.06
qci,54808,0.7,1,1909.06
qci,54809,0.7,1,1909.06
qci,54810,0.7,1,1909.06
qci,54811,0.7,1,1909.06
qci,54812,0.7,1,1909.06
qci,54813,0.7,1,1909.06
qci,54814,0.7,1,1909.06
qci,54815,0.7,1,1909.06
qci,54816,0.7,1,1909.06
qci,54817,0.7,1,1909.06
qci,54818,0.6938775510204083,1,1909.06
qci,54819,0.7,1,1909.06
qci,54820,0.54,1,1909.06
sma-prd,50498,1,6,1780
sma-prd,50499,1,6,1780
sma-prd,50500,1,6,1780
sma-prd,51218,1,6,1801.87
sma-prd,51219,1,6,1801.87
sma-prd,51220,1,6,1801.87
sma-prd,51938,1,6,1823.59
sma-prd,51939,1,6,1823.59
sma-prd,51940,1,6,1823.59
sma-prd,51941,1,6,1823.59
sma-fr,57714,1,7,1992.18
sma-fr,58433,1,7,2012.58
sma-fr,58434,1,7,2012.58
sma-fr,58435,1,7,2012.58
sma-fr,59153,1,7,2032.83
sma-fr,59154,1,7,2032.83
sma-14,57710,1,8,1992.18
sma-14,57711,1,8,1992.18
sma-14,57712,1,8,1992.18
sma-14,58431,1,8,2012.58
sma-14,58432,1,8,2012.58
5ab,53385,1,9,1866.61
5ab,53386,1,9,1866.61
5ab,53387,1,9,1866.61
5ab,54098,1,9,1887.91
5ab,54099,1,9,1887.91
5ab,54100,1,9,1887.91
5ab,54101,1,9,1887.91
5ab,54102,1,9,1887.91
5ab,54103,1,9,1887.91
5ab,54104,1,9,1887.91
5ab,54105,1,9,1887.91
5ab,54106,1,9,1887.91
5ab,54107,1,9,1887.91
5ab,54806,1,9,1909.06
5ab,54807,1,9,1909.06
5ab,54808,1,9,1909.06
5ab,54809,1,9,1909.06
5ab,54810,1,9,1909.06
5ab,54811,1,9,1909.06
5ab,54812,1,9,1909.06
5ab,54813,1,9,1909.06
5ab,54814,1,9,1909.06
5ab,54815,1,9,1909.06
5ab,54816,1,9,1909.06
5ab,54817,1,9,1909.06
5ab,54818,1,9,1909.06
5ab,54819,1,9,1909.06
5ab,54820,1,9,1909.06
5ab,54821,1,9,1909.06
5ab,54822,1,9,1909.06
5ab,54823,1,9,1909.06
5ab,54824,1,9,1909.06
5ab,54825,1,9,1909.06
5ab,54826,1,9,1909.06
5ab,54827,1,9,1909.06
5ab,55526,1,9,1930.06
5ab,55527,1,9,1930.06
5ab,55528,1,9,1930.06
5ab,55529,1,9,1930.06
5ab,55530,1,9,1930.06
5ab,55531,1,9,1930.06
5ab,55532,1,9,1930.06
5ab,55533,1,9,1930.06
5ab,55534,1,9,1930.06
5ab,55535,1,9,1930.06
5ab,55536,1,9,1930.06
5ab,55537,1,9,1930.06
5ab,55538,1,9,1930.06
5ab,55539,1,9,1930.06
5ab,55540,1,9,1930.06
5ab,55541,1,9,1930.06
5ab,55542,1,9,1930.06
5ab,55543,1,9,1930.06
5ab,55544,1,9,1930.06
5ab,55545,1,9,1930.06
5ab,55546,1,9,1930.06
5ab,56246,1,9,1950.92
5ab,56247,1,9,1950.92
5ab,56248,1,9,1950.92
5ab,56249,1,9,1950.92
5ab,56250,1,9,1950.92
5ab,56251,1,9,1950.92
5ab,56252,1,9,1950.92
5ab,56253,1,9,1950.92
5ab,56254,1,9,1950.92
5ab,56255,1,9,1950.92
5ab,56256,1,9,1950.92
5ab,56257,1,9,1950.92
5ab,56258,1,9,1950.92
5ab,56259,1,9,1950.92
5ab,56260,1,9,1950.92
5ab,56261,1,9,1950.92
5ab,56262,1,9,1950.92
5ab,56263,1,9,1950.92
5ab,56264,1,9,1950.92
5ab,56265,1,9,1950.92
hs,51217,1,10,1801.87
hs,51218,1,10,1801.87
hs,51219,1,10,1801.87
hs,51220,1,10,1801.87
hs,51223,1,10,1801.87
hs,51937,1,10,1823.59
hs,51938,1,10,1823.59
hs,51939,1,10,1823.59
hs,51940,1,10,1823.59
hs,51941,1,10,1823.59
hs,51942,1,10,1823.59
hs,51943,1,10,1823.59
hs,52656,1,10,1845.17
hs,52657,1,10,1845.17
hs,52658,1,10,1845.17
hs,52659,1,10,1845.17
hs,52660,1,10,1845.17
hs,52661,1,10,1845.17
hs,52662,1,10,1845.17
hs,52663,1,10,1845.17
hs,52664,1,10,1845.17
hs,53377,1,10,1866.61
hs,53378,1,10,1866.61
hs,53379,1,10,1866.61
hs,53380,1,10,1866.61
hs,53381,1,10,1866.61
hs,53382,1,10,1866.61
hs,53383,1,10,1866.61
hs,53384,1,10,1866.61
hs,54098,1,10,1887.91
hs,54099,1,10,1887.91
hs,54100,1,10,1887.91
hs,54101,1,10,1887.91
hs,54102,1,10,1887.91
hs,54103,1,10,1887.91
hs,54104,1,10,1887.91
hs,54105,1,10,1887.91
