year,rgn_id,stockid,taxonkey,score,rgn_catch
1950,1,BOCACCBCW,400573,0.0,0.8778899310695433
1950,1,CROCKWCVANISOGQCI,400573,0.12565317622950817,6.290003558726108e-4
1950,1,ESOLEHS,300061,0.7602382528804792,41.20435717350662
1950,1,RSOLE5AB,300061,0.08517324790794978,0.030118969990784474
1950,1,RSOLEHSTR,300061,0.09904308431952662,41.20435717350662
1950,2,BOCACCBCW,400573,0.0,45.27523278759292
1950,2,CROCKWCVANISOGQCI,400573,0.12565317622950817,0.8727257221829537
1950,2,ESOLEHS,300061,0.7602382528804792,101.2066190803123
1950,2,RSOLE5AB,300061,0.08517324790794978,42.93835361218493
1950,2,RSOLEHSTR,300061,0.09904308431952662,101.2066190803123
1950,3,BOCACCBCW,400573,0.0,9.550681666060099
1950,3,CROCKWCVANISOGQCI,400573,0.12565317622950817,9.331249513815886
1950,3,ESOLEHS,300061,0.7602382528804792,2.7542578313638275
1950,3,RSOLE5AB,300061,0.08517324790794978,460.6397229407708
1950,3,RSOLEHSTR,300061,0.09904308431952662,2.7542578313638275
1950,4,BOCACCBCW,400573,0.0,11.272184146765285
1950,4,CROCKWCVANISOGQCI,400573,0.12565317622950817,11.269768084110563
1950,4,RSOLE5AB,300061,0.08517324790794978,516.4141206728519
1950,5,BOCACCBCW,400573,0.0,1.2977355770257923
1950,5,CROCKWCVANISOGQCI,400573,0.12565317622950817,1.1166326271655929
1950,5,RSOLE5AB,300061,0.08517324790794978,3.8890198513160414
1950,6,BOCACCBCW,400573,0.0,0.04621718997333299
1950,6,CROCKWCVANISOGQCI,400573,0.12565317622950817,0.045828893974434626
1950,7,BOCACCBCW,400573,0.0,23.310376480151607
1950,7,CROCKWCVANISOGQCI,400573,0.12565317622950817,3.2584948123213886
1950,7,ESOLEHS,300061,0.7602382528804792,4.787152679168266
1950,7,RSOLE5AB,300061,0.08517324790794978,161.12073126482136
1950,7,RSOLEHSTR,300061,0.09904308431952662,4.787152679168266
1950,8,BOCACCBCW,400573,0.0,0.3696822213613679
1950,8,CROCKWCVANISOGQCI,400573,0.12565317622950817,0.14957038492643637
1950,8,ESOLEHS,300061,0.7602382528804792,12.472403534029482
1950,8,RSOLE5AB,300061,0.08517324790794978,7.154727546806902
1950,8,RSOLEHSTR,300061,0.09904308431952662,12.472403534029482
1951,1,BOCACCBCW,400573,0.0,3.606982542872689
1951,1,CROCKWCVANISOGQCI,400573,0.13098744877049176,0.0025843710273896407
1951,1,ESOLEHS,300061,1.0,42.13776199927382
1951,1,RSOLE5AB,300061,0.0888137421548117,0.030801256862004283
1951,1,RSOLEHSTR,300061,0.09963634122287963,42.13776199927382
1951,2,BOCACCBCW,400573,0.0,186.02215210554485
1951,2,CROCKWCVANISOGQCI,400573,0.13098744877049176,3.5857643802734405
1951,2,ESOLEHS,300061,1.0,103.49925881866223
1951,2,RSOLE5AB,300061,0.0888137421548117,43.911038765440544
1951,2,RSOLEHSTR,300061,0.09963634122287963,103.49925881866223
1951,3,BOCACCBCW,400573,0.0,39.24084423663823
1951,3,CROCKWCVANISOGQCI,400573,0.13098744877049176,38.33926430676527
1951,3,ESOLEHS,300061,1.0,2.816650202645742
1951,3,RSOLE5AB,300061,0.0888137421548117,471.0746227869801
1951,3,RSOLEHSTR,300061,0.09963634122287963,2.816650202645742
1951,4,BOCACCBCW,400573,0.0,46.31397399431824
1951,4,CROCKWCVANISOGQCI,400573,0.13098744877049176,46.304047128193396
1951,4,RSOLE5AB,300061,0.0888137421548117,528.1124813656451
1951,5,BOCACCBCW,400573,0.0,5.332000522997277
1951,5,CROCKWCVANISOGQCI,400573,0.13098744877049176,4.587903620310805
1951,5,RSOLE5AB,300061,0.0888137421548117,3.9771180561111605
1951,6,BOCACCBCW,400573,0.0,0.18989236749912905
1951,6,CROCKWCVANISOGQCI,400573,0.13098744877049176,0.1882969774166988
1951,7,BOCACCBCW,400573,0.0,95.77524249453596
1951,7,CROCKWCVANISOGQCI,400573,0.13098744877049176,13.388163468016142
1951,7,ESOLEHS,300061,1.0,4.895596341900446
1951,7,RSOLE5AB,300061,0.0888137421548117,164.7706090546979
1951,7,RSOLEHSTR,300061,0.09963634122287963,4.895596341900446
1951,8,BOCACCBCW,400573,0.0,1.5189117355934465
1951,8,CROCKWCVANISOGQCI,400573,0.13098744877049176,0.6145391902412278
1951,8,ESOLEHS,300061,1.0,12.754941654902392
1951,8,RSOLE5AB,300061,0.0888137421548117,7.316804027969262
1951,8,RSOLEHSTR,300061,0.09963634122287963,12.754941654902392
1952,1,BOCACCBCW,400573,0.0,3.9314201260940416
1952,1,CROCKWCVANISOGQCI,400573,0.13098744877049176,0.0028168276806469095
1952,1,ESOLEHS,300061,1.0,58.01405308980044
1952,1,RSOLE5AB,300061,0.09632126046025105,0.04240628040131063
1952,1,RSOLEHSTR,300061,0.10761834319526623,58.01405308980044
1952,2,BOCACCBCW,400573,0.0,202.7543033531335
1952,2,CROCKWCVANISOGQCI,400573,0.13098744877049176,3.908293451514967
1952,2,ESOLEHS,300061,1.0,142.49478878266828
1952,2,RSOLE5AB,300061,0.09632126046025105,60.455449300094664
1952,2,RSOLEHSTR,300061,0.10761834319526623,142.49478878266828
1952,3,BOCACCBCW,400573,0.0,42.77044398279088
1952,3,CROCKWCVANISOGQCI,400573,0.13098744877049176,41.78776956187115
1952,3,ESOLEHS,300061,1.0,3.877882607873275
1952,3,RSOLE5AB,300061,0.09632126046025105,648.5619282792608
1952,3,RSOLEHSTR,300061,0.10761834319526623,3.877882607873275
1952,4,BOCACCBCW,400573,0.0,50.47978117899237
1952,4,CROCKWCVANISOGQCI,400573,0.13098744877049176,50.46896142014731
1952,4,RSOLE5AB,300061,0.09632126046025105,727.0900037800011
1952,5,BOCACCBCW,400573,0.0,5.811598453637244
1952,5,CROCKWCVANISOGQCI,400573,0.13098744877049176,5.0005721999154815
1952,5,RSOLE5AB,300061,0.09632126046025105,5.475581215148852
1952,6,BOCACCBCW,400573,0.0,0.20697263335883906
1952,6,CROCKWCVANISOGQCI,400573,0.13098744877049176,0.20523374258116375
1952,7,BOCACCBCW,400573,0.0,104.38994684589633
1952,7,CROCKWCVANISOGQCI,400573,0.13098744877049176,14.592389811700135
1952,7,ESOLEHS,300061,1.0,6.740115578282015
1952,7,RSOLE5AB,300061,0.09632126046025105,226.8514132644903
1952,7,RSOLEHSTR,300061,0.10761834319526623,6.740115578282015
1952,8,BOCACCBCW,400573,0.0,1.6555334260965606
1952,8,CROCKWCVANISOGQCI,400573,0.13098744877049176,0.6698152020618672
1952,8,ESOLEHS,300061,1.0,17.560635098218242
1952,8,RSOLE5AB,300061,0.09632126046025105,10.073564356208331
1952,8,RSOLEHSTR,300061,0.10761834319526623,17.560635098218242
1953,1,BOCACCBCW,400573,0.0,3.473323397016618
1953,1,CROCKWCVANISOGQCI,400573,0.12099129098360653,0.0014811012521434705
1953,1,ESOLEHS,300061,0.9648105458907693,25.74851870719944
1953,1,RSOLE5AB,300061,0.09829367154811716,0.01882128287995552
1953,1,RSOLEHSTR,300061,0.10706823224852066,25.74851870719944
1953,2,BOCACCBCW,400573,0.0,119.60235594698845
1953,2,CROCKWCVANISOGQCI,400573,0.12099129098360653,2.261640117011747
