"stock_id","common","bbmsy_q2.5","bbmsy_q25","bbmsy_q50","bbmsy_q75","bbmsy_q98","bbmsy_sd","bbmsy_mean","year","model"
"Anoplopoma_fimbria-67","Sablefish",9.41367099553715e-01,1.13635325024618e+00,1.29792950200717e+00,1.49897623927259e+00,1.8241471257654e+00,2.40453900462606e-01,1.32626839787985e+00,1950,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",9.6198012789956e-01,1.16868013720542e+00,1.32786343419894e+00,1.51917038708654e+00,1.82771552854556e+00,2.33910136321169e-01,1.35038907309385e+00,1951,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",9.90013055848892e-01,1.20609549851611e+00,1.36374500691346e+00,1.54487143740724e+00,1.83799578672158e+00,2.2785412353867e-01,1.38062330694181e+00,1952,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.01766167391284e+00,1.24110657686795e+00,1.39720581823719e+00,1.56979157226941e+00,1.84726655411881e+00,2.21923292924196e-01,1.40901723495376e+00,1953,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.04323230360211e+00,1.27306469570372e+00,1.42679877014564e+00,1.59187239596623e+00,1.85602538922877e+00,2.16337590290643e-01,1.43456323937486e+00,1954,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.06804378826142e+00,1.3039898786698e+00,1.45534787387132e+00,1.61310014174972e+00,1.863728891025e+00,2.10886203917862e-01,1.45929260631345e+00,1955,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.09392361721191e+00,1.3345491829896e+00,1.48278309898834e+00,1.63363065194856e+00,1.87297830732964e+00,2.05478835330398e-01,1.48369363069267e+00,1956,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.11851604442908e+00,1.36147911279489e+00,1.50741717964579e+00,1.65206862489744e+00,1.87982561059932e+00,2.00550006574746e-01,1.50535681547013e+00,1957,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.14992662803724e+00,1.39430797381727e+00,1.53791175854555e+00,1.67840256847039e+00,1.89506700884971e+00,1.96228239750549e-01,1.53402688117978e+00,1958,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.17759540999102e+00,1.42378614056798e+00,1.5639858288729e+00,1.70062498766575e+00,1.90871089133797e+00,1.92102629237385e-01,1.55885569674667e+00,1959,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.19943748505014e+00,1.44570016216222e+00,1.58427793841699e+00,1.71691590167572e+00,1.91703079356144e+00,1.88555231590363e-01,1.57752141436853e+00,1960,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.1983698903389e+00,1.44275466192698e+00,1.5784993613223e+00,1.70846366574748e+00,1.90790307061188e+00,1.8569986411826e-01,1.57200887593438e+00,1961,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.19243862591102e+00,1.43382339260879e+00,1.56783407486187e+00,1.69550498115663e+00,1.89611760717859e+00,1.83735599749138e-01,1.56131828485451e+00,1962,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.19844064145592e+00,1.43714855490073e+00,1.56954043159874e+00,1.6962500521534e+00,1.89641684462064e+00,1.82214077772477e-01,1.56361827967719e+00,1963,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.21609769892107e+00,1.45277458613951e+00,1.58462490560167e+00,1.71153012276324e+00,1.90791786398663e+00,1.80886903687464e-01,1.57874164142816e+00,1964,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.23474113051397e+00,1.46988016278124e+00,1.6009772791918e+00,1.72781843220547e+00,1.92234824117576e+00,1.79938912550938e-01,1.59546183511134e+00,1965,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.23641686330013e+00,1.46755547924521e+00,1.5975544122308e+00,1.7253414326789e+00,1.92394266321487e+00,1.79836286276002e-01,1.59365256163062e+00,1966,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.19828771703442e+00,1.42385173545262e+00,1.55190737298005e+00,1.67953179497281e+00,1.89149853741793e+00,1.80033168193759e-01,1.55036819372941e+00,1967,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.14362156771321e+00,1.36209348840292e+00,1.48805508111262e+00,1.61542445059513e+00,1.84045846242237e+00,1.80357439566297e-01,1.48932796559387e+00,1968,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.08504013571141e+00,1.29701590275191e+00,1.41988335317439e+00,1.54725106008146e+00,1.78334347269063e+00,1.80008610339e-01,1.42390058820785e+00,1969,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.039531184157e+00,1.24633127731531e+00,1.36725950873597e+00,1.493413752344e+00,1.73818058303507e+00,1.79729265901543e-01,1.37300134834842e+00,1970,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",9.91301321412231e-01,1.19349665050499e+00,1.31278303198084e+00,1.43856772831756e+00,1.68912743271997e+00,1.79193311964285e-01,1.32004041801407e+00,1971,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",9.17460033066059e-01,1.11335874182409e+00,1.23000111834919e+00,1.35512943447732e+00,1.61061473608347e+00,1.7772224887066e-01,1.2389163944114e+00,1972,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",8.80273139936325e-01,1.07257952057762e+00,1.18771747107905e+00,1.31189582064707e+00,1.57147239196361e+00,1.77160649044052e-01,1.19766319046814e+00,1973,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",8.44097863559374e-01,1.03338542790492e+00,1.14750846798441e+00,1.27163287963996e+00,1.53196753332458e+00,1.7639739947615e-01,1.15820796680504e+00,1974,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",8.09897184731401e-01,9.95896383054217e-01,1.10855927393171e+00,1.23189993137872e+00,1.49433799809193e+00,1.75444428357943e-01,1.12012221674594e+00,1975,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.70970952943313e-01,9.54363048923506e-01,1.0656503431608e+00,1.18812091416458e+00,1.45382839558961e+00,1.74534993679896e-01,1.07762800599549e+00,1976,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.59479628457292e-01,9.42348623941579e-01,1.05295484304323e+00,1.17498850283243e+00,1.44069419663578e+00,1.7398970890897e-01,1.06528208248302e+00,1977,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.74374799344691e-01,9.55946685690054e-01,1.06627359330728e+00,1.18800812719285e+00,1.45200094423331e+00,1.73596184861759e-01,1.07855080310623e+00,1978,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.69384580607597e-01,9.49069610717885e-01,1.05785894447811e+00,1.17871292753331e+00,1.44349507017837e+00,1.72429885499088e-01,1.07054462509431e+00,1979,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.80861821736207e-01,9.5809388680845e-01,1.06645061838509e+00,1.18632073485704e+00,1.4496600208365e+00,1.71200447560839e-01,1.07916413828655e+00,1980,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.83241982353019e-01,9.58187806721361e-01,1.06481905450875e+00,1.18373396039998e+00,1.44533256100921e+00,1.69480475965546e-01,1.07783524714251e+00,1981,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.78445546839548e-01,9.50379317378492e-01,1.05521120901715e+00,1.17214132131483e+00,1.43179609923483e+00,1.66982544929631e-01,1.06825963673498e+00,1982,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.77619040686858e-01,9.45788254603848e-01,1.04884880432431e+00,1.16369817811244e+00,1.42065355473818e+00,1.64185361453934e-01,1.06177623444524e+00,1983,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.75130509027981e-01,9.39174491292169e-01,1.03982781225813e+00,1.15302744272236e+00,1.40477515570842e+00,1.61064763933213e-01,1.05302452874938e+00,1984,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.69798364251737e-01,9.27995960271873e-01,1.0268438580605e+00,1.13671076930253e+00,1.38478417641795e+00,1.57538221072359e-01,1.03976703491717e+00,1985,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.44977078253081e-01,8.97630937113312e-01,9.93099531511512e-01,1.10036495592953e+00,1.342971566794e+00,1.53287434714261e-01,1.00632102742835e+00,1986,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",7.06129540794944e-01,8.51742463455482e-01,9.43967957875034e-01,1.04833158033732e+00,1.28629857849728e+00,1.48880749049543e-01,9.57431275545554e-01,1987,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",6.6103770953606e-01,8.01245467868527e-01,8.90260829016987e-01,9.91519120619408e-01,1.22649996965354e+00,1.44581681787195e-01,9.03992869305903e-01,1988,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",6.22980491196266e-01,7.58025553889681e-01,8.44170405812146e-01,9.43099054879231e-01,1.1733546278339e+00,1.41008898031367e-01,8.58155054891678e-01,1989,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",5.90504592463303e-01,7.20832924920531e-01,8.04044510389919e-01,9.01452220363089e-01,1.1275410377607e+00,1.37813499401702e-01,8.18611310441923e-01,1990,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",5.60812402979679e-01,6.86582182937797e-01,7.68517879290752e-01,8.64063448779684e-01,1.08882128687753e+00,1.35439069322966e-01,7.83235939065024e-01,1991,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",5.35641218273223e-01,6.57953046023748e-01,7.38560629031638e-01,8.33365125904751e-01,1.05544918833388e+00,1.33503082834115e-01,7.53616110363412e-01,1992,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",5.06302896031599e-01,6.25542909811229e-01,7.04661136038625e-01,7.98428034676436e-01,1.01804286607389e+00,1.31682671786673e-01,7.19954775595297e-01,1993,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",4.76549248168621e-01,5.9256395061911e-01,6.71036461918459e-01,7.64602486241087e-01,9.83495919111669e-01,1.30533817687878e-01,6.86733086460412e-01,1994,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",4.52590301846463e-01,5.66237221512126e-01,6.44676545218002e-01,7.38395766382738e-01,9.55941727770226e-01,1.30116196999433e-01,6.60608814753905e-01,1995,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",4.35709218808012e-01,5.4729716947231e-01,6.26402901692026e-01,7.20794293650579e-01,9.36647126799628e-01,1.30098224667388e-01,6.42378039394893e-01,1996,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",4.09523674618391e-01,5.19344900789779e-01,5.99552962448924e-01,6.95056167302656e-01,9.10146004749722e-01,1.30471731413286e-01,6.15613668355832e-01,1997,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",3.96944978910141e-01,5.06112056471433e-01,5.87828936801807e-01,6.8512424087386e-01,8.99131942794443e-01,1.31552719386651e-01,6.03999793681205e-01,1998,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",3.80039290686928e-01,4.88086923015728e-01,5.71981499480515e-01,6.71502833890336e-01,8.85441939652577e-01,1.32890185491238e-01,5.88215157252475e-01,1999,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",3.62472005544106e-01,4.69847446082302e-01,5.567124109708e-01,6.58440546672031e-01,8.70931118545518e-01,1.34559851203325e-01,5.72528453370115e-01,2000,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",3.49912739578968e-01,4.56381408929961e-01,5.47112703219091e-01,6.51651102857815e-01,8.63580210877663e-01,1.36920419943915e-01,5.62495484601581e-01,2001,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",3.34606885434638e-01,4.4144663352162e-01,5.36326609941917e-01,6.43888408985518e-01,8.532517227293e-01,1.39558972969128e-01,5.51069843448616e-01,2002,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",3.171327924913e-01,4.24516888525461e-01,5.24694155739626e-01,6.35885760006916e-01,8.4311572082555e-01,1.42743551164245e-01,5.38549774500526e-01,2003,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",2.94023368453025e-01,4.02080414780142e-01,5.08317053482555e-01,6.2367634334257e-01,8.28171461302592e-01,1.46540187087084e-01,5.21113623050225e-01,2004,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",2.68012013710055e-01,3.77719767322117e-01,4.90465043277619e-01,6.10305791439643e-01,8.12941562207333e-01,1.5101748007834e-01,5.02039144640809e-01,2005,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",2.33534271927705e-01,3.46131059690919e-01,4.66121255041738e-01,5.90982372360447e-01,7.91242636009953e-01,1.56280919746251e-01,4.76164246389949e-01,2006,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",2.01870907667092e-01,3.18568560514283e-01,4.45994824360754e-01,5.77340948853167e-01,7.76101646055497e-01,1.62458288493707e-01,4.54955079779855e-01,2007,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.77121086093679e-01,2.99717396573749e-01,4.35418231328363e-01,5.73643478066854e-01,7.69260689923063e-01,1.69368131677211e-01,4.42984769123811e-01,2008,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.51772443071067e-01,2.81299928660431e-01,4.26143294705054e-01,5.72211859715579e-01,7.6445298088294e-01,1.77033193594688e-01,4.32182252095992e-01,2009,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.2739665193908e-01,2.65718264732136e-01,4.20449999127086e-01,5.74173508760772e-01,7.63770792419694e-01,1.85433937882042e-01,4.24464392184036e-01,2010,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",1.07542781029496e-01,2.56272253069026e-01,4.21123106731304e-01,5.83634815187279e-01,7.68182349278551e-01,1.94472440254681e-01,4.23106191678951e-01,2011,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",8.48756951378062e-02,2.45008850348693e-01,4.20457979737249e-01,5.9206376322888e-01,7.72075961630616e-01,2.04136479710718e-01,4.20360673998596e-01,2012,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",6.20319125768438e-02,2.34607994740815e-01,4.21872709493937e-01,6.02602398120101e-01,7.75469095998456e-01,2.14408491699687e-01,4.19027972718962e-01,2013,"CMSY"
"Anoplopoma_fimbria-67","Sablefish",4.11668315050662e-02,2.27132733986714e-01,4.26937620313713e-01,6.17238565977414e-01,7.82312104480899e-01,2.25340090317609e-01,4.2110978064998e-01,2014,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",9.63672878087582e-01,1.16173373096776e+00,1.31992404860602e+00,1.51831304507449e+00,1.83270382224464e+00,2.35986535825786e-01,1.34683248139172e+00,1950,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.02677706505287e+00,1.24864075881669e+00,1.40915396243408e+00,1.58769847801524e+00,1.86619222825652e+00,2.25184957484506e-01,1.42229510645794e+00,1951,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.0852644839015e+00,1.32851982791121e+00,1.4870433955428e+00,1.65084352124325e+00,1.8915505618822e+00,2.15813665663465e-01,1.48852908497481e+00,1952,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.13907504338649e+00,1.39798387078935e+00,1.55351420354368e+00,1.70153099435141e+00,1.91631906536398e+00,2.05857542450977e-01,1.54666341811576e+00,1953,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.19192717251243e+00,1.45764990710793e+00,1.60661619797265e+00,1.74248532883961e+00,1.9320131846261e+00,1.96581336555051e-01,1.5938884621376e+00,1954,"CMSY"
"Atheresthes_stomias-67","Arrowtooth flounder",1.23750713863868e+00,1.50758259661342e+00,1.65028779869731e+00,1.77533097439101e+00,1.94482570294895e+00,1.86875111631522e-01,1.63338849040919e+00,1955,"CMSY"
