section,year,date,length,width,layers,km,method,location,pool
67,1983,20-Mar,250,50,1.8,177.2,S,West Higgins Pass,pool 4
67,1983,20-Mar,400,50,0.8,178.3,S,West Higgins Pass,pool 4
67,1983,20-Mar,350,15,1.85,184.4,S,Arriaga Is,pool 4
67,1983,21-Mar,250,50,2,178.2,S,Price Is,pool 4
67,1983,21-Mar,500,20,0.85,179.5,S,Price Is,pool 4
67,1983,21-Mar,75,20,2.8,210.3,S,Price Is,pool 4
67,1983,21-Mar,100,10,1.8,210.4,S,Price Is,pool 4
67,1983,21-Mar,500,30,3.6,214.5,S,Price Is,pool 4
67,1983,21-Mar,650,20,2.3,216.2,S,Price Is,pool 4
67,1983,21-Mar,200,30,0.85,216.3,S,Price Is,pool 4
67,1983,21-Mar,500,5,1.51,217.1,S,Price Is,pool 4
67,1983,21-Mar,500,5,3.25,217.6,S,Price Is,pool 4
67,1983,21-Mar,400,20,2.6,218.4,S,Price Is,pool 4
67,1983,21-Mar,2700,20,2,221.8,S,Price Is,pool 4
67,1983,21-Mar,1000,10,2.25,223.7,S,Price Is,pool 4
67,1983,21-Mar,50,51,3.6,224.4,S,Price Is,pool 4
67,1983,21-Mar,1600,10,2.9,225.3,S,Price Is,pool 4
67,1983,21-Mar,20,12,0.8,226.2,S,Price Is,pool 4
67,1983,21-Mar,2400,70,4.45,229.4,S,Price Is,pool 4
67,1983,21-Mar,1200,50,4.4,234.3,S,Price Is,pool 4
67,1983,21-Mar,800,30,2.8,235.6,S,Price Is,pool 4
67,1983,22-Mar,137,114,4.3,72,S,Price Is,pool 4
67,1983,22-Mar,46,27,4,74.9,S,Price Is,pool 4
67,1983,22-Mar,64,18,2.25,75.5,S,Price Is,pool 4
67,1983,22-Mar,37,5,3.8,77,S,Price Is,pool 4
67,1983,22-Mar,91,18,2,78.2,S,Price Is,pool 4
67,1983,22-Mar,137,91,2.5,80.8,S,Price Is,pool 4
67,1983,22-Mar,46,46,3.6,211.9,S,Price Is,pool 4
67,1983,22-Mar,457,27,3.6,214.5,S,Price Is,pool 4
67,1983,22-Mar,594,18,2.3,215.1,S,Price Is,pool 4
67,1983,22-Mar,366,18,2.6,216,S,Price Is,pool 4
67,1983,22-Mar,457,9,3.25,216.6,S,Price Is,pool 4
67,1983,22-Mar,457,5,1.51,217.2,S,Price Is,pool 4
67,1983,22-Mar,229,46,2,218.3,S,Price Is,pool 4
67,1983,22-Mar,2469,18,2,221.8,S,Price Is,pool 4
67,1983,22-Mar,914,9,2.25,223.7,S,Price Is,pool 4
67,1983,22-Mar,18,11,0.8,224.5,S,Price Is,pool 4
67,1983,22-Mar,1463,9,0.65,225.3,S,Price Is,pool 4
67,1983,25-Mar,1006,9,2.25,44,S,West Higgins Pass,pool 4
67,1983,26-Mar,274,27,5,45,S,West Higgins Pass,pool 4
67,1983,27-Mar,1280,5,2.3,45.2,S,West Higgins Pass,pool 4
67,1983,27-Mar,183,9,3.2,51.9,S,West Higgins Pass,pool 4
67,1983,27-Mar,69,9,1.48,52.4,S,West Higgins Pass,pool 4
67,1987,15-Mar,300,25,2.98,183.6,S,Arriaga Is,pool 4
67,1987,15-Mar,200,25,6.1,185,S,Arriaga Is,pool 4
67,1987,15-Mar,100,10,6.1,185.2,S,Arriaga Is,pool 4
67,1988,29-Mar,250,10,6,132.5,S,West Higgins Pass,pool 4
67,1988,29-Mar,600,12,3.9,132.8,S,West Higgins Pass,pool 4
67,1988,29-Mar,350,20,7.85,133.3,S,West Higgins Pass,pool 4
67,1988,29-Mar,675,5,2.39,134.2,S,West Higgins Pass,pool 4
67,1988,29-Mar,200,15,3.38,135.3,S,West Higgins Pass,pool 4
67,1988,29-Mar,250,4,3.5,136.1,S,West Higgins Pass,pool 4
67,1988,29-Mar,450,8,2.88,137.2,S,West Higgins Pass,pool 4
67,1989,15-Apr,30,25,0.3,151.2,S,West Higgins Pass,pool 4
67,1991,24-Mar,300,10,0.5,132.7,S,West Higgins Pass,pool 4
67,1991,24-Mar,800,20,0.8,132.8,S,West Higgins Pass,pool 4
67,1991,24-Mar,800,8,0.65,133.6,S,West Higgins Pass,pool 4
67,1991,24-Mar,200,8,0.77,134.2,S,West Higgins Pass,pool 4
67,1991,24-Mar,350,8,0.78,134.6,S,West Higgins Pass,pool 4
67,1991,24-Mar,300,5,0.83,135,S,West Higgins Pass,pool 4
67,1991,24-Mar,200,8,0.76,135.7,S,West Higgins Pass,pool 4
67,1991,24-Mar,500,5,0.8,136.8,S,West Higgins Pass,pool 4
67,1991,24-Mar,200,10,0.95,137.3,S,West Higgins Pass,pool 4
67,1991,24-Mar,1000,12,0.98,137.5,S,West Higgins Pass,pool 4
67,1991,24-Mar,220,6,0.74,137.8,S,West Higgins Pass,pool 4
67,1991,24-Mar,120,10,2,138.2,S,West Higgins Pass,pool 4
67,1991,24-Mar,250,10,1.5,138.5,S,West Higgins Pass,pool 4
67,1991,24-Mar,300,12,1,138.8,S,West Higgins Pass,pool 4
67,1991,24-Mar,250,10,1,139.1,S,West Higgins Pass,pool 4
67,1991,24-Mar,100,25,2.8,139.9,S,West Higgins Pass,pool 4
67,1991,24-Mar,150,15,1.85,140.4,S,West Higgins Pass,pool 4
67,1991,24-Mar,250,8,1.53,140.6,S,West Higgins Pass,pool 4
67,1991,24-Mar,200,6,0.95,140.9,S,West Higgins Pass,pool 4
67,1991,24-Mar,50,5,0.86,141,S,West Higgins Pass,pool 4
67,1991,24-Mar,250,10,0.83,141.1,S,West Higgins Pass,pool 4
67,1991,24-Mar,200,20,1.9,141.3,S,West Higgins Pass,pool 4
67,1991,24-Mar,100,4,1.1,141.3,S,West Higgins Pass,pool 4
67,1991,24-Mar,110,15,3.63,170.8,S,West Higgins Pass,pool 4
67,1991,24-Mar,200,20,1.75,171,S,West Higgins Pass,pool 4
67,1991,24-Mar,250,6,1,171.3,S,West Higgins Pass,pool 4
67,1991,24-Mar,150,15,1.44,172.1,S,West Higgins Pass,pool 4
67,1991,24-Mar,50,15,0.5,173,S,West Higgins Pass,pool 4
67,1991,24-Mar,200,12,1.42,173.2,S,West Higgins Pass,pool 4
67,1991,24-Mar,150,10,0.64,173.3,S,West Higgins Pass,pool 4
67,1991,24-Mar,30,20,2,173.4,S,West Higgins Pass,pool 4
67,1991,24-Mar,150,15,2,176.6,S,West Higgins Pass,pool 4
67,1991,24-Mar,150,5,1.28,176.8,S,West Higgins Pass,pool 4
67,1991,24-Mar,100,50,3,177.3,S,West Higgins Pass,pool 4
67,1991,24-Mar,500,10,0.89,177.4,S,West Higgins Pass,pool 4
67,1991,24-Mar,700,10,1.38,178.1,S,West Higgins Pass,pool 4
67,1991,26-Mar,700,5,1.3,179.2,S,Price Is,pool 4
67,1991,26-Mar,3000,4,1.58,181.2,S,Price Is,pool 4
67,1991,26-Mar,500,100,5,182.2,S,Price Is,pool 4
67,1991,26-Mar,150,5,1.5,211.3,S,Price Is,pool 4
67,1991,26-Mar,200,8,0.73,211.4,S,Price Is,pool 4
67,1991,26-Mar,200,15,1.3,211.5,S,Price Is,pool 4
67,1991,26-Mar,100,100,4.1,211.7,S,Price Is,pool 4
67,1991,26-Mar,200,15,3.6,211.8,S,Price Is,pool 4
67,1991,26-Mar,150,10,1.32,212,S,Price Is,pool 4
67,1991,26-Mar,100,20,1.55,212.2,S,Price Is,pool 4
67,1999,19-Mar,1400,*,*,138.6,D,West Higgins Pass,pool 4
67,1999,19-Mar,3500,*,*,170.1,D,West Higgins Pass,pool 4
67,1999,19-Mar,1400,*,*,*,D,West Higgins Pass,pool 4
67,1999,28-Mar,3150,*,*,132.9,D,West Higgins Pass,pool 4
67,2002,15-Apr,4200,16,0.62,134.5,D,West Higgins Pass,pool 4
67,2002,15-Apr,6300,45,1.62,145.8,D,West Higgins Pass,pool 4
67,2014,1-Apr,350,26,0.05,*,D,Arriaga Is,pool 4
67,1976,28-Mar,2376,7,2.15,195,S,Weeteeam Bay,pool 5
67,1977,25-Mar,914,4,3,197,S,Weeteeam Bay,pool 5
67,1977,25-Mar,2742,3,2,200,S,Weeteeam Bay,pool 5
67,1977,25-Mar,823,5,3,206,S,Weeteeam Bay,pool 5
67,1977,29-Mar,3428,9,5,186,S,Weeteeam Bay,pool 5
67,1978,25-Mar,37,5,1,186,S,Weeteeam Bay,pool 5
67,1978,25-Mar,37,4,1,188,S,Weeteeam Bay,pool 5
67,1978,25-Mar,23,5,1,189,S,Weeteeam Bay,pool 5
67,1978,25-Mar,55,5,1,189,S,Weeteeam Bay,pool 5
67,1978,25-Mar,27,4,0.5,189,S,Weeteeam Bay,pool 5
67,1978,25-Mar,91,9,1,189,S,Weeteeam Bay,pool 5
67,1978,25-Mar,55,4,1,189,S,Weeteeam Bay,pool 5
67,1978,25-Mar,37,5,1,193,S,Weeteeam Bay,pool 5
67,1978,25-Mar,37,5,1,193,S,Weeteeam Bay,pool 5
67,1978,25-Mar,46,5,1,193,S,Weeteeam Bay,pool 5
67,1978,25-Mar,55,5,1,194,S,Weeteeam Bay,pool 5
67,1978,25-Mar,41,7,3.5,201,S,Weeteeam Bay,pool 5
67,1978,25-Mar,37,7,1,203,S,Weeteeam Bay,pool 5
67,1978,25-Mar,91,5,1,204,S,Weeteeam Bay,pool 5
67,1978,25-Mar,73,7,3.5,204,S,Weeteeam Bay,pool 5
67,1978,25-Mar,183,5,1,186,S,Bent Hrbr,pool 5
67,1978,25-Mar,18,5,1.5,186,S,Bent Hrbr,pool 5
67,1978,25-Mar,37,5,1,186,S,Bent Hrbr,pool 5
67,1978,25-Mar,91,5,1,187,S,Bent Hrbr,pool 5
67,1978,25-Mar,18,3,0.5,194,S,Bent Hrbr,pool 5
67,1978,25-Mar,37,5,1,203,S,Bent Hrbr,pool 5
67,1978,28-Mar,64,5,1.5,206,S,Weeteeam Bay,pool 5
67,1978,30-Mar,183,9,1,188,S,Weeteeam Bay,pool 5
67,1978,30-Mar,274,9,1,189,S,Weeteeam Bay,pool 5
67,1978,30-Mar,169,5,1,197,S,Weeteeam Bay,pool 5
67,1978,30-Mar,388,7,1,199,S,Weeteeam Bay,pool 5
67,1978,30-Mar,114,7,1,200,S,Weeteeam Bay,pool 5
67,1978,30-Mar,64,5,1,203,S,Weeteeam Bay,pool 5
67,1979,4-Apr,256,5,2.03,185,S,Weeteeam Bay,pool 5
67,1979,4-Apr,229,3,1.83,185,S,Weeteeam Bay,pool 5
67,1979,4-Apr,160,5,3.2,186,S,Weeteeam Bay,pool 5
67,1979,4-Apr,82,6,3,189,S,Weeteeam Bay,pool 5
67,1979,4-Apr,210,5,3.8,189,S,Weeteeam Bay,pool 5
67,1979,4-Apr,165,5,2.9,189,S,Weeteeam Bay,pool 5
67,1979,4-Apr,137,46,4.85,189,S,Weeteeam Bay,pool 5
67,1979,4-Apr,91,18,3.5,189,S,Weeteeam Bay,pool 5
67,1979,4-Apr,558,11,1.79,193,S,Weeteeam Bay,pool 5
67,1980,13-Mar,137,23,0.7,197,S,Weeteeam Bay,pool 5
67,1980,13-Mar,251,46,3.6,198,S,Weeteeam Bay,pool 5
67,1980,13-Mar,91,46,0.3,198,S,Weeteeam Bay,pool 5
67,1980,13-Mar,55,9,1.68,199,S,Weeteeam Bay,pool 5
67,1980,13-Mar,320,91,2.8,201,S,Weeteeam Bay,pool 5
67,1980,13-Mar,91,37,1.85,202,S,Weeteeam Bay,pool 5
67,1980,13-Mar,91,9,2,204,S,Weeteeam Bay,pool 5
67,1980,13-Mar,914,5,0.72,204,S,Weeteeam Bay,pool 5
67,1980,13-Mar,699,14,1.94,205,S,Weeteeam Bay,pool 5
67,1980,13-Mar,210,9,0.6,205,S,Weeteeam Bay,pool 5
67,1981,7-Mar,640,7,1.8,185,S,Weeteeam Bay,pool 5
67,1981,7-Mar,366,7,0.95,187,S,Weeteeam Bay,pool 5
67,1981,7-Mar,183,9,2,194,S,Weeteeam Bay,pool 5
67,1981,13-Mar,274,9,1.9,195,S,Weeteeam Bay,pool 5
67,1981,13-Mar,238,7,1,195,S,Weeteeam Bay,pool 5
67,1981,13-Mar,302,137,2.5,197,S,Weeteeam Bay,pool 5
67,1981,13-Mar,238,5,3.38,199,S,Weeteeam Bay,pool 5
67,1981,13-Mar,146,9,5,199,S,Weeteeam Bay,pool 5
67,1981,13-Mar,484,18,2.15,199,S,Weeteeam Bay,pool 5
67,1981,13-Mar,603,14,1.8,203,S,Weeteeam Bay,pool 5
67,1981,13-Mar,238,55,4,204,S,Weeteeam Bay,pool 5
67,1981,13-Mar,238,146,4.78,205,S,Weeteeam Bay,pool 5
67,1981,13-Mar,146,37,3.05,205,S,Weeteeam Bay,pool 5
67,1981,13-Mar,420,6,1.25,206,S,Weeteeam Bay,pool 5
67,1981,14-Mar,183,5,0.95,187,S,Weeteeam Bay,pool 5
67,1981,14-Mar,183,69,5.25,196,S,Weeteeam Bay,pool 5
67,1981,14-Mar,457,7,1.33,196,S,Weeteeam Bay,pool 5
67,1981,14-Mar,165,9,1.2,198,S,Weeteeam Bay,pool 5
67,1981,14-Mar,229,37,1.2,204.5,S,Weeteeam Bay,pool 5
67,1981,14-Mar,457,5,1.83,206,S,Weeteeam Bay,pool 5
67,1981,14-Mar,119,55,2.93,206,S,Weeteeam Bay,pool 5
67,1981,14-Mar,183,5,1.85,208,S,Weeteeam Bay,pool 5
67,1981,14-Mar,137,9,1,208,S,Weeteeam Bay,pool 5
67,1981,14-Mar,603,5,0.5,208,S,Weeteeam Bay,pool 5
67,1981,15-Mar,302,27,2.68,186,S,Weeteeam Bay,pool 5
67,1981,15-Mar,183,3,2,186.8,S,Weeteeam Bay,pool 5
67,1981,15-Mar,183,14,2.8,187,S,Weeteeam Bay,pool 5
67,1981,15-Mar,91,5,1.58,188,S,Weeteeam Bay,pool 5
67,1981,15-Mar,183,5,3,188.4,S,Weeteeam Bay,pool 5
67,1981,15-Mar,503,7,2,191,S,Weeteeam Bay,pool 5
67,1981,15-Mar,274,9,1,196,S,Weeteeam Bay,pool 5
67,1981,15-Mar,274,9,2.25,262.8,S,Weeteeam Bay,pool 5
67,1981,16-Mar,274,9,1.85,185.9,S,Weeteeam Bay,pool 5
67,1981,16-Mar,1828,5,1.63,263,S,Weeteeam Bay,pool 5
67,1981,16-Mar,274,7,1.38,265.5,S,Weeteeam Bay,pool 5
67,1982,10-Mar,251,67,2.08,207,S,Weeteeam Bay,pool 5
67,1982,10-Mar,101,25,1.78,207.3,S,Weeteeam Bay,pool 5
67,1982,10-Mar,302,55,2.98,208,S,Weeteeam Bay,pool 5
67,1982,10-Mar,110,50,2.2,260.9,S,Weeteeam Bay,pool 5
67,1982,10-Mar,361,69,2.4,261,S,Weeteeam Bay,pool 5
67,1982,10-Mar,110,9,1.63,261.5,S,Weeteeam Bay,pool 5
67,1982,10-Mar,503,14,1.2,262.3,S,Weeteeam Bay,pool 5
67,1982,10-Mar,105,27,2.85,190,S,Bent Hrbr,pool 5
67,1982,10-Mar,155,50,1.25,206,S,Bent Hrbr,pool 5
67,1982,10-Mar,169,16,3.3,203.4,S,Noble Lgn,pool 5
67,1982,10-Mar,585,9,1.42,204.7,S,Noble Lgn,pool 5
67,1982,10-Mar,585,21,3.45,205.2,S,Noble Lgn,pool 5
67,1982,10-Mar,416,34,2.2,205.8,S,Noble Lgn,pool 5
67,1982,10-Mar,841,9,1.15,206.3,S,Noble Lgn,pool 5
67,1982,18-Mar,82,18,1.45,185,S,Bent Hrbr,pool 5
67,1982,18-Mar,146,23,1.65,186,S,Bent Hrbr,pool 5
67,1982,18-Mar,352,9,0.85,186,S,Bent Hrbr,pool 5
67,1982,18-Mar,119,32,3.35,198.9,S,Duffey Cr,pool 5
67,1982,18-Mar,503,14,2.05,199.7,S,Duffey Cr,pool 5
67,1983,18-Mar,75,4,1.13,205.7,S,Weeteeam Bay,pool 5
67,1983,19-Mar,110,50,1.3,200.1,S,Weeteeam Bay,pool 5
67,1983,20-Mar,400,18,2,199.7,S,Weeteeam Bay,pool 5
67,1983,20-Mar,350,9,1.29,262.7,S,Weeteeam Bay,pool 5
67,1983,20-Mar,100,75,1.69,188,S,Bent Hrbr,pool 5
67,1983,20-Mar,225,40,1,188.1,S,Bent Hrbr,pool 5
67,1983,20-Mar,75,9,1.34,209,S,Meade Pt,pool 5
67,1983,21-Mar,100,75,1.5,185.2,S,Weeteeam Bay,pool 5
67,1983,21-Mar,100,4,0.73,186,S,Bent Hrbr,pool 5
67,1983,21-Mar,100,9,1.1,186.8,S,Bent Hrbr,pool 5
67,1983,21-Mar,250,4,1.3,188.5,S,Bent Hrbr,pool 5
67,1983,21-Mar,225,9,2.05,189.2,S,Bent Hrbr,pool 5
67,1983,21-Mar,200,5,1.6,206.3,S,Meade Pt,pool 5
67,1983,21-Mar,600,20,2.08,207.6,S,Meade Pt,pool 5
67,1983,21-Mar,200,4,0.68,207.9,S,Meade Pt,pool 5
67,1983,21-Mar,100,40,2.4,208.2,S,Meade Pt,pool 5
67,1983,21-Mar,335,13,1.36,208.6,S,Meade Pt,pool 5
67,1983,22-Mar,125,4,0.78,206.6,S,Meade Pt,pool 5
67,1983,22-Mar,375,10,2.25,206.9,S,Meade Pt,pool 5
67,1983,22-Mar,225,10,1.8,207.3,S,Meade Pt,pool 5
67,1983,23-Mar,400,13,2.55,193.8,S,Bent Hrbr,pool 5
67,1983,23-Mar,125,8,1.75,209.2,S,Meade Pt,pool 5
67,1983,24-Mar,475,10,1.1,263.1,S,Weeteeam Bay,pool 5
67,1984,9-Mar,225,35,4.05,189.9,S,Weeteeam Bay,pool 5
67,1984,9-Mar,250,3,2.1,199.5,S,Weeteeam Bay,pool 5
67,1984,9-Mar,525,10,3.9,199.8,S,Weeteeam Bay,pool 5
67,1984,9-Mar,250,5,2.75,200.9,S,Weeteeam Bay,pool 5
67,1984,9-Mar,175,5,3.5,202,S,Weeteeam Bay,pool 5
67,1984,9-Mar,250,7,2.7,202.2,S,Weeteeam Bay,pool 5
67,1984,9-Mar,550,42,5.15,203.5,S,Weeteeam Bay,pool 5
67,1984,9-Mar,1450,10,3.37,204.5,S,Weeteeam Bay,pool 5
67,1984,9-Mar,250,40,5,205,S,Weeteeam Bay,pool 5
67,1984,9-Mar,1150,15,1.95,205.5,S,Weeteeam Bay,pool 5
67,1984,9-Mar,1100,10,1.35,206,S,Weeteeam Bay,pool 5
67,1984,9-Mar,475,12,4.1,206.6,S,Weeteeam Bay,pool 5
67,1984,13-Mar,350,33,2.18,196,S,Weeteeam Bay,pool 5
67,1984,13-Mar,125,5,3.1,196.5,S,Weeteeam Bay,pool 5
67,1984,13-Mar,2550,15,3.7,207.6,S,Weeteeam Bay,pool 5
67,1984,13-Mar,250,40,7,208.4,S,Weeteeam Bay,pool 5
67,1985,12-Mar,400,7,1.2,202.3,S,Weeteeam Bay,pool 5
67,1985,12-Mar,250,4,1.25,203.1,S,Weeteeam Bay,pool 5
67,1985,12-Mar,300,250,1,203.4,S,Weeteeam Bay,pool 5
67,1985,12-Mar,100,4,1,203.4,S,Weeteeam Bay,pool 5
67,1985,12-Mar,230,7,0.95,204.6,S,Weeteeam Bay,pool 5
67,1985,12-Mar,65,4,1,205,S,Weeteeam Bay,pool 5
67,1985,14-Mar,30,3,0.84,199.9,S,Weeteeam Bay,pool 5
67,1985,14-Mar,400,7,0.88,200.4,S,Weeteeam Bay,pool 5
67,1985,14-Mar,100,7,0.46,205.1,S,Weeteeam Bay,pool 5
67,1985,27-Mar,150,50,2,*,S,Prior Pass,pool 5
67,1985,27-Mar,900,15,2,*,S,Prior Pass,pool 5
67,1985,28-Mar,300,25,2.9,260,S,Weeteeam Bay,pool 5
67,1985,28-Mar,1200,20,2,265.8,S,Weeteeam Bay,pool 5
67,1985,28-Mar,1300,10,0.93,186.2,S,Bent Hrbr,pool 5
67,1986,6-Apr,140,40,3.8,199,S,Weeteeam Bay,pool 5
67,1986,6-Apr,200,12,2.27,199.7,S,Weeteeam Bay,pool 5
67,1986,6-Apr,200,20,2.27,199.9,S,Weeteeam Bay,pool 5
67,1986,6-Apr,175,40,2.27,200.1,S,Weeteeam Bay,pool 5
67,1986,6-Apr,125,60,4.35,203.5,S,Weeteeam Bay,pool 5
67,1986,6-Apr,80,25,4.35,203.5,S,Weeteeam Bay,pool 5
67,1986,6-Apr,100,60,4.35,203.5,S,Weeteeam Bay,pool 5
67,1986,6-Apr,2200,8,1.18,204.6,S,Weeteeam Bay,pool 5
67,1986,6-Apr,300,8,2.68,205.6,S,Weeteeam Bay,pool 5
67,1986,6-Apr,300,75,2.68,205.9,S,Weeteeam Bay,pool 5
67,1986,6-Apr,450,15,3.98,206.2,S,Weeteeam Bay,pool 5
67,1986,6-Apr,325,10,5.2,206.6,S,Weeteeam Bay,pool 5
67,1986,6-Apr,75,5,3,207.3,S,Weeteeam Bay,pool 5
67,1986,6-Apr,200,50,3.65,208.3,S,Weeteeam Bay,pool 5
67,1986,6-Apr,325,20,3.65,208.5,S,Weeteeam Bay,pool 5
67,1986,6-Apr,175,15,3.65,208.8,S,Weeteeam Bay,pool 5
67,1986,6-Apr,225,50,2,260,S,Weeteeam Bay,pool 5
67,1986,6-Apr,100,75,2,260.2,S,Weeteeam Bay,pool 5
67,1986,6-Apr,50,50,2,260.3,S,Weeteeam Bay,pool 5
67,1986,6-Apr,100,30,2,260.8,S,Weeteeam Bay,pool 5
67,1986,6-Apr,125,50,2,260.9,S,Weeteeam Bay,pool 5
67,1987,15-Mar,250,15,3.25,201,S,Weeteeam Bay,pool 5
67,1987,15-Mar,450,8,2.3,201.3,S,Weeteeam Bay,pool 5
67,1987,15-Mar,100,25,3.25,201.6,S,Weeteeam Bay,pool 5
67,1987,15-Mar,225,10,3.13,202.2,S,Weeteeam Bay,pool 5
67,1987,15-Mar,50,50,1.13,202.8,S,Weeteeam Bay,pool 5
67,1987,15-Mar,125,10,2,202.9,S,Weeteeam Bay,pool 5
67,1987,15-Mar,300,10,1.17,203.4,S,Weeteeam Bay,pool 5
67,1987,15-Mar,125,10,1.13,204.6,S,Weeteeam Bay,pool 5
67,1987,15-Mar,175,8,0.61,204.7,S,Weeteeam Bay,pool 5
67,1987,15-Mar,1100,15,1.37,204.9,S,Weeteeam Bay,pool 5
67,1987,15-Mar,125,30,1.37,205.7,S,Weeteeam Bay,pool 5
67,1987,15-Mar,525,75,4.35,185,S,Bent Hrbr,pool 5
67,1987,15-Mar,450,10,4.35,185.7,S,Bent Hrbr,pool 5
67,1987,15-Mar,75,25,2.9,197.8,S,Harris Lgn +,pool 5
67,1987,17-Mar,300,10,2.85,189.2,S,Bent Hrbr,pool 5
67,1987,17-Mar,350,40,2.85,189.5,S,Bent Hrbr,pool 5
67,1987,17-Mar,450,20,3.25,193.6,S,Thistleton Is,pool 5
67,1987,18-Mar,150,8,4.25,188.5,S,Bent Hrbr,pool 5
67,1987,18-Mar,325,50,5,188.7,S,Bent Hrbr,pool 5
67,1987,18-Mar,125,25,2.68,194.6,S,Bent Hrbr,pool 5
67,1987,18-Mar,50,5,0.8,193.3,S,Thistleton Is,pool 5
67,1987,18-Mar,500,8,1.9,193.8,S,Thistleton Is,pool 5
67,1987,19-Mar,275,40,3.05,196,S,Weeteeam Bay,pool 5
67,1987,19-Mar,30,25,1.3,190,S,Thistleton Is,pool 5
67,1987,22-Mar,1000,15,2.2,199.8,S,Weeteeam Bay,pool 5
67,1987,23-Mar,300,12,2.43,196.4,S,Weeteeam Bay,pool 5
67,1987,23-Mar,250,75,2.93,197,S,Noble Lgn,pool 5
67,1987,23-Mar,150,25,5,199,S,Noble Lgn,pool 5
67,1987,23-Mar,100,5,1.95,199.6,S,Noble Lgn,pool 5
67,1987,23-Mar,100,8,2.35,*,S,Archer Islets,pool 5
67,1987,24-Mar,75,10,1.4,196.8,S,Weeteeam Bay,pool 5
67,1987,24-Mar,400,30,1.85,209.3,S,Weeteeam Bay,pool 5
67,1987,24-Mar,600,10,1.9,261.4,S,Weeteeam Bay,pool 5
67,1987,24-Mar,350,50,2.5,261.7,S,Weeteeam Bay,pool 5
67,1987,24-Mar,250,20,2.28,264,S,Weeteeam Bay,pool 5
67,1987,24-Mar,175,40,1.55,265.1,S,Weeteeam Bay,pool 5
67,1987,25-Mar,400,15,2.8,264.3,S,Weeteeam Bay,pool 5
67,2000,*,740,3,*,*,S,Weeteeam Bay,pool 5
67,2012,6-Apr,1050,8,0.58,*,D,Weeteeam Bay,pool 5
67,2012,9-Apr,350,48,0.27,*,D,Weeteeam Bay,pool 5
67,2012,9-Apr,1050,32,0.02,*,D,Weeteeam Bay,pool 5
67,2014,1-Apr,700,102,0.01,*,D,Weeteeam Bay,pool 5
67,2014,1-Apr,700,23,*,*,D,Weeteeam Bay,pool 5
67,2014,1-Apr,2800,133,0.03,*,D,Weeteeam Bay,pool 5
67,1989,2-Apr,50,50,6.35,*,S,Clifford Bay,pool 6
67,1989,2-Apr,175,75,3,*,S,Clifford Bay,pool 6
67,1993,7-Mar,1000,100,0.29,246,S,Clifford Bay,pool 6
67,1993,7-Mar,244,3,0.07,254.9,S,Clifford Bay,pool 6
67,2000,*,4450,109,0.27,247.9,D,Clifford Bay,pool 6
67,2001,4-Apr,3500,34,1.32,244.6,D,Clifford Bay,pool 6
67,2004,2-Apr,5250,93,1.02,*,D,Clifford Bay,pool 6
67,2006,1-Apr,100,*,*,*,S,Clifford Bay,pool 6
67,2007,25-Mar,2000,236,0.61,*,D,Clifford Bay,pool 6
67,2008,28-Mar,475,94,0.41,*,D,Clifford Bay,pool 6
67,2009,11-Apr,4680,94,0.57,*,D,Clifford Bay,pool 6
67,2010,2-Apr,4250,121,0.47,*,D,Clifford Bay,pool 6
67,2010,2-Apr,2400,82,0.37,*,D,Clifford Bay,pool 6
67,2011,8-Apr,1200,39,0.43,*,D,Clifford Bay,pool 6
67,2011,8-Apr,3460,84,0.16,*,D,Clifford Bay,pool 6
67,2011,8-Apr,200,38,*,*,D,Clifford Bay,pool 6
67,2011,8-Apr,400,4,0.13,*,D,Clifford Bay,pool 6
67,2012,3-Apr,1050,125,0.66,*,D,Clifford Bay,pool 6
67,2012,3-Apr,350,40,0.01,*,D,Clifford Bay,pool 6
67,2012,3-Apr,2450,8,0.13,*,D,Clifford Bay,pool 6
67,2012,3-Apr,350,47,*,*,D,Clifford Bay,pool 6
67,2012,3-Apr,1050,24,0.15,*,D,Clifford Bay,pool 6
67,2012,3-Apr,700,50,0.23,*,D,Clifford Bay,pool 6
67,2013,13-Apr,4550,79,0.55,*,D,Clifford Bay,pool 6
67,2013,13-Apr,1500,52,2.2,*,D,Woodcock Is,pool 6
67,2013,13-Apr,350,130,0.14,*,D,Normansell Is,pool 6
67,2014,1-Apr,350,3,0.01,*,D,Clifford Bay,pool 6
67,2014,1-Apr,700,4,*,*,D,Clifford Bay,pool 6
67,2014,1-Apr,1050,51,0.06,*,D,Clifford Bay,pool 6
67,2014,1-Apr,700,52,0.17,*,D,Woodcock Is,pool 6
67,2014,1-Apr,700,27,0.54,*,D,Woodcock Is,pool 6
67,2015,9-Mar,850,10,*,*,S,Clifford Bay,pool 6
67,2015,16-Mar,1100,20,*,*,S,Clifford Bay,pool 6
67,2015,31-Mar,350,85,4.2,*,D,Normansell Is,pool 6
67,2016,17-Mar,2875,24,1.96,*,D,Clifford Bay,pool 6
67,2016,17-Mar,1325,26,1.41,*,D,Woodcock Is,pool 6
