stockid,stocklong,tsyear,ts_ffmsy,areaid,ts_bbmsy,mean_ffmsy,last_bbmsy,last_ffmsy,last_mfmsy,last_datayear
BOCACCBCW,Bocaccio British Columbia Waters,1935,1.96908598780411,Canada-DFO-BCW,1.666348175043,NA,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1936,2.13712861954404,Canada-DFO-BCW,1.59373208484617,NA,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1937,2.05157937608496,Canada-DFO-BCW,1.52111599464934,2.0525979944777033,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1938,1.90270855501365,Canada-DFO-BCW,1.47143130135677,2.03047218354755,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1939,2.10152130834998,Canada-DFO-BCW,1.42556850754825,2.0186030798161965,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1940,2.21929997902875,Canada-DFO-BCW,1.33384291993121,2.0745099474641266,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1941,2.35383082292923,Canada-DFO-BCW,1.2803363271546,2.22488403676932,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1942,2.30431381701616,Canada-DFO-BCW,1.2459392317982,2.2924815396580467,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1943,2.53965493253656,Canada-DFO-BCW,1.20772023695777,2.39926652416065,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1944,1.52050965498028,Canada-DFO-BCW,1.19625453850564,2.121492801511,0.0718517103000191,3.42495275538268,3.242697713581783,2012
BOCACCBCW,Bocaccio British Columbia Waters,1945,2.37143617386137,Canada-DFO-BCW,1.1580355436652,2.1438669204594034,0.0718517103000191,3.42495275538268,3.242697713581783,2012
