assessid,stockid,stocklong,tsid,tsyear,tsvalue,assessyear,scientificname,commonname,areaname,managementauthority,assessorfull,region,FisheryType,metric
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1981,2570,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1982,6330,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1983,5640,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1984,7170,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1985,5210,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1986,3380,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1987,3620,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1988,4500,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1989,9440,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1990,8350,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1991,8900,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1992,8360,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1993,10500,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1994,11900,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1995,9580,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1996,4300,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1997,3620,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1998,8620,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,1999,7520,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2000,7370,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2001,6130,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2002,3290,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2003,2590,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2004,2990,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2005,3780,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2006,3070,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2007,398,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2008,0,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2009,0,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2010,0,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2011,0,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2012,0,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2013,0,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2014,687,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRCC-1951-2015-WATSON,HERRCC,Pacific herring Central Coast,TC-MT,2015,626,1951-2015,Clupea pallasii,Pacific herring,Central Coast,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1951,45900,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1952,52400,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1953,1870,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1954,27300,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1955,17800,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1956,10200,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1957,28e3,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1958,4520,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1959,10200,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1960,18500,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1961,42700,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1962,27700,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1963,40200,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1964,29900,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1965,44200,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1966,17300,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1967,8e3,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1968,2070,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1969,0,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1970,1330,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1971,3500,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1972,4490,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1973,1610,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1974,3820,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1975,1700,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1976,4310,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1977,8140,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1978,8590,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1979,4320,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1980,3430,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1981,3090,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1982,1980,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1983,0,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1984,3710,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1985,6750,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1986,8680,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1987,6270,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1988,7970,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1989,8470,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1990,4690,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1991,3510,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1992,5180,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1993,6320,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1994,4690,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1995,2060,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1996,3090,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1997,5540,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1998,3220,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,1999,2120,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2000,4320,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2001,2920,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2002,4490,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2003,4010,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2004,4110,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2005,3800,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2006,2620,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2007,969,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2008,1660,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2009,2e3,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2010,1480,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2011,2150,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2012,1380,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2013,2030,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2014,2e3,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
DFO-HERRPRD-1951-2015-WATSON,HERRPRD,Pacific herring Prince Rupert District,TC-MT,2015,2160,1951-2015,Clupea pallasii,Pacific herring,Prince Rupert District,"Department of Fisheries and Oceans, Canada national management",Department of Fisheries and Oceans,Canada West Coast,Forage Fish,TCbest
