rgn_name,rgn_id,assessid,stockid,area_km2,a_prop,tot_area_km2
North Coast,1,DFO-PAC-ESOLEHS-1944-2001-COLLIE,ESOLEHS,16289.562655226664,0.2806870501784809,58034.60702896195
Haida Gwaii,2,DFO-PAC-ESOLEHS-1944-2001-COLLIE,ESOLEHS,36463.267315020516,0.6283021318094505,58034.60702896195
Central Coast,3,DFO-PAC-ESOLEHS-1944-2001-COLLIE,ESOLEHS,2218.3762440175747,0.03822505841920326,58034.60702896195
Aristazabal Island,8,DFO-PAC-ESOLEHS-1944-2001-COLLIE,ESOLEHS,3063.4008146971973,0.05278575959286532,58034.60702896195
West Vancouver Island,5,DFO-EULAPCOASTFRDU-1900-2012-WATSON,EULAPCOASTFRDU,704.163080470874,0.3012931316781317,2337.136185444559
Strait of Georgia,6,DFO-EULAPCOASTFRDU-1900-2012-WATSON,EULAPCOASTFRDU,1632.9731049736852,0.6987068683218683,2337.136185444559
Central Coast,3,DFO-HERRCC-1951-2015-WATSON,HERRCC,3304.068993323845,0.9254434455735793,3570.254896857604
Aristazabal Island,8,DFO-HERRCC-1951-2015-WATSON,HERRCC,266.18590353375936,0.07455655442642081,3570.254896857604
North Coast,1,DFO-HERRPRD-1951-2015-WATSON,HERRPRD,5172.044481894015,1,5172.044481894015
Haida Gwaii,2,DFO-HERRQCI-1951-2015-WATSON,HERRQCI,1520.4033265558944,1,1520.4033265558944
West Vancouver Island,5,DFO-HERRSOG-1951-2015-WATSON,HERRSOG,1413.1709645925569,0.1148191284344949,12307.800833018697
Strait of Georgia,6,DFO-HERRSOG-1951-2015-WATSON,HERRSOG,7282.66572342243,0.5917113725048989,12307.800833018697
North Vancouver Island,4,DFO-HERRSOG-1951-2015-WATSON,HERRSOG,3611.964145003708,0.29346949906060615,12307.800833018697
West Vancouver Island,5,DFO-HERRWCVANI-1951-2015-WATSON,HERRWCVANI,25845.525868112436,0.8713094800654839,29662.853967995383
North Vancouver Island,4,DFO-HERRWCVANI-1951-2015-WATSON,HERRWCVANI,3817.328099882952,0.12869051993451616,29662.853967995383
West Vancouver Island,5,DFO-PAC-LINGCODSOG-1927-2014-OSGOOD,LINGCODSOG,1413.1709645925569,0.1148191284344949,12307.800833018697
Strait of Georgia,6,DFO-PAC-LINGCODSOG-1927-2014-OSGOOD,LINGCODSOG,7282.66572342243,0.5917113725048989,12307.800833018697
North Vancouver Island,4,DFO-PAC-LINGCODSOG-1927-2014-OSGOOD,LINGCODSOG,3611.964145003708,0.29346949906060615,12307.800833018697
West Vancouver Island,5,DFO-PAC-LNOSESKA3CD-1954-2011-OSGOOD,LNOSESKA3CD,25845.525868112436,0.8713094800654839,29662.853967995383
North Vancouver Island,4,DFO-PAC-LNOSESKA3CD-1954-2011-OSGOOD,LNOSESKA3CD,3817.328099882952,0.12869051993451616,29662.853967995383
West Vancouver Island,5,DFO-PAC-LNOSESKA4B-1996-2011-OSGOOD,LNOSESKA4B,1413.1709645925569,0.1148191284344949,12307.800833018697
Strait of Georgia,6,DFO-PAC-LNOSESKA4B-1996-2011-OSGOOD,LNOSESKA4B,7282.66572342243,0.5917113725048989,12307.800833018697
North Vancouver Island,4,DFO-PAC-LNOSESKA4B-1996-2011-OSGOOD,LNOSESKA4B,3611.964145003708,0.29346949906060615,12307.800833018697
Haida Gwaii,2,DFO-PAC-LNOSESKA5AB-1954-2012-OSGOOD,LNOSESKA5AB,8688.436790781887,0.27694612998594154,31372.29897822704
Central Coast,3,DFO-PAC-LNOSESKA5AB-1954-2012-OSGOOD,LNOSESKA5AB,17283.415526164663,0.5509132607132067,31372.29897822704
North Vancouver Island,4,DFO-PAC-LNOSESKA5AB-1954-2012-OSGOOD,LNOSESKA5AB,5317.240416758449,0.16948838911833375,31372.29897822704
Aristazabal Island,8,DFO-PAC-LNOSESKA5AB-1954-2012-OSGOOD,LNOSESKA5AB,83.20624452204538,0.0026522201825180886,31372.29897822704
North Coast,1,DFO-PAC-LNOSESKA5CDE-1954-2011-OSGOOD,LNOSESKA5CDE,16289.562655226664,0.2806870501784809,58034.60702896195
Haida Gwaii,2,DFO-PAC-LNOSESKA5CDE-1954-2011-OSGOOD,LNOSESKA5CDE,36463.267315020516,0.6283021318094505,58034.60702896195
Central Coast,3,DFO-PAC-LNOSESKA5CDE-1954-2011-OSGOOD,LNOSESKA5CDE,2218.3762440175747,0.03822505841920326,58034.60702896195
Aristazabal Island,8,DFO-PAC-LNOSESKA5CDE-1954-2011-OSGOOD,LNOSESKA5CDE,3063.4008146971973,0.05278575959286532,58034.60702896195
Strait of Georgia,6,DFO-PANDALSMA14-1987-2011-WATSON,PANDALSMA14,1642.39685061178,1,1642.39685061178
Strait of Georgia,6,DFO-PANDALSMA16-1987-2011-WATSON,PANDALSMA16,1142.4246375551268,1,1142.4246375551268
West Vancouver Island,5,DFO-PANDALSMA18-19-1987-2011-WATSON,PANDALSMA18-19,530.8962580128181,0.45708274912519853,1161.4882841868125
Strait of Georgia,6,DFO-PANDALSMA18-19-1987-2011-WATSON,PANDALSMA18-19,630.5920261739944,0.5429172508748016,1161.4882841868125
Strait of Georgia,6,DFO-PANDALSMAFR-1987-2011-WATSON,PANDALSMAFR,2131.6767747190283,1,2131.6767747190283
Strait of Georgia,6,DFO-PANDALSMAGTSE-1990-2012-WATSON,PANDALSMAGTSE,803.8518707648651,0.4804039645443081,1673.283174353831
North Vancouver Island,4,DFO-PANDALSMAGTSE-1990-2012-WATSON,PANDALSMAGTSE,869.4313035889659,0.5195960354556919,1673.283174353831
North Coast,1,DFO-PANDALSMAPRD-1987-2011-WATSON,PANDALSMAPRD,4653.121616928801,0.819172394681754,5680.271512001481
Haida Gwaii,2,DFO-PANDALSMAPRD-1987-2011-WATSON,PANDALSMAPRD,1027.149895072681,0.1808276053182461,5680.271512001481
Haida Gwaii,2,DFO-PAC-PCOD5AB-1945-2014-OSGOOD,PCOD5AB,8688.436790781887,0.27694612998594154,31372.29897822704
Central Coast,3,DFO-PAC-PCOD5AB-1945-2014-OSGOOD,PCOD5AB,17283.415526164663,0.5509132607132067,31372.29897822704
North Vancouver Island,4,DFO-PAC-PCOD5AB-1945-2014-OSGOOD,PCOD5AB,5317.240416758449,0.16948838911833375,31372.29897822704
Aristazabal Island,8,DFO-PAC-PCOD5AB-1945-2014-OSGOOD,PCOD5AB,83.20624452204538,0.0026522201825180886,31372.29897822704
North Coast,1,DFO-PAC-PCODHS-1944-2014-OSGOOD,PCODHS,16289.562655226664,0.2806870501784809,58034.60702896195
Haida Gwaii,2,DFO-PAC-PCODHS-1944-2014-OSGOOD,PCODHS,36463.267315020516,0.6283021318094505,58034.60702896195
Central Coast,3,DFO-PAC-PCODHS-1944-2014-OSGOOD,PCODHS,2218.3762440175747,0.03822505841920326,58034.60702896195
Aristazabal Island,8,DFO-PAC-PCODHS-1944-2014-OSGOOD,PCODHS,3063.4008146971973,0.05278575959286532,58034.60702896195
West Vancouver Island,5,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,PCODWCVANI,25845.525868112436,0.8713094800654839,29662.853967995383
North Vancouver Island,4,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,PCODWCVANI,3817.328099882952,0.12869051993451616,29662.853967995383
North Coast,1,DFO-PERCHQCI-1939-2013-WATSON,PERCHQCI,9192.315205717876,0.1556770348715097,59047.34255315749
Haida Gwaii,2,DFO-PERCHQCI-1939-2013-WATSON,PERCHQCI,19336.618431249535,0.3274765229924057,59047.34255315749
Central Coast,3,DFO-PERCHQCI-1939-2013-WATSON,PERCHQCI,20071.13635623455,0.3399159977126061,59047.34255315749
North Vancouver Island,4,DFO-PERCHQCI-1939-2013-WATSON,PERCHQCI,7265.740503444835,0.1230494072938818,59047.34255315749
Aristazabal Island,8,DFO-PERCHQCI-1939-2013-WATSON,PERCHQCI,3181.5320565106945,0.05388103712959671,59047.34255315749
West Vancouver Island,5,DFO-PERCHWCVANI-1939-2013-WATSON,PERCHWCVANI,25845.525868112436,0.8713094800654839,29662.853967995383
North Vancouver Island,4,DFO-PERCHWCVANI-1939-2013-WATSON,PERCHWCVANI,3817.328099882952,0.12869051993451616,29662.853967995383
West Vancouver Island,5,IPHC-PHALNPAC-1888-2014-HIVELY,PHALNPAC,27993.25496099984,0.003991923259038643,7012473.22267947
Strait of Georgia,6,IPHC-PHALNPAC-1888-2014-HIVELY,PHALNPAC,8024.861166289209,0.001144369598494225,7012473.22267947
North Coast,1,IPHC-PHALNPAC-1888-2014-HIVELY,PHALNPAC,17243.673774422703,0.0024590003022976086,7012473.22267947
Haida Gwaii,2,IPHC-PHALNPAC-1888-2014-HIVELY,PHALNPAC,45892.40126212857,0.006544395936330301,7012473.22267947
Central Coast,3,IPHC-PHALNPAC-1888-2014-HIVELY,PHALNPAC,20205.384315260115,0.0028813492292437772,7012473.22267947
North Vancouver Island,4,IPHC-PHALNPAC-1888-2014-HIVELY,PHALNPAC,13505.1328540359,0.0019258730016049291,7012473.22267947
Aristazabal Island,8,IPHC-PHALNPAC-1888-2014-HIVELY,PHALNPAC,3181.5271913028396,4.5369544956168497e-4,7012473.22267947
West Vancouver Island,5,DFO-QROCKPCOASTIN-1918-2010-WATSON,QROCKPCOASTIN,1700.007999026472,0.12229031243660358,13901.411854743372
Strait of Georgia,6,DFO-QROCKPCOASTIN-1918-2010-WATSON,QROCKPCOASTIN,8104.636050542857,0.5830081242990749,13901.411854743372
North Vancouver Island,4,DFO-QROCKPCOASTIN-1918-2010-WATSON,QROCKPCOASTIN,4096.767805174043,0.2947015632643215,13901.411854743372
West Vancouver Island,5,DFO-QROCKPCOASTOUT-1918-2010-WATSON,QROCKPCOASTOUT,26412.579206609902,0.21484395709338372,122938.43198545005
North Coast,1,DFO-QROCKPCOASTOUT-1918-2010-WATSON,QROCKPCOASTOUT,17411.398087513717,0.14162697381380612,122938.43198545005
Haida Gwaii,2,DFO-QROCKPCOASTOUT-1918-2010-WATSON,QROCKPCOASTOUT,45944.31493721644,0.3737180814430269,122938.43198545005
Central Coast,3,DFO-QROCKPCOASTOUT-1918-2010-WATSON,QROCKPCOASTOUT,20431.98953310962,0.16619692640563186,122938.43198545005
North Vancouver Island,4,DFO-QROCKPCOASTOUT-1918-2010-WATSON,QROCKPCOASTOUT,9536.367003531861,0.07757026708019592,122938.43198545005
Aristazabal Island,8,DFO-QROCKPCOASTOUT-1918-2010-WATSON,QROCKPCOASTOUT,3201.7832174685127,0.02604379416395557,122938.43198545005
Haida Gwaii,2,DFO-PAC-RSOLE5AB-1944-2014-OSGOOD,RSOLE5AB,8688.436790781887,0.27694612998594154,31372.29897822704
Central Coast,3,DFO-PAC-RSOLE5AB-1944-2014-OSGOOD,RSOLE5AB,17283.415526164663,0.5509132607132067,31372.29897822704
North Vancouver Island,4,DFO-PAC-RSOLE5AB-1944-2014-OSGOOD,RSOLE5AB,5317.240416758449,0.16948838911833375,31372.29897822704
Aristazabal Island,8,DFO-PAC-RSOLE5AB-1944-2014-OSGOOD,RSOLE5AB,83.20624452204538,0.0026522201825180886,31372.29897822704
North Coast,1,DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,16289.562655226664,0.2806870501784809,58034.60702896195
Haida Gwaii,2,DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,36463.267315020516,0.6283021318094505,58034.60702896195
Central Coast,3,DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,2218.3762440175747,0.03822505841920326,58034.60702896195
Aristazabal Island,8,DFO-PAC-RSOLEHSTR-1945-2014-OSGOOD,RSOLEHSTR,3063.4008146971973,0.05278575959286532,58034.60702896195
West Vancouver Island,5,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,28112.45033326931,0.20544119076114725,136839.40513153363
Strait of Georgia,6,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,8104.505034399379,0.05922639773688812,136839.40513153363
North Coast,1,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,17411.48900344308,0.1272403149276095,136839.40513153363
Haida Gwaii,2,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,45944.502853612044,0.33575491510978867,136839.40513153363
Central Coast,3,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,20431.849897060663,0.14931261852111266,136839.40513153363
North Vancouver Island,4,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,13632.792521174848,0.09962621883711531,136839.40513153363
Aristazabal Island,8,DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,SABLEFPCAN,3201.815488574291,0.02339834410633854,136839.40513153363
West Vancouver Island,5,DFO-PAC-SARDBC-2002-2012-OSGOOD,SARDBC,14233.560555589416,0.8553440991697886,16640.742093626122
North Vancouver Island,4,DFO-PAC-SARDBC-2002-2012-OSGOOD,SARDBC,2407.181538036706,0.1446559008302115,16640.742093626122
Strait of Georgia,6,DFO-SSHRIMPSMAGTSE-1992-2011-WATSON,SSHRIMPSMAGTSE,803.8518707648651,0.4804039645443081,1673.283174353831
North Vancouver Island,4,DFO-SSHRIMPSMAGTSE-1992-2011-WATSON,SSHRIMPSMAGTSE,869.4313035889659,0.5195960354556919,1673.283174353831
North Coast,1,DFO-SSHRIMPSMAPRD-1987-2011-WATSON,SSHRIMPSMAPRD,4653.121616928801,0.819172394681754,5680.271512001481
Haida Gwaii,2,DFO-SSHRIMPSMAPRD-1987-2011-WATSON,SSHRIMPSMAPRD,1027.149895072681,0.1808276053182461,5680.271512001481
Strait of Georgia,6,DFO-SSSHRIMPSMA14-1987-2011-WATSON,SSSHRIMPSMA14,1642.39685061178,1,1642.39685061178
Strait of Georgia,6,DFO-SSSHRIMPSMA16-1987-2011-WATSON,SSSHRIMPSMA16,1142.4246375551268,1,1142.4246375551268
West Vancouver Island,5,DFO-SSSHRIMPSMA18-19-1987-2011-WATSON,SSSHRIMPSMA18-19,530.8962580128181,0.45708274912519853,1161.4882841868125
Strait of Georgia,6,DFO-SSSHRIMPSMA18-19-1987-2011-WATSON,SSSHRIMPSMA18-19,630.5920261739944,0.5429172508748016,1161.4882841868125
Strait of Georgia,6,DFO-SSSHRIMPSMAFR-1987-2011-WATSON,SSSHRIMPSMAFR,2131.6767747190283,1,2131.6767747190283
West Vancouver Island,5,DFO-YEYEROCKPCOASTIN-1918-2009-WATSON,YEYEROCKPCOASTIN,1700.007999026472,0.12229031243660358,13901.411854743372
Strait of Georgia,6,DFO-YEYEROCKPCOASTIN-1918-2009-WATSON,YEYEROCKPCOASTIN,8104.636050542857,0.5830081242990749,13901.411854743372
North Vancouver Island,4,DFO-YEYEROCKPCOASTIN-1918-2009-WATSON,YEYEROCKPCOASTIN,4096.767805174043,0.2947015632643215,13901.411854743372
