year,species,rgn_id,tot_harvest,rgn_harvest,genetic_escapees,whence
1987,coho_silver_salmon,4,790,0,1,species in MSI
1987,coho_silver_salmon,5,790,0,1,species in MSI
1987,coho_silver_salmon,6,790,790,1,species in MSI
1987,coho_silver_salmon,8,790,0,1,species in MSI
1987,japanese_carpet_shell,2,25,0,0.925,genus average from global assessment
1987,japanese_carpet_shell,4,25,0.27,0.925,genus average from global assessment
1987,japanese_carpet_shell,5,25,0.2725,0.925,genus average from global assessment
1987,japanese_carpet_shell,6,25,24.4575,0.925,genus average from global assessment
1987,pacific_cupped_oyster,2,3482,0,0.1,species in MSI
1987,pacific_cupped_oyster,4,3482,255.57880000000003,0.1,species in MSI
1987,pacific_cupped_oyster,5,3482,63.372400000000006,0.1,species in MSI
1987,pacific_cupped_oyster,6,3482,3163.0488,0.1,species in MSI
1987,rainbow_trout,3,192,0,1,high risk analogous to native coho/silver salmon
1987,rainbow_trout,4,192,0.8448,1,high risk analogous to native coho/silver salmon
1987,rainbow_trout,5,192,101.376,1,high risk analogous to native coho/silver salmon
1987,rainbow_trout,6,192,89.7792,1,high risk analogous to native coho/silver salmon
1987,rainbow_trout,8,192,0,1,high risk analogous to native coho/silver salmon
1988,atlantic_salmon,3,80,5.584,0.1,species in MSI
1988,atlantic_salmon,4,80,45.32,0.1,species in MSI
1988,atlantic_salmon,5,80,24.008,0.1,species in MSI
1988,atlantic_salmon,6,80,5.072,0.1,species in MSI
1988,atlantic_salmon,8,80,0.016,0.1,species in MSI
1988,chinook_spring_king_salmon,3,3550,0,1,high risk analogous to native coho/silver salmon
1988,chinook_spring_king_salmon,4,3550,25.915,1,high risk analogous to native coho/silver salmon
1988,chinook_spring_king_salmon,5,3550,3068.62,1,high risk analogous to native coho/silver salmon
1988,chinook_spring_king_salmon,6,3550,455.465,1,high risk analogous to native coho/silver salmon
1988,chinook_spring_king_salmon,8,3550,0,1,high risk analogous to native coho/silver salmon
1988,coho_silver_salmon,3,2775,0,1,species in MSI
1988,coho_silver_salmon,4,2775,0,1,species in MSI
1988,coho_silver_salmon,5,2775,0,1,species in MSI
1988,coho_silver_salmon,6,2775,2775,1,species in MSI
1988,coho_silver_salmon,8,2775,0,1,species in MSI
1988,japanese_carpet_shell,2,30,0,0.925,genus average from global assessment
1988,japanese_carpet_shell,4,30,0.324,0.925,genus average from global assessment
1988,japanese_carpet_shell,5,30,0.327,0.925,genus average from global assessment
1988,japanese_carpet_shell,6,30,29.348999999999997,0.925,genus average from global assessment
1988,pacific_cupped_oyster,2,3701,0,0.1,species in MSI
1988,pacific_cupped_oyster,4,3701,271.65340000000003,0.1,species in MSI
1988,pacific_cupped_oyster,5,3701,67.3582,0.1,species in MSI
1988,pacific_cupped_oyster,6,3701,3361.9883999999997,0.1,species in MSI
1988,rainbow_trout,3,185,0,1,high risk analogous to native coho/silver salmon
1988,rainbow_trout,4,185,0.8140000000000001,1,high risk analogous to native coho/silver salmon
1988,rainbow_trout,5,185,97.68,1,high risk analogous to native coho/silver salmon
1988,rainbow_trout,6,185,86.506,1,high risk analogous to native coho/silver salmon
1988,rainbow_trout,8,185,0,1,high risk analogous to native coho/silver salmon
1988,scallops_nei,2,5,0.07849999999999999,0.55,genus average from global assessment
1988,scallops_nei,4,5,0.623,0.55,genus average from global assessment
1988,scallops_nei,5,5,0.007,0.55,genus average from global assessment
1988,scallops_nei,6,5,4.2915,0.55,genus average from global assessment
1989,atlantic_salmon,3,1280,89.344,0.1,species in MSI
1989,atlantic_salmon,4,1280,725.12,0.1,species in MSI
1989,atlantic_salmon,5,1280,384.128,0.1,species in MSI
1989,atlantic_salmon,6,1280,81.152,0.1,species in MSI
1989,atlantic_salmon,8,1280,0.256,0.1,species in MSI
1989,chinook_spring_king_salmon,3,8514,0,1,high risk analogous to native coho/silver salmon
1989,chinook_spring_king_salmon,4,8514,62.1522,1,high risk analogous to native coho/silver salmon
1989,chinook_spring_king_salmon,5,8514,7359.5016,1,high risk analogous to native coho/silver salmon
1989,chinook_spring_king_salmon,6,8514,1092.3462,1,high risk analogous to native coho/silver salmon
1989,chinook_spring_king_salmon,8,8514,0,1,high risk analogous to native coho/silver salmon
1989,coho_silver_salmon,3,1815,0,1,species in MSI
1989,coho_silver_salmon,4,1815,0,1,species in MSI
1989,coho_silver_salmon,5,1815,0,1,species in MSI
1989,coho_silver_salmon,6,1815,1815,1,species in MSI
1989,coho_silver_salmon,8,1815,0,1,species in MSI
1989,japanese_carpet_shell,2,31,0,0.925,genus average from global assessment
1989,japanese_carpet_shell,4,31,0.33480000000000004,0.925,genus average from global assessment
1989,japanese_carpet_shell,5,31,0.3379,0.925,genus average from global assessment
1989,japanese_carpet_shell,6,31,30.327299999999997,0.925,genus average from global assessment
1989,pacific_cupped_oyster,2,3721,0,0.1,species in MSI
1989,pacific_cupped_oyster,4,3721,273.12140000000005,0.1,species in MSI
1989,pacific_cupped_oyster,5,3721,67.7222,0.1,species in MSI
1989,pacific_cupped_oyster,6,3721,3380.1564,0.1,species in MSI
1989,rainbow_trout,3,274,0,1,high risk analogous to native coho/silver salmon
1989,rainbow_trout,4,274,1.2056,1,high risk analogous to native coho/silver salmon
1989,rainbow_trout,5,274,144.672,1,high risk analogous to native coho/silver salmon
1989,rainbow_trout,6,274,128.1224,1,high risk analogous to native coho/silver salmon
1989,rainbow_trout,8,274,0,1,high risk analogous to native coho/silver salmon
1989,scallops_nei,2,10,0.15699999999999997,0.55,genus average from global assessment
1989,scallops_nei,4,10,1.246,0.55,genus average from global assessment
1989,scallops_nei,5,10,0.014,0.55,genus average from global assessment
1989,scallops_nei,6,10,8.583,0.55,genus average from global assessment
1990,atlantic_salmon,3,1790,124.94200000000001,0.1,species in MSI
1990,atlantic_salmon,4,1790,1014.035,0.1,species in MSI
1990,atlantic_salmon,5,1790,537.179,0.1,species in MSI
1990,atlantic_salmon,6,1790,113.48599999999999,0.1,species in MSI
1990,atlantic_salmon,8,1790,0.35800000000000004,0.1,species in MSI
1990,chinook_spring_king_salmon,3,11977,0,1,high risk analogous to native coho/silver salmon
1990,chinook_spring_king_salmon,4,11977,87.4321,1,high risk analogous to native coho/silver salmon
1990,chinook_spring_king_salmon,5,11977,10352.9188,1,high risk analogous to native coho/silver salmon
1990,chinook_spring_king_salmon,6,11977,1536.6490999999999,1,high risk analogous to native coho/silver salmon
1990,chinook_spring_king_salmon,8,11977,0,1,high risk analogous to native coho/silver salmon
1990,coho_silver_salmon,3,1509,0,1,species in MSI
1990,coho_silver_salmon,4,1509,0,1,species in MSI
1990,coho_silver_salmon,5,1509,0,1,species in MSI
1990,coho_silver_salmon,6,1509,1509,1,species in MSI
1990,coho_silver_salmon,8,1509,0,1,species in MSI
1990,japanese_carpet_shell,2,47,0,0.925,genus average from global assessment
1990,japanese_carpet_shell,4,47,0.5076,0.925,genus average from global assessment
1990,japanese_carpet_shell,5,47,0.5123,0.925,genus average from global assessment
1990,japanese_carpet_shell,6,47,45.9801,0.925,genus average from global assessment
1990,pacific_cupped_oyster,2,4076,0,0.1,species in MSI
1990,pacific_cupped_oyster,4,4076,299.1784,0.1,species in MSI
1990,pacific_cupped_oyster,5,4076,74.1832,0.1,species in MSI
1990,pacific_cupped_oyster,6,4076,3702.6384,0.1,species in MSI
1990,rainbow_trout,3,210,0,1,high risk analogous to native coho/silver salmon
1990,rainbow_trout,4,210,0.924,1,high risk analogous to native coho/silver salmon
1990,rainbow_trout,5,210,110.88000000000001,1,high risk analogous to native coho/silver salmon
1990,rainbow_trout,6,210,98.196,1,high risk analogous to native coho/silver salmon
1990,rainbow_trout,8,210,0,1,high risk analogous to native coho/silver salmon
1990,scallops_nei,2,0,0,0.55,genus average from global assessment
1990,scallops_nei,4,0,0,0.55,genus average from global assessment
1990,scallops_nei,5,0,0,0.55,genus average from global assessment
1990,scallops_nei,6,0,0,0.55,genus average from global assessment
1991,atlantic_salmon,3,3651,254.8398,0.1,species in MSI
1991,atlantic_salmon,4,3651,2068.2915,0.1,species in MSI
1991,atlantic_salmon,5,3651,1095.6651,0.1,species in MSI
1991,atlantic_salmon,6,3651,231.4734,0.1,species in MSI
1991,atlantic_salmon,8,3651,0.7302000000000001,0.1,species in MSI
1991,chinook_spring_king_salmon,3,20147,0,1,high risk analogous to native coho/silver salmon
1991,chinook_spring_king_salmon,4,20147,147.0731,1,high risk analogous to native coho/silver salmon
1991,chinook_spring_king_salmon,5,20147,17415.0668,1,high risk analogous to native coho/silver salmon
1991,chinook_spring_king_salmon,6,20147,2584.8601,1,high risk analogous to native coho/silver salmon
1991,chinook_spring_king_salmon,8,20147,0,1,high risk analogous to native coho/silver salmon
1991,coho_silver_salmon,3,462,0,1,species in MSI
1991,coho_silver_salmon,4,462,0,1,species in MSI
1991,coho_silver_salmon,5,462,0,1,species in MSI
1991,coho_silver_salmon,6,462,462,1,species in MSI
1991,coho_silver_salmon,8,462,0,1,species in MSI
1991,japanese_carpet_shell,2,169,0,0.925,genus average from global assessment
1991,japanese_carpet_shell,4,169,1.8252000000000002,0.925,genus average from global assessment
1991,japanese_carpet_shell,5,169,1.8421,0.925,genus average from global assessment
1991,japanese_carpet_shell,6,169,165.3327,0.925,genus average from global assessment
1991,pacific_cupped_oyster,2,4482,0,0.1,species in MSI
1991,pacific_cupped_oyster,4,4482,328.97880000000004,0.1,species in MSI
1991,pacific_cupped_oyster,5,4482,81.5724,0.1,species in MSI
1991,pacific_cupped_oyster,6,4482,4071.4488,0.1,species in MSI
1991,rainbow_trout,3,102,0,1,high risk analogous to native coho/silver salmon
1991,rainbow_trout,4,102,0.44880000000000003,1,high risk analogous to native coho/silver salmon
1991,rainbow_trout,5,102,53.856,1,high risk analogous to native coho/silver salmon
1991,rainbow_trout,6,102,47.6952,1,high risk analogous to native coho/silver salmon
1991,rainbow_trout,8,102,0,1,high risk analogous to native coho/silver salmon
1991,scallops_nei,2,0,0,0.55,genus average from global assessment
1991,scallops_nei,4,0,0,0.55,genus average from global assessment
1991,scallops_nei,5,0,0,0.55,genus average from global assessment
1991,scallops_nei,6,0,0,0.55,genus average from global assessment
1992,atlantic_salmon,3,6785,473.593,0.1,species in MSI
1992,atlantic_salmon,4,6785,3843.7025,0.1,species in MSI
1992,atlantic_salmon,5,6785,2036.1784999999998,0.1,species in MSI
1992,atlantic_salmon,6,6785,430.169,0.1,species in MSI
1992,atlantic_salmon,8,6785,1.357,0.1,species in MSI
1992,chinook_spring_king_salmon,3,12253,0,1,high risk analogous to native coho/silver salmon
1992,chinook_spring_king_salmon,4,12253,89.4469,1,high risk analogous to native coho/silver salmon
1992,chinook_spring_king_salmon,5,12253,10591.493199999999,1,high risk analogous to native coho/silver salmon
1992,chinook_spring_king_salmon,6,12253,1572.0599,1,high risk analogous to native coho/silver salmon
1992,chinook_spring_king_salmon,8,12253,0,1,high risk analogous to native coho/silver salmon
1992,coho_silver_salmon,3,762,0,1,species in MSI
1992,coho_silver_salmon,4,762,0,1,species in MSI
1992,coho_silver_salmon,5,762,0,1,species in MSI
1992,coho_silver_salmon,6,762,762,1,species in MSI
1992,coho_silver_salmon,8,762,0,1,species in MSI
1992,japanese_carpet_shell,2,308,0,0.925,genus average from global assessment
1992,japanese_carpet_shell,4,308,3.3264,0.925,genus average from global assessment
1992,japanese_carpet_shell,5,308,3.3572,0.925,genus average from global assessment
1992,japanese_carpet_shell,6,308,301.3164,0.925,genus average from global assessment
1992,pacific_cupped_oyster,2,4484,0,0.1,species in MSI
1992,pacific_cupped_oyster,4,4484,329.1256,0.1,species in MSI
1992,pacific_cupped_oyster,5,4484,81.6088,0.1,species in MSI
1992,pacific_cupped_oyster,6,4484,4073.2655999999997,0.1,species in MSI
1992,rainbow_trout,3,14,0,1,high risk analogous to native coho/silver salmon
1992,rainbow_trout,4,14,0.0616,1,high risk analogous to native coho/silver salmon
1992,rainbow_trout,5,14,7.392,1,high risk analogous to native coho/silver salmon
1992,rainbow_trout,6,14,6.5464,1,high risk analogous to native coho/silver salmon
1992,rainbow_trout,8,14,0,1,high risk analogous to native coho/silver salmon
1992,scallops_nei,2,6,0.09419999999999999,0.55,genus average from global assessment
1992,scallops_nei,4,6,0.7476,0.55,genus average from global assessment
1992,scallops_nei,5,6,0.0084,0.55,genus average from global assessment
1992,scallops_nei,6,6,5.1498,0.55,genus average from global assessment
1993,atlantic_salmon,3,12360,862.7280000000001,0.1,species in MSI
1993,atlantic_salmon,4,12360,7001.94,0.1,species in MSI
1993,atlantic_salmon,5,12360,3709.236,0.1,species in MSI
1993,atlantic_salmon,6,12360,783.624,0.1,species in MSI
1993,atlantic_salmon,8,12360,2.472,0.1,species in MSI
1993,chinook_spring_king_salmon,3,10380,0,1,high risk analogous to native coho/silver salmon
1993,chinook_spring_king_salmon,4,10380,75.774,1,high risk analogous to native coho/silver salmon
1993,chinook_spring_king_salmon,5,10380,8972.472,1,high risk analogous to native coho/silver salmon
1993,chinook_spring_king_salmon,6,10380,1331.754,1,high risk analogous to native coho/silver salmon
1993,chinook_spring_king_salmon,8,10380,0,1,high risk analogous to native coho/silver salmon
1993,coho_silver_salmon,3,2815,0,1,species in MSI
1993,coho_silver_salmon,4,2815,0,1,species in MSI
1993,coho_silver_salmon,5,2815,0,1,species in MSI
1993,coho_silver_salmon,6,2815,2815,1,species in MSI
1993,coho_silver_salmon,8,2815,0,1,species in MSI
1993,japanese_carpet_shell,2,347,0,0.925,genus average from global assessment
1993,japanese_carpet_shell,4,347,3.7476000000000003,0.925,genus average from global assessment
1993,japanese_carpet_shell,5,347,3.7822999999999998,0.925,genus average from global assessment
1993,japanese_carpet_shell,6,347,339.4701,0.925,genus average from global assessment
1993,pacific_cupped_oyster,2,4758,0,0.1,species in MSI
1993,pacific_cupped_oyster,4,4758,349.23720000000003,0.1,species in MSI
1993,pacific_cupped_oyster,5,4758,86.5956,0.1,species in MSI
1993,pacific_cupped_oyster,6,4758,4322.1672,0.1,species in MSI
1993,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
1993,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
1993,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
1993,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
1993,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
1993,scallops_nei,2,17,0.26689999999999997,0.55,genus average from global assessment
1993,scallops_nei,4,17,2.1182,0.55,genus average from global assessment
1993,scallops_nei,5,17,0.023799999999999998,0.55,genus average from global assessment
1993,scallops_nei,6,17,14.591099999999999,0.55,genus average from global assessment
1994,atlantic_salmon,3,15347,1071.2206,0.1,species in MSI
1994,atlantic_salmon,4,15347,8694.0755,0.1,species in MSI
1994,atlantic_salmon,5,15347,4605.6347,0.1,species in MSI
1994,atlantic_salmon,6,15347,972.9997999999999,0.1,species in MSI
1994,atlantic_salmon,8,15347,3.0694000000000004,0.1,species in MSI
1994,chinook_spring_king_salmon,3,6996,0,1,high risk analogous to native coho/silver salmon
1994,chinook_spring_king_salmon,4,6996,51.0708,1,high risk analogous to native coho/silver salmon
1994,chinook_spring_king_salmon,5,6996,6047.3423999999995,1,high risk analogous to native coho/silver salmon
1994,chinook_spring_king_salmon,6,6996,897.5867999999999,1,high risk analogous to native coho/silver salmon
1994,chinook_spring_king_salmon,8,6996,0,1,high risk analogous to native coho/silver salmon
1994,coho_silver_salmon,3,1314,0,1,species in MSI
1994,coho_silver_salmon,4,1314,0,1,species in MSI
1994,coho_silver_salmon,5,1314,0,1,species in MSI
1994,coho_silver_salmon,6,1314,1314,1,species in MSI
1994,coho_silver_salmon,8,1314,0,1,species in MSI
1994,japanese_carpet_shell,2,390,0,0.925,genus average from global assessment
1994,japanese_carpet_shell,4,390,4.212000000000001,0.925,genus average from global assessment
1994,japanese_carpet_shell,5,390,4.251,0.925,genus average from global assessment
1994,japanese_carpet_shell,6,390,381.537,0.925,genus average from global assessment
1994,pacific_cupped_oyster,2,4990,0,0.1,species in MSI
1994,pacific_cupped_oyster,4,4990,366.266,0.1,species in MSI
1994,pacific_cupped_oyster,5,4990,90.818,0.1,species in MSI
1994,pacific_cupped_oyster,6,4990,4532.916,0.1,species in MSI
1994,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
1994,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
1994,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
1994,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
1994,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
1994,scallops_nei,2,27,0.42389999999999994,0.55,genus average from global assessment
1994,scallops_nei,4,27,3.3642,0.55,genus average from global assessment
1994,scallops_nei,5,27,0.0378,0.55,genus average from global assessment
1994,scallops_nei,6,27,23.1741,0.55,genus average from global assessment
1995,atlantic_salmon,3,18439,1287.0422,0.1,species in MSI
1995,atlantic_salmon,4,18439,10445.6935,0.1,species in MSI
1995,atlantic_salmon,5,18439,5533.5439,0.1,species in MSI
1995,atlantic_salmon,6,18439,1169.0326,0.1,species in MSI
1995,atlantic_salmon,8,18439,3.6878,0.1,species in MSI
1995,chinook_spring_king_salmon,3,8073,0,1,high risk analogous to native coho/silver salmon
1995,chinook_spring_king_salmon,4,8073,58.932900000000004,1,high risk analogous to native coho/silver salmon
1995,chinook_spring_king_salmon,5,8073,6978.3012,1,high risk analogous to native coho/silver salmon
1995,chinook_spring_king_salmon,6,8073,1035.7658999999999,1,high risk analogous to native coho/silver salmon
1995,chinook_spring_king_salmon,8,8073,0,1,high risk analogous to native coho/silver salmon
1995,coho_silver_salmon,3,768,0,1,species in MSI
1995,coho_silver_salmon,4,768,0,1,species in MSI
1995,coho_silver_salmon,5,768,0,1,species in MSI
1995,coho_silver_salmon,6,768,768,1,species in MSI
1995,coho_silver_salmon,8,768,0,1,species in MSI
1995,japanese_carpet_shell,2,885,0,0.925,genus average from global assessment
1995,japanese_carpet_shell,4,885,9.558,0.925,genus average from global assessment
1995,japanese_carpet_shell,5,885,9.6465,0.925,genus average from global assessment
1995,japanese_carpet_shell,6,885,865.7955,0.925,genus average from global assessment
1995,pacific_cupped_oyster,2,5260,0,0.1,species in MSI
1995,pacific_cupped_oyster,4,5260,386.08400000000006,0.1,species in MSI
1995,pacific_cupped_oyster,5,5260,95.732,0.1,species in MSI
1995,pacific_cupped_oyster,6,5260,4778.184,0.1,species in MSI
1995,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
1995,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
1995,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
1995,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
1995,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
1995,scallops_nei,2,24,0.37679999999999997,0.55,genus average from global assessment
1995,scallops_nei,4,24,2.9904,0.55,genus average from global assessment
1995,scallops_nei,5,24,0.0336,0.55,genus average from global assessment
1995,scallops_nei,6,24,20.5992,0.55,genus average from global assessment
1996,atlantic_salmon,3,18675,1303.515,0.1,species in MSI
1996,atlantic_salmon,4,18675,10579.3875,0.1,species in MSI
1996,atlantic_salmon,5,18675,5604.367499999999,0.1,species in MSI
1996,atlantic_salmon,6,18675,1183.995,0.1,species in MSI
1996,atlantic_salmon,8,18675,3.7350000000000003,0.1,species in MSI
1996,chinook_spring_king_salmon,3,8393,0,1,high risk analogous to native coho/silver salmon
1996,chinook_spring_king_salmon,4,8393,61.2689,1,high risk analogous to native coho/silver salmon
1996,chinook_spring_king_salmon,5,8393,7254.909199999999,1,high risk analogous to native coho/silver salmon
1996,chinook_spring_king_salmon,6,8393,1076.8219,1,high risk analogous to native coho/silver salmon
1996,chinook_spring_king_salmon,8,8393,0,1,high risk analogous to native coho/silver salmon
1996,coho_silver_salmon,3,757,0,1,species in MSI
1996,coho_silver_salmon,4,757,0,1,species in MSI
1996,coho_silver_salmon,5,757,0,1,species in MSI
1996,coho_silver_salmon,6,757,757,1,species in MSI
1996,coho_silver_salmon,8,757,0,1,species in MSI
1996,japanese_carpet_shell,2,979,0,0.925,genus average from global assessment
1996,japanese_carpet_shell,4,979,10.5732,0.925,genus average from global assessment
1996,japanese_carpet_shell,5,979,10.6711,0.925,genus average from global assessment
1996,japanese_carpet_shell,6,979,957.7556999999999,0.925,genus average from global assessment
1996,pacific_cupped_oyster,2,5480,0,0.1,species in MSI
1996,pacific_cupped_oyster,4,5480,402.232,0.1,species in MSI
1996,pacific_cupped_oyster,5,5480,99.736,0.1,species in MSI
1996,pacific_cupped_oyster,6,5480,4978.032,0.1,species in MSI
1996,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
1996,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
1996,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
1996,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
1996,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
1996,scallops_nei,2,142,2.2293999999999996,0.55,genus average from global assessment
1996,scallops_nei,4,142,17.6932,0.55,genus average from global assessment
1996,scallops_nei,5,142,0.1988,0.55,genus average from global assessment
1996,scallops_nei,6,142,121.87859999999999,0.55,genus average from global assessment
1997,atlantic_salmon,3,30705,2143.209,0.1,species in MSI
1997,atlantic_salmon,4,30705,17394.3825,0.1,species in MSI
1997,atlantic_salmon,5,30705,9214.5705,0.1,species in MSI
1997,atlantic_salmon,6,30705,1946.697,0.1,species in MSI
1997,atlantic_salmon,8,30705,6.141,0.1,species in MSI
1997,chinook_spring_king_salmon,3,4306,0,1,high risk analogous to native coho/silver salmon
1997,chinook_spring_king_salmon,4,4306,31.4338,1,high risk analogous to native coho/silver salmon
1997,chinook_spring_king_salmon,5,4306,3722.1063999999997,1,high risk analogous to native coho/silver salmon
1997,chinook_spring_king_salmon,6,4306,552.4598,1,high risk analogous to native coho/silver salmon
1997,chinook_spring_king_salmon,8,4306,0,1,high risk analogous to native coho/silver salmon
1997,coho_silver_salmon,3,1529,0,1,species in MSI
1997,coho_silver_salmon,4,1529,0,1,species in MSI
1997,coho_silver_salmon,5,1529,0,1,species in MSI
1997,coho_silver_salmon,6,1529,1529,1,species in MSI
1997,coho_silver_salmon,8,1529,0,1,species in MSI
1997,japanese_carpet_shell,2,649,0,0.925,genus average from global assessment
1997,japanese_carpet_shell,4,649,7.009200000000001,0.925,genus average from global assessment
1997,japanese_carpet_shell,5,649,7.0741,0.925,genus average from global assessment
1997,japanese_carpet_shell,6,649,634.9167,0.925,genus average from global assessment
1997,pacific_cupped_oyster,2,3650,0,0.1,species in MSI
1997,pacific_cupped_oyster,4,3650,267.91,0.1,species in MSI
1997,pacific_cupped_oyster,5,3650,66.43,0.1,species in MSI
1997,pacific_cupped_oyster,6,3650,3315.66,0.1,species in MSI
1997,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
1997,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
1997,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
1997,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
1997,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
1997,scallops_nei,2,23,0.3611,0.55,genus average from global assessment
1997,scallops_nei,4,23,2.8658,0.55,genus average from global assessment
1997,scallops_nei,5,23,0.0322,0.55,genus average from global assessment
1997,scallops_nei,6,23,19.7409,0.55,genus average from global assessment
1998,atlantic_salmon,3,33057,2307.3786,0.1,species in MSI
1998,atlantic_salmon,4,33057,18726.7905,0.1,species in MSI
1998,atlantic_salmon,5,33057,9920.4057,0.1,species in MSI
1998,atlantic_salmon,6,33057,2095.8138,0.1,species in MSI
1998,atlantic_salmon,8,33057,6.611400000000001,0.1,species in MSI
1998,chinook_spring_king_salmon,3,6565,0,1,high risk analogous to native coho/silver salmon
1998,chinook_spring_king_salmon,4,6565,47.9245,1,high risk analogous to native coho/silver salmon
1998,chinook_spring_king_salmon,5,6565,5674.786,1,high risk analogous to native coho/silver salmon
1998,chinook_spring_king_salmon,6,6565,842.2895,1,high risk analogous to native coho/silver salmon
1998,chinook_spring_king_salmon,8,6565,0,1,high risk analogous to native coho/silver salmon
1998,coho_silver_salmon,3,2625,0,1,species in MSI
1998,coho_silver_salmon,4,2625,0,1,species in MSI
1998,coho_silver_salmon,5,2625,0,1,species in MSI
1998,coho_silver_salmon,6,2625,2625,1,species in MSI
1998,coho_silver_salmon,8,2625,0,1,species in MSI
1998,japanese_carpet_shell,2,704,0,0.925,genus average from global assessment
1998,japanese_carpet_shell,4,704,7.6032,0.925,genus average from global assessment
1998,japanese_carpet_shell,5,704,7.6736,0.925,genus average from global assessment
1998,japanese_carpet_shell,6,704,688.7231999999999,0.925,genus average from global assessment
1998,pacific_cupped_oyster,2,5500,0,0.1,species in MSI
1998,pacific_cupped_oyster,4,5500,403.70000000000005,0.1,species in MSI
1998,pacific_cupped_oyster,5,5500,100.10000000000001,0.1,species in MSI
1998,pacific_cupped_oyster,6,5500,4996.2,0.1,species in MSI
1998,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
1998,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
1998,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
1998,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
1998,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
1998,scallops_nei,2,21,0.3297,0.55,genus average from global assessment
1998,scallops_nei,4,21,2.6166,0.55,genus average from global assessment
1998,scallops_nei,5,21,0.0294,0.55,genus average from global assessment
1998,scallops_nei,6,21,18.0243,0.55,genus average from global assessment
1999,atlantic_salmon,3,38800,2708.2400000000002,0.1,species in MSI
1999,atlantic_salmon,4,38800,21980.2,0.1,species in MSI
1999,atlantic_salmon,5,38800,11643.88,0.1,species in MSI
1999,atlantic_salmon,6,38800,2459.92,0.1,species in MSI
1999,atlantic_salmon,8,38800,7.760000000000001,0.1,species in MSI
1999,chinook_spring_king_salmon,3,8800,0,1,high risk analogous to native coho/silver salmon
1999,chinook_spring_king_salmon,4,8800,64.24,1,high risk analogous to native coho/silver salmon
1999,chinook_spring_king_salmon,5,8800,7606.719999999999,1,high risk analogous to native coho/silver salmon
1999,chinook_spring_king_salmon,6,8800,1129.04,1,high risk analogous to native coho/silver salmon
1999,chinook_spring_king_salmon,8,8800,0,1,high risk analogous to native coho/silver salmon
1999,coho_silver_salmon,3,2e3,0,1,species in MSI
1999,coho_silver_salmon,4,2e3,0,1,species in MSI
1999,coho_silver_salmon,5,2e3,0,1,species in MSI
1999,coho_silver_salmon,6,2e3,2e3,1,species in MSI
1999,coho_silver_salmon,8,2e3,0,1,species in MSI
1999,japanese_carpet_shell,2,800,0,0.925,genus average from global assessment
1999,japanese_carpet_shell,4,800,8.64,0.925,genus average from global assessment
1999,japanese_carpet_shell,5,800,8.72,0.925,genus average from global assessment
1999,japanese_carpet_shell,6,800,782.64,0.925,genus average from global assessment
1999,pacific_cupped_oyster,2,5300,0,0.1,species in MSI
1999,pacific_cupped_oyster,4,5300,389.02000000000004,0.1,species in MSI
1999,pacific_cupped_oyster,5,5300,96.46000000000001,0.1,species in MSI
1999,pacific_cupped_oyster,6,5300,4814.5199999999995,0.1,species in MSI
1999,rainbow_trout,3,0,0,1,high risk analogous to native coho/silver salmon
1999,rainbow_trout,4,0,0,1,high risk analogous to native coho/silver salmon
1999,rainbow_trout,5,0,0,1,high risk analogous to native coho/silver salmon
1999,rainbow_trout,6,0,0,1,high risk analogous to native coho/silver salmon
1999,rainbow_trout,8,0,0,1,high risk analogous to native coho/silver salmon
1999,scallops_nei,2,30,0.471,0.55,genus average from global assessment
1999,scallops_nei,4,30,3.738,0.55,genus average from global assessment
