csduid,csdname,csdtype,rgn_id,area_total_km2,area_ohibc_km2,prop_area,year
5949005,Kitimat,DM,1,319.04515044188406,318.7242481390994,0.9989941790297073,2001
5949803,Kitamaat 2,R,1,1.7768854507509526,1.7768854559385916,1.0000000029195124,2001
5947012,Prince Rupert,C,1,54.11884104845866,54.11884091389168,0.999999997513491,2001
5947809,Lax Kw'alaams,R,1,144.37811455340065,144.37825790040506,1.0000009928582656,2001
5947806,Kulkayu (Hartley Bay) 4,R,1,1.2866671188725605,1.2866670724374447,0.9999999639105444,2001
5949020,Kitimat-Stikine C (Part 2),RDA,1,19809.526205328035,5223.521308762364,0.2636873418687535,2001
5949032,Stewart,DM,1,578.8039150264754,39.55769033546824,0.06834385412486164,2001
5949035,Nisga'a,NL,1,2066.486873932357,156.82204748708463,0.0758882378907469,2001
5947016,Skeena-Queen Charlotte A,RDA,1,3001.1429466735367,1851.8385591348288,0.6170444367494738,2001
5947807,Dolphin Island 1,R,1,15.111144112619948,15.111144090129494,0.9999999985116644,2001
5949831,Gitzault 24,R,1,0.8333486955824159,0.8333486208016873,0.9999999102647799,2001
5947021,Skeena-Queen Charlotte C,RDA,1,6903.6007495084305,5158.780968329834,0.7472594600284734,2001
5949039,Kitimat-Stikine A,RDA,1,26073.596558280235,3435.1133081040052,0.13174681522841583,2001
5947007,Port Edward,DM,1,185.02628077153247,178.9142790901025,0.9669668457046002,2001
5949842,Gingolx,NVL,1,5.2588955743997285,5.258891863224948,0.9999992943052913,2001
5947032,Skeena-Queen Charlotte E,RDA,2,3460.5803887801885,3460.580381627572,0.9999999979331164,2001
5947030,Port Clements,VL,2,15.000670059560429,15.000670448339894,1.0000000259174733,2001
5947027,Skeena-Queen Charlotte D,RDA,2,6522.559410670935,5563.403186792673,0.8529478746779864,2001
5947023,Masset,VL,2,22.242761724136976,22.242767204131663,1.0000002463720448,2001
5947025,Skeena-Queen Charlotte F,RDA,2,36.02125424602802,36.021259140764805,1.0000001358846848,2001
5947804,Skidegate 1,R,2,3.4249936492831337,3.4249941401161514,1.000000143309176,2001
5947803,Masset 1,R,2,3.261057323149938,3.26105733688084,1.0000000042105677,2001
