MR.Occur.ID,Within.geo.of.reference,Species.ID,Ecoregion.code,Occur.ref
870,No,608,20067,Ref005
871,No,35,25035,Ref006
872,No,606,20026,Ref005
873,No,606,20025,Ref005
874,No,606,20027,Ref005
875,No,293,20028,Ref006
876,No,293,20051,Ref006
877,No,293,20060,Ref006
878,No,293,20115,Ref006
879,No,293,20127,Ref006
880,No,293,20024,Ref006
881,No,293,20027,Ref006
882,Yes,630,20030,"Ref005, Ref037"
884,No,630,20026,Ref005
885,No,630,20025,Ref005
886,No,294,25032,Ref006
887,No,294,20029,Ref006
888,No,294,25034,Ref006
889,No,294,20028,Ref006
890,No,294,25035,Ref006
891,No,294,20064,Ref006
892,No,294,20066,Ref006
893,No,294,20069,Ref006
894,No,294,20067,Ref006
895,No,294,20068,Ref006
896,No,294,20079,Ref006
897,No,294,25080,Ref006
898,No,294,20083,Ref006
899,No,294,20082,Ref006
900,No,294,25081,Ref006
901,No,294,20102,Ref006
902,No,294,20182,Ref006
903,No,294,20181,Ref006
904,No,294,20180,Ref006
905,No,294,20193,Ref006
906,No,294,20043,Ref006
907,No,294,20026,Ref006
908,No,294,20025,Ref006
909,No,148,20030,Ref009
910,No,148,20029,Ref009
911,No,148,25034,Ref009
912,No,148,20028,Ref009
913,No,148,25035,Ref009
914,No,148,20063,Ref009
915,No,148,20064,Ref009
916,No,148,20070,Ref009
917,No,148,20065,Ref009
918,No,148,20066,Ref009
919,No,148,20069,Ref009
920,No,148,20067,Ref009
921,No,148,20068,Ref009
922,No,148,20071,Ref009
923,No,148,25080,Ref009
924,No,148,20083,Ref009
925,No,148,20084,Ref009
926,No,148,25085,Ref009
927,No,148,20082,Ref009
928,No,148,25081,Ref009
929,No,148,20098,Ref009
930,No,148,20095,Ref009
931,No,148,20094,Ref009
932,No,148,20101,Ref009
933,No,148,20090,Ref009
934,No,148,20093,Ref009
935,No,148,20091,Ref009
936,No,148,20092,Ref009
937,No,148,20089,Ref009
938,No,148,20087,Ref009
939,No,148,20088,Ref009
940,No,148,20104,Ref009
941,No,148,20103,Ref009
942,No,148,20106,Ref009
943,No,148,20105,Ref009
944,No,148,20108,Ref009
945,No,148,20109,Ref009
946,No,148,20127,Ref009
947,No,148,20181,Ref009
948,No,148,20180,Ref009
949,No,148,25086,Ref009
950,No,148,20191,Ref009
951,No,148,25190,Ref009
952,No,148,20043,Ref009
953,No,148,20027,Ref009
954,No,149,20104,Ref009
955,No,149,20117,Ref009
956,No,149,20131,Ref009
957,No,149,25147,Ref009
958,No,149,25154,Ref009
959,No,149,20161,Ref009
960,No,149,20180,Ref009
961,No,295,20113,Ref006
962,No,295,20051,Ref006
963,No,295,20052,Ref006
964,No,160,20070,Ref009
965,No,160,25042,Ref009
966,No,160,20041,Ref009
967,No,487,25190,Ref016
968,No,607,20041,Ref005
969,No,607,20024,Ref005
970,No,607,20027,Ref005
971,No,258,20024,Ref012
973,No,32,20044,Ref006
974,No,32,20051,Ref006
976,No,32,20052,Ref006
977,No,32,20048,Ref006
979,No,32,20047,Ref006
980,No,32,20049,Ref006
982,No,32,20050,Ref006
983,No,32,20099,Ref006
986,No,32,20095,Ref006
987,No,32,20101,Ref006
990,No,32,20100,Ref006
992,No,32,20104,Ref006
994,No,32,20107,Ref006
995,No,32,20112,Ref006
998,No,32,20113,Ref006
999,No,32,20121,Ref006
1001,No,32,25152,Ref006
1002,No,32,25184,Ref006
1003,No,32,20182,Ref006
1006,No,32,20181,Ref006
1007,No,32,20180,Ref006
1009,No,32,20183,Ref006
1010,No,32,20192,Ref006
1012,No,32,20193,Ref006
1014,No,32,25058,Ref006
1015,No,32,25057,Ref006
1016,No,32,25056,Ref006
1017,No,298,20052,Ref006
1018,No,298,20048,Ref006
1019,No,298,20065,Ref006
1020,No,298,20068,Ref006
1021,No,298,20113,Ref006
1022,No,298,20121,Ref006
1023,No,298,25152,Ref006
1024,No,298,20187,Ref006
1025,No,298,20188,Ref006
1026,No,298,20186,Ref006
1027,No,298,25184,Ref006
1028,No,298,25185,Ref006
1029,No,298,20182,Ref006
1030,No,298,20181,Ref006
1031,No,298,20180,Ref006
1032,No,298,20183,Ref006
1033,No,298,25058,Ref006
1034,No,298,25057,Ref006
1035,No,298,25056,Ref006
1036,No,298,25055,Ref006
1038,Yes,33,20030,"Ref006, Ref073"
1039,Yes,33,25032,"Ref006, Ref073"
1040,Yes,33,25035,"Ref006, Ref073"
1041,Yes,33,25059,"Ref006, Ref073"
1042,Yes,33,25058,"Ref006, Ref073"
1043,Yes,33,25057,"Ref006, Ref073"
1044,Yes,33,25056,"Ref006, Ref073"
1045,No,268,20065,Ref009
1046,No,268,20149,Ref009
1047,No,268,20170,Ref009
1048,No,3,25058,Ref001
1049,No,3,25057,Ref001
1050,No,3,25056,Ref001
1051,No,3,25055,Ref001
1052,No,712,20024,Ref002
1053,No,38,20051,Ref006
1054,No,38,20052,Ref006
1055,No,38,20104,Ref006
1056,No,38,20103,Ref006
1057,No,38,20107,Ref006
1058,No,38,20110,Ref006
1060,No,38,20111,Ref006
1061,No,38,20119,Ref006
1062,No,38,20118,Ref006
1063,No,38,20115,Ref006
1064,No,38,20116,Ref006
1065,No,38,20117,Ref006
1066,No,38,20112,Ref006
1067,No,38,20113,Ref006
1068,No,38,20121,Ref006
1069,No,38,20132,Ref006
1070,No,713,25190,Ref002
1071,No,713,20192,Ref002
1072,No,542,20065,Ref019
1073,No,542,25059,Ref019
1074,No,542,25058,Ref019
1075,No,542,25057,Ref019
1076,No,614,20098,Ref005
1077,No,524,25152,Ref019
1078,No,501,20193,Ref019
1079,No,27,20061,Ref006
1081,No,27,20070,Ref006
1082,No,27,20065,Ref006
1083,No,27,20066,Ref006
1084,No,27,20069,Ref006
1085,No,27,20067,Ref006
1086,No,27,20068,Ref006
1087,No,27,20071,Ref006
1088,No,27,20146,Ref006
1089,No,27,20160,Ref006
1090,No,27,20161,Ref006
1091,No,27,20043,Ref006
1094,No,356,20070,Ref009
1095,No,356,20065,Ref009
1096,No,356,20066,Ref009
1097,No,356,20067,Ref009
1098,No,356,20043,Ref009
1100,No,602,20030,Ref005
1101,No,602,25034,"Ref005, Ref336"
1102,No,300,20048,Ref006
1103,No,611,20052,Ref005
1104,No,611,20049,Ref005
1105,No,611,20113,Ref005
1106,No,611,20180,Ref005
1107,No,34,20037,Ref006
1108,No,34,20039,Ref006
1109,No,34,20038,Ref006
1110,No,34,20053,Ref006
1111,No,34,20054,Ref006
1112,No,34,20090,Ref006
1113,No,34,25058,Ref006
1114,No,34,25057,Ref006
1115,No,34,25056,Ref006
1116,No,34,25055,Ref006
1118,No,714,20205,Ref005
1119,No,714,20204,Ref005
1120,No,714,20206,Ref005
1121,Yes,301,25059,Ref005
1122,Yes,301,25058,Ref005
1123,Yes,301,25057,Ref005
1124,Yes,301,20027,Ref666
1125,Yes,621,20030,"Ref005, Ref037"
1126,Yes,621,25031,"Ref005, Ref037"
1127,No,621,20044,Ref005
1128,No,621,20182,Ref005
1129,No,621,20026,Ref005
1130,No,631,20044,Ref005
1131,No,631,20024,Ref005
1132,No,631,20026,Ref005
1133,No,631,20025,Ref005
1134,No,302,20131,Ref006
1135,No,302,20132,Ref006
1136,No,302,20133,Ref006
1137,No,302,20182,Ref006
1138,No,302,20181,Ref006
1139,No,302,20180,Ref006
1140,No,376,20149,Ref009
1142,No,377,20026,Ref009
1143,No,377,20021,Ref009
1144,No,377,20025,Ref009
1146,No,715,20030,Ref002
1147,No,715,20024,Ref002
1148,No,314,20070,Ref009
1149,No,314,20065,Ref009
1150,No,314,20066,Ref009
1151,No,314,20069,Ref009
1152,No,314,20067,Ref009
1153,No,314,20068,Ref009
1154,No,314,20072,Ref009
1155,No,314,20071,Ref009
1156,No,314,20090,Ref009
1157,No,314,20203,Ref009
1158,No,313,20070,Ref009
1159,No,303,25032,Ref006
1160,No,303,20063,Ref006
1161,No,303,20064,Ref006
1162,No,303,20070,Ref006
1163,No,303,20065,Ref006
1164,No,303,20069,Ref006
1165,No,303,20102,Ref006
1166,No,303,20101,Ref006
1167,No,303,20112,Ref006
1168,No,303,20113,Ref006
1169,No,303,20121,Ref006
1170,No,303,25152,Ref006
1171,No,303,20192,Ref006
1172,No,303,20193,Ref006
1173,No,303,20043,Ref006
1176,Yes,36,25059,"Ref006, Ref073"
1177,Yes,36,25058,"Ref006, Ref073"
1178,Yes,36,25057,"Ref006, Ref073"
1179,Yes,36,25040,"Ref006, Ref073"
1180,Yes,36,20026,"Ref006, Ref073"
1181,Yes,36,20021,"Ref006, Ref073"
1182,Yes,36,20025,"Ref006, Ref073"
1183,Yes,36,20027,"Ref006, Ref073"
1184,No,304,20070,Ref006
1185,No,304,20076,Ref006
1186,No,304,20074,Ref006
1187,No,304,20075,Ref006
1188,No,304,20182,Ref006
1189,No,304,20181,Ref006
1190,No,304,20180,Ref006
1191,No,304,25059,"Ref006, Ref005"
1192,No,635,20203,Ref005
1193,No,616,20060,Ref005
1194,No,616,25059,Ref005
1195,No,305,25007,Ref006
1196,No,305,20005,Ref006
1197,No,305,20006,Ref006
1198,No,305,20003,Ref006
1199,No,305,20004,Ref006
1200,No,305,25014,Ref006
1201,No,305,20037,Ref006
1202,No,305,20039,Ref006
1203,No,305,20038,Ref006
1204,No,305,20051,Ref006
1205,No,305,20052,Ref006
1206,No,305,20048,Ref006
1207,No,305,20049,Ref006
1208,No,305,20050,Ref006
1209,No,305,20053,Ref006
1210,No,305,20054,Ref006
1211,No,305,20061,Ref006
1212,No,305,20063,Ref006
1213,No,305,20064,Ref006
1214,No,305,20070,Ref006
1215,No,305,20065,Ref006
1216,No,305,20066,Ref006
1217,No,305,20069,Ref006
1218,No,305,20067,Ref006
1219,No,305,20068,Ref006
1220,No,305,20103,Ref006
1221,No,305,20109,Ref006
1222,No,305,20110,Ref006
1223,No,305,20111,Ref006
1224,No,305,20118,Ref006
1225,No,305,20115,Ref006
1226,No,305,20116,Ref006
1227,No,305,20117,Ref006
1228,No,305,20112,Ref006
1229,No,305,20114,Ref006
1230,No,305,20131,Ref006
1231,No,305,20132,Ref006
1232,No,305,20139,Ref006
1233,No,305,20167,Ref006
1234,No,305,20166,Ref006
1235,No,305,20168,Ref006
1236,No,305,20170,Ref006
1237,No,305,20182,Ref006
1238,No,305,20181,Ref006
1239,No,305,20180,Ref006
1240,No,305,20192,Ref006
1241,No,305,20193,Ref006
1242,No,305,20043,Ref006
1243,No,305,25059,Ref006
1244,No,305,25058,Ref006
1245,No,305,25057,Ref006
1246,No,305,25056,Ref006
1248,No,305,25055,Ref006
1249,No,305,25042,Ref006
1250,No,305,25040,Ref006
1251,No,305,20020,Ref006
1252,No,306,25058,"Ref006, Ref005"
1253,No,548,25152,Ref019
1254,No,263,20060,Ref009
1255,No,263,20166,Ref009
1256,No,263,25059,Ref009
1257,No,37,20030,Ref006
1258,No,37,25034,Ref006
1259,No,37,25035,Ref006
1260,No,37,20061,Ref006
1261,No,37,20187,Ref006
1262,No,37,25184,Ref006
1263,No,37,25185,Ref006
1264,No,37,25059,Ref006
1265,No,37,25058,Ref006
1266,No,37,20026,Ref006
1267,No,37,20021,Ref006
1268,No,37,20025,Ref006
1269,No,37,20022,Ref006
1270,No,37,20027,Ref006
1271,No,307,20051,Ref006
1272,No,307,20048,Ref006
1273,No,307,20049,Ref006
1274,No,307,20050,Ref006
1275,No,584,20052,Ref019
1276,No,584,20049,Ref019
1277,No,584,20050,Ref019
1278,No,584,20107,Ref019
1279,No,584,20116,Ref019
1280,No,584,20112,Ref019
1281,No,584,20113,Ref019
1282,No,584,20131,Ref019
1283,No,584,25152,Ref019
1284,No,718,25055,Ref002
1285,Yes,683,20027,Ref286
1286,No,683,20044,Ref286
1287,Yes,685,25032,Ref038
1288,Yes,686,25032,"Ref038, Ref110"
1289,Yes,686,25034,Ref038
1290,Yes,687,20030,Ref222
1291,Yes,687,20019,Ref087
1292,No,687,20044,Ref314
1293,Yes,687,20024,Ref087
1294,Yes,688,20142,Ref273
1295,Yes,689,20027,Ref038
1296,No,689,25057,Ref038
1297,No,689,25056,Ref038
1298,Yes,690,25057,Ref038
1299,Yes,691,20183,Ref275
1300,Yes,693,20024,Ref025
1301,Yes,693,20025,Ref025
1302,No,693,25032,"Ref025, Ref333"
1303,No,693,25035,Ref025
1304,No,693,20044,Ref025
1305,No,693,20049,Ref025
1306,No,693,20070,Ref025
1307,No,693,20182,Ref025
1308,No,693,20181,Ref025
1309,No,693,20180,Ref025
1310,No,693,20183,Ref025
1311,No,693,20204,Ref025
1312,No,693,20043,Ref025
1313,No,693,25058,Ref025
1314,No,693,20026,Ref025
1316,Yes,694,20024,Ref025
1317,Yes,694,20026,Ref025
1318,No,694,25040,Ref025
1319,Yes,695,20024,Ref025
1320,Yes,698,20030,"Ref025, Ref037"
1321,Yes,698,25032,"Ref025, Ref037"
1322,Yes,698,25034,"Ref025, Ref037"
1323,Yes,698,25035,"Ref025, Ref037"
1324,Yes,698,20044,Ref025
1325,Yes,698,20024,Ref025
1326,Yes,698,20026,Ref025
1327,Yes,698,20025,Ref025
1328,Yes,698,20027,Ref025
1329,Yes,699,20024,Ref025
1330,Yes,701,25031,Ref025
1331,Yes,701,25058,Ref025
1332,Yes,701,25057,Ref025
1333,Yes,701,20024,Ref025
1334,Yes,303,20012,Ref006
1336,Yes,303,20060,Ref006
1337,Yes,719,20024,Ref012
1338,Yes,719,20025,Ref012
1339,Yes,720,25032,Ref025
1340,Yes,720,20028,Ref025
1341,Yes,720,25035,Ref025
1342,Yes,720,20044,Ref025
1343,Yes,720,20087,Ref025
1344,Yes,720,20024,Ref025
1345,Yes,720,20025,Ref025
1346,Yes,720,20027,Ref025
1347,No,720,25034,Ref025
1348,Yes,724,20024,Ref025
1349,Yes,724,20025,Ref025
1350,Yes,725,25058,Ref025
1351,Yes,725,20024,Ref025
1352,Yes,725,20025,Ref025
1353,Yes,725,20027,Ref025
1354,Yes,726,20024,Ref025
1355,Yes,730,20024,Ref025
1356,Yes,731,20024,Ref025
1357,Yes,733,20054,Ref025
1358,Yes,733,20066,Ref025
1359,Yes,733,20075,Ref025
1360,Yes,733,20043,Ref025
1361,Yes,733,25058,Ref025
1362,Yes,734,20024,Ref025
1363,Yes,734,20026,Ref025
1364,Yes,734,20025,Ref025
1365,Yes,735,20024,Ref025
1366,No,735,20045,Ref025
1367,No,735,20025,Ref025
1368,Yes,736,25035,Ref025
1369,Yes,736,20044,Ref025
1370,Yes,736,25152,Ref025
1371,Yes,736,20181,Ref025
1372,Yes,736,20183,Ref025
1373,Yes,736,20192,Ref025
1374,Yes,736,25196,Ref025
1375,Yes,736,25058,Ref025
1376,Yes,736,20041,"Ref025, Ref005"
1379,Yes,736,20024,Ref025
1380,Yes,736,20026,Ref025
1381,Yes,736,20025,Ref025
1382,Yes,736,20027,Ref025
1383,No,736,20209,Ref025
1384,No,736,20204,Ref025
1385,Yes,737,20024,Ref025
1386,Yes,737,20026,Ref025
1387,Yes,737,20025,Ref025
1388,Yes,738,20024,Ref025
1389,Yes,741,20051,Ref025
1390,Yes,741,20180,Ref025
1391,Yes,741,20026,Ref025
1392,Yes,741,20025,Ref025
1393,Yes,741,20022,Ref025
1394,Yes,742,20026,Ref025
1395,Yes,742,20025,Ref025
1396,Yes,742,20027,Ref025
1397,Yes,744,20024,Ref025
1398,Yes,744,20025,Ref025
1399,Yes,746,20024,Ref025
1400,Yes,746,20026,Ref025
1401,Yes,746,20025,Ref025
1402,Yes,747,20029,Ref025
1403,Yes,747,25059,Ref025
1404,Yes,747,20041,Ref025
1405,Yes,747,20024,Ref025
1406,Yes,747,20021,Ref025
1407,Yes,747,20025,Ref025
1408,Yes,747,20022,Ref025
1409,Yes,747,20027,Ref025
1410,Yes,748,20030,Ref025
1411,Yes,748,20044,Ref025
1412,Yes,748,20024,Ref025
1413,Yes,751,20205,Ref006
1414,Yes,751,20204,Ref006
1415,Yes,752,20211,Ref030
1416,Yes,752,20205,Ref030
1417,Yes,752,20204,Ref030
1418,Yes,754,25032,Ref037
1419,Yes,756,25032,Ref037
1420,Yes,756,20098,Ref037
1421,Yes,756,20087,Ref037
1422,Yes,756,20088,Ref037
1423,Yes,756,20144,Ref037
1424,Yes,756,20145,Ref037
1425,Yes,756,20113,Ref037
1426,Yes,756,20140,Ref037
1427,Yes,756,20141,Ref037
1428,Yes,756,20143,Ref037
1429,Yes,756,20142,Ref037
1430,Yes,756,25152,Ref037
1431,Yes,756,20211,Ref037
1432,Yes,756,20210,Ref037
1433,Yes,756,20209,Ref037
1434,Yes,756,20025,Ref037
1435,Yes,757,20070,Ref033
1436,Yes,757,25042,Ref033
1437,No,757,20076,Ref033
1438,No,757,20074,Ref033
1439,No,757,20075,Ref033
1440,No,757,20095,Ref033
1441,No,757,20094,Ref033
1442,No,757,20144,Ref033
1443,No,757,20145,Ref033
1444,No,757,20137,Ref033
1445,No,757,20140,Ref033
1446,No,757,20141,Ref033
1447,No,757,20138,Ref033
1448,No,757,20143,Ref033
1449,No,757,20142,Ref033
1450,No,757,20168,Ref033
1451,No,757,20192,Ref033
1452,No,757,20211,Ref033
1453,No,757,20210,Ref033
1454,No,757,20208,Ref033
1455,No,757,20209,Ref033
1456,No,757,20203,Ref033
1457,No,757,20202,Ref033
1458,Yes,758,20054,Ref034
1459,Yes,758,20070,Ref034
1460,Yes,758,25152,Ref034
1461,Yes,758,25058,Ref034
1462,Yes,758,25057,Ref034
1463,Yes,758,25056,Ref034
1464,Yes,758,25055,Ref034
1465,No,758,20180,Ref034
1466,No,758,20208,Ref034
1467,No,758,20207,Ref034
1468,No,758,20205,Ref034
1469,No,758,20206,Ref034
1470,No,758,20026,Ref034
1471,Yes,759,20051,Ref033
1472,Yes,759,20070,Ref033
1473,Yes,759,20091,Ref033
1474,Yes,759,20103,Ref033
1475,Yes,759,20121,Ref033
1476,Yes,759,20148,Ref033
1477,Yes,759,20180,Ref033
1478,Yes,759,20192,Ref033
1479,Yes,759,20204,Ref033
1480,Yes,759,25196,Ref033
1481,Yes,759,20043,Ref033
1482,Yes,759,20041,Ref033
1483,Yes,760,20030,Ref033
1484,Yes,760,20070,Ref033
1485,Yes,760,25152,Ref033
1486,Yes,760,25058,Ref033
1487,Yes,760,20041,Ref033
1488,Yes,761,20070,Ref033
1489,Yes,761,20043,Ref033
1490,No,761,25196,Ref033
1491,Yes,762,20039,Ref033
1492,Yes,762,20062,Ref033
1493,Yes,762,25059,Ref033
1494,Yes,762,25058,Ref033
1495,Yes,762,25057,Ref033
1496,Yes,762,25056,Ref033
1497,Yes,762,25042,Ref033
1498,Yes,762,25040,Ref033
1499,Yes,763,25032,Ref033
1500,Yes,763,20060,Ref033
1501,Yes,763,20070,Ref033
1502,Yes,763,20087,Ref033
1503,Yes,764,20070,Ref033
1504,Yes,764,20180,Ref033
1505,Yes,764,20183,Ref033
1506,Yes,764,20043,Ref033
1507,Yes,764,25058,Ref033
1508,Yes,764,25042,Ref033
1509,Yes,764,20041,Ref033
1510,Yes,765,20070,Ref033
1511,Yes,765,20069,Ref033
1512,Yes,765,25152,Ref033
1513,Yes,765,20043,Ref033
1514,No,765,20072,Ref033
1515,Yes,766,25035,Ref035
1516,Yes,766,25057,Ref035
1517,Yes,766,25056,Ref035
1518,Yes,766,20027,Ref035
1519,Yes,767,25057,Ref035
1520,Yes,767,25056,Ref035
1521,Yes,767,25055,Ref035
1522,No,767,20027,Ref035
1523,Yes,772,25058,Ref035
1524,Yes,772,25057,Ref035
1525,Yes,772,25056,Ref035
1526,Yes,773,25059,Ref035
1527,Yes,773,25058,Ref035
1528,Yes,773,25057,Ref035
1532,Yes,775,20054,Ref035
1533,Yes,775,25058,Ref035
1534,Yes,775,25057,Ref035
1535,Yes,775,25056,Ref035
1536,Yes,775,25055,Ref035
1538,No,775,25046,Ref035
1539,No,775,20060,Ref035
1540,No,775,20061,Ref035
1541,No,775,25059,Ref035
1542,Yes,782,25058,Ref035
1543,Yes,782,25057,Ref035
1544,Yes,782,25056,Ref035
1545,Yes,782,25055,Ref035
1546,No,782,25031,Ref035
1547,No,782,20060,Ref035
1548,No,782,20171,Ref035
1549,No,782,20182,Ref035
1550,No,782,20192,Ref035
1551,No,782,20043,Ref035
1552,No,782,20027,Ref035
1553,Yes,787,20070,Ref033
1554,No,787,25152,Ref033
1555,Yes,788,20070,Ref033
1556,Yes,789,25035,Ref012
1557,Yes,789,20044,Ref012
1558,Yes,789,20026,Ref012
1559,Yes,789,20021,Ref012
1560,Yes,789,20025,Ref012
1561,Yes,789,20027,Ref012
1562,No,789,20070,Ref012
1563,No,789,25152,Ref012
1564,No,789,25058,Ref012
1565,No,789,25057,Ref012
1566,No,789,25056,Ref012
1567,Yes,790,25035,Ref012
1568,Yes,790,20026,Ref012
1569,Yes,790,20025,Ref012
1570,Yes,790,20027,Ref012
1571,Yes,791,20026,Ref012
1572,Yes,791,20025,Ref012
1573,Yes,792,25058,Ref012
1575,Yes,792,20041,Ref012
1576,Yes,792,25040,Ref012
1577,No,792,20049,Ref012
1578,No,792,25196,Ref012
1579,No,792,25199,Ref012
1580,No,792,25057,Ref012
1581,No,792,25056,Ref012
1582,Yes,793,20029,Ref012
1583,Yes,793,25035,"Ref012, Ref331"
1584,Yes,793,20026,Ref012
1585,No,793,20191,Ref012
1586,No,793,20208,Ref012
1587,No,793,25055,Ref012
1588,No,793,20025,Ref012
1589,Yes,794,20026,Ref012
1590,Yes,794,20025,Ref012
1591,Yes,794,20027,Ref012
1592,Yes,795,25035,"Ref012, Ref337"
1593,Yes,795,20026,Ref012
1594,Yes,795,20025,Ref012
1595,Yes,795,20027,Ref012
1596,Yes,796,20026,Ref012
1597,Yes,796,20025,Ref012
1598,Yes,797,20026,Ref012
1599,Yes,797,20025,Ref012
1600,Yes,797,20027,Ref012
1601,Yes,798,20026,Ref012
1602,Yes,798,20025,Ref012
1603,Yes,798,25057,Ref012
1604,Yes,799,25034,"Ref012, Ref037"
1605,Yes,799,20024,Ref012
1606,Yes,799,20026,Ref012
1607,Yes,799,20025,Ref012
1608,Yes,799,20022,Ref012
1609,Yes,799,20027,Ref012
1610,No,799,25031,"Ref012, Ref037"
1611,No,799,25056,Ref012
1612,Yes,803,20025,Ref036
1613,Yes,810,20030,Ref037
1614,Yes,810,25034,Ref037
1615,Yes,810,25035,Ref037
1616,No,810,25032,Ref037
1617,No,810,20029,Ref037
1618,Yes,811,20030,Ref037
1619,Yes,28,25057,Ref006
1620,Yes,29,25036,Ref006
1621,Yes,29,20041,Ref006
1622,Yes,31,20041,Ref006
1623,Yes,31,25031,Ref006
1624,Yes,31,25033,Ref006
1625,Yes,31,25036,Ref006
1626,No,305,20041,Ref006
1627,Yes,548,20041,Ref019
1628,Yes,604,20041,Ref005
1629,Yes,614,20041,Ref005
1630,Yes,619,20041,Ref005
1631,Yes,619,25057,Ref005
1632,Yes,624,20041,Ref005
1633,Yes,629,20041,Ref005
1634,Yes,685,25031,Ref038
1635,Yes,701,20041,Ref025
1636,Yes,733,25059,Ref025
1637,Yes,754,25031,Ref037
1638,Yes,757,20041,Ref033
1639,Yes,762,20041,Ref033
1640,Yes,764,25059,Ref033
1641,Yes,766,25036,Ref035
1642,No,810,25031,Ref037
1643,Yes,36,20041,Ref006
1644,No,148,25032,Ref009
1645,No,283,20041,Ref006
1646,No,283,25042,Ref006
1647,No,285,20041,Ref006
1648,No,289,25036,Ref006
1649,No,289,25033,Ref006
1650,No,382,20041,Ref009
1651,No,579,25032,Ref019
1652,Yes,698,25031,"Ref025, Ref037"
1653,No,385,25036,"Ref009, Ref006"
1654,Yes,385,25033,"Ref009, Ref006"
1655,Yes,560,25042,"Ref019, Ref330"
1656,Yes,793,25036,"Ref012, Ref331"
1657,Yes,793,25034,"Ref012, Ref331"
1658,Yes,382,20043,"Ref009, Ref005"
1659,No,382,25036,Ref009
1660,Yes,522,20041,Ref019
1661,Yes,518,20041,Ref019
1662,Yes,498,20041,"Ref019, Ref005"
1663,Yes,710,25034,Ref037
1664,Yes,710,25031,Ref037
1694,Yes,816,20030,Ref031
1695,Yes,815,25032,Ref037
1696,Yes,824,25032,Ref037
1697,Yes,825,25032,Ref037
1698,Yes,826,25032,Ref037
1699,Yes,830,25032,Ref037
1700,Yes,823,25032,Ref037
1701,Yes,822,25032,Ref037
1702,Yes,829,25032,Ref037
1703,Yes,820,25032,Ref037
1704,Yes,828,25032,Ref037
1705,Yes,819,25032,Ref037
1707,Yes,822,25034,Ref037
1708,Yes,829,25031,Ref037
1709,Yes,820,25034,Ref037
1710,Yes,828,25034,Ref037
1711,Yes,813,25034,Ref011
1712,Yes,827,25035,Ref037
1713,Yes,816,25035,"Ref031, Ref037"
1714,Yes,820,25035,Ref037
1715,Yes,828,25035,Ref037
1716,Yes,813,20044,Ref011
1717,No,816,20044,Ref031
1718,Yes,816,25034,Ref037
1720,No,821,20070,Ref011
1721,No,825,20091,Ref037
1722,No,823,20103,Ref037
1723,Yes,831,20200,Ref011
1724,No,821,20043,Ref011
1725,Yes,831,25058,Ref011
1726,Yes,831,25057,Ref011
1727,Yes,831,25056,Ref011
1728,No,821,25042,Ref011
1730,Yes,834,20023,Ref011
1731,Yes,834,20018,Ref011
1732,Yes,817,20024,Ref011
1733,Yes,818,20024,Ref011
1734,Yes,831,20026,Ref011
1736,Yes,832,20026,Ref347
1737,Yes,833,20026,Ref011
1738,Yes,821,20025,Ref011
1739,Yes,831,20025,Ref011
1741,Yes,832,20025,Ref347
1742,No,831,20022,Ref011
1743,Yes,832,20027,Ref347
1744,Yes,833,20027,Ref011
1745,Yes,819,25031,Ref037
1746,Yes,813,25031,Ref011
1747,Yes,820,25031,Ref037
1748,Yes,824,25031,Ref037
1749,Yes,826,25031,Ref037
1750,Yes,825,25031,Ref037
1752,Yes,830,25031,Ref037
1759,Yes,828,25031,Ref037
1815,Yes,821,20024,Ref011
1816,Yes,822,25033,Ref037
1817,Yes,822,25031,Ref037
1818,Yes,823,25031,Ref037
1865,Yes,969,25032,Ref509
1866,Yes,969,25033,Ref509
1867,Yes,969,25035,Ref509
1868,Yes,969,20029,Ref509
1869,Yes,969,25036,Ref509
1870,Yes,969,25034,Ref510
1871,Yes,970,25032,Ref039
1872,Yes,970,25033,Ref039
1873,Yes,970,25031,Ref039
1874,Yes,970,20030,Ref511
1875,Yes,822,25035,Ref511
1876,Yes,970,25035,Ref509
1877,Yes,971,25032,Ref509
1878,Yes,971,25035,Ref509
1879,Yes,373,20133,Ref513
1880,Yes,972,25032,Ref509
1881,Yes,972,25031,Ref221
1882,Yes,973,25032,Ref509
1883,Yes,973,25031,Ref039
1884,Yes,994,25034,Ref509
1885,Yes,994,25033,Ref509
1886,Yes,994,25032,Ref509
1887,Yes,994,25031,Ref509
1888,Yes,974,25032,Ref509
1889,Yes,975,20030,Ref516
1890,Yes,975,25031,Ref516
1891,Yes,976,25031,Ref517
1892,,976,25032,Ref517
1893,Yes,977,25031,Ref517
1894,Yes,371,25031,Ref216
1895,Yes,371,25032,Ref216
1896,Yes,978,25032,Ref509
1897,Yes,978,25031,Ref039
1898,Yes,979,25031,"Ref039, Ref345"
1899,Yes,979,25032,"Ref509, Ref345"
1902,Yes,995,25031,Ref518
1904,Yes,995,25032,Ref518
1905,Yes,996,25035,Ref234
1906,Yes,997,20030,Ref521
1907,Yes,997,20041,Ref521
1908,Yes,997,25058,Ref521
1909,Yes,998,20026,Ref012
1910,Yes,998,25035,Ref012
1911,Yes,998,25059,Ref522
1912,Yes,998,20179,Ref522
1913,Yes,999,20070,Ref522
1914,Yes,999,20068,Ref522
1915,Yes,999,20065,Ref522
1916,Yes,999,25035,Ref522
1917,Yes,999,20029,Ref522
1918,Yes,999,25152,Ref522
