rgn_id,year,tot_impact
1,1981,62.69032859262063
1,1982,77.54043661930724
1,1983,89.4798669964738
1,1984,112.49629902096443
1,1985,130.4756448454181
1,1986,160.382707953415
1,1987,186.72334967731905
1,1988,219.90166275009884
1,1989,244.5782630144087
1,1990,270.33311721636846
1,1991,284.52701483423414
1,1992,299.20543970426223
1,1993,312.57588377427464
1,1994,325.1076673919566
1,1995,334.07483626583354
1,1996,335.9365831322532
1,1997,333.73265415630965
1,1998,332.202566263028
1,1999,336.5674118402945
1,2000,334.4778023555242
1,2001,327.0543815632466
1,2002,317.70217079842104
1,2003,308.6095566996993
1,2004,300.56509044573284
1,2005,289.6381504916115
1,2006,277.8283457189673
1,2007,269.3253119258098
1,2008,256.1477501079941
1,2009,240.30263918301725
1,2010,235.90297971850916
1,2011,227.65239749741994
1,2012,212.10293379790022
1,2013,203.97875007660383
1,2014,192.71908021247594
1,2015,180.03303738396994
1,2016,166.73336170103028
2,1981,29.73529990798921
2,1982,66.28211905139167
2,1983,100.16016927730456
2,1984,138.68288297074224
2,1985,166.96449374657445
2,1986,209.51447634710726
2,1987,239.96085168047014
2,1988,266.5511764498912
2,1989,286.7538034420938
2,1990,305.6012941570465
2,1991,325.1358621893325
2,1992,338.92875471606925
2,1993,337.888858693049
2,1994,338.427540140127
2,1995,337.9897961152599
2,1996,333.68203693955957
2,1997,326.6184272046112
2,1998,309.3576352523367
2,1999,301.65492803180763
2,2000,291.07907936549327
2,2001,272.8286790716983
2,2002,260.5851618414879
2,2003,245.3022732291563
2,2004,231.92524660540224
2,2005,221.74597601623958
2,2006,210.73474853797603
2,2007,197.94172901957504
2,2008,188.16874727506678
2,2009,171.1352793777759
2,2010,159.45096494615748
2,2011,149.0438407598766
2,2012,142.33720089044638
2,2013,141.19026381360624
2,2014,135.53922700492146
2,2015,131.9661827273722
2,2016,128.01343092175446
3,1981,19.170784794342175
3,1982,34.22444264676104
3,1983,48.86820681355421
3,1984,67.99193554882163
3,1985,81.39989004318963
3,1986,107.16773856085894
3,1987,140.9993753691682
3,1988,172.38018896654472
3,1989,198.568186838945
3,1990,212.05351259681763
3,1991,221.12711059435912
3,1992,233.30469535923035
3,1993,239.7036310462053
3,1994,240.9787664195756
3,1995,247.10334025138582
3,1996,242.93430016587513
3,1997,247.85289104690378
3,1998,239.29534917790957
3,1999,242.01698660859915
3,2000,233.1664905723646
3,2001,225.1285046808616
3,2002,210.8977926978144
3,2003,196.3479059905929
3,2004,184.59317203996906
3,2005,175.6983642837183
3,2006,169.82288109071436
3,2007,160.60534547041027
3,2008,146.3203137695575
3,2009,130.6167390477896
3,2010,117.6895140150466
3,2011,104.13054873211877
3,2012,94.63741641706963
3,2013,86.98257645354286
3,2014,79.24948353969216
3,2015,77.31474347394001
3,2016,76.37189773135279
4,1981,69.83011868039074
4,1982,109.67802659244474
4,1983,137.96869134179573
4,1984,176.97821258619595
4,1985,219.32045246325913
4,1986,262.9073401466151
4,1987,324.47390402471683
4,1988,397.4487207438249
4,1989,445.0878998246181
4,1990,500.7352683554721
4,1991,551.3645322486943
4,1992,608.0303899021554
4,1993,656.0505173009651
4,1994,701.5962069259815
4,1995,810.8953314010271
4,1996,846.9069397760243
