rgn_id,habitat,extent_rank
1,saltmarsh,92400.0
1,seagrass,289.919
2,saltmarsh,92400.0
2,seagrass,289.919
3,saltmarsh,92400.0
3,seagrass,289.919
4,saltmarsh,92400.0
4,seagrass,289.919
5,saltmarsh,92400.0
5,seagrass,289.919
6,saltmarsh,92400.0
6,seagrass,289.919
7,saltmarsh,92400.0
7,seagrass,289.919
8,saltmarsh,92400.0
8,seagrass,289.919
