rgn_id,year,hab,hab_status,status
1,1990.0,sm,1.0,1.0
1,1991.0,sm,1.0,1.0
1,1992.0,sm,1.0,1.0
1,1993.0,sm,1.0,1.0
1,1994.0,sm,1.0,1.0
1,1995.0,sm,1.0,1.0
1,1996.0,sm,1.0,1.0
1,1997.0,sm,1.0,1.0
1,1998.0,sm,1.0,1.0
1,1999.0,sm,1.0,1.0
1,2e3,sm,1.0,1.0
1,2001.0,sm,1.0,1.0
1,2002.0,sm,1.0,1.0
1,2003.0,sm,1.0,1.0
1,2004.0,sm,1.0,1.0
1,2005.0,sm,1.0,0.9991786516027319
1,2006.0,sm,1.0,0.999211776969318
1,2007.0,sm,1.0,0.9910113167617226
1,2008.0,sm,1.0,0.952414187847856
1,2009.0,sm,1.0,0.9928388056462151
1,2010.0,sm,1.0,0.9989195469769739
1,2011.0,sm,1.0,0.9950561065934859
1,2012.0,sm,1.0,0.9911252901861115
1,2013.0,sm,1.0,0.987202998326937
1,2014.0,sm,1.0,0.995814304550246
1,2015.0,sm,1.0,0.9936810475526227
2,1990.0,sm,1.0,1.0
2,1991.0,sm,0.9999781420765027,0.9999781420765027
2,1992.0,sm,0.9999562841530054,0.9999562841530054
2,1993.0,sm,0.9999344262295083,0.9999344262295083
2,1994.0,sm,0.999912568306011,0.999912568306011
2,1995.0,sm,0.9998907103825136,0.9998907103825136
2,1996.0,sm,0.9998688524590164,0.9998688524590164
2,1997.0,sm,0.9998469945355191,0.9998469945355191
2,1998.0,sm,0.999825136612022,0.999825136612022
2,1999.0,sm,0.9998032786885247,0.9998032786885247
2,2e3,sm,0.9997814207650274,0.9997814207650274
2,2001.0,sm,0.9997814207650274,0.9997814207650274
2,2002.0,sm,0.9997814207650274,0.9997814207650274
2,2003.0,sm,0.9997814207650274,0.9997814207650274
2,2004.0,sm,0.9997814207650274,0.9997814207650274
2,2005.0,sm,0.9997814207650274,0.9999271402550091
2,2006.0,sm,0.9997814207650274,0.9999271402550091
2,2007.0,sm,0.9997814207650274,0.9663518687999639
2,2008.0,sm,0.9997814207650274,0.9666194754282232
2,2009.0,sm,0.9997814207650274,0.9584432646136364
2,2010.0,sm,0.9997814207650274,0.9586667450099945
2,2011.0,sm,0.9997814207650274,0.9671848391087341
2,2012.0,sm,0.9997814207650274,0.9637903251711949
2,2013.0,sm,0.9997814207650274,0.9677911583662282
2,2014.0,sm,0.9997814207650274,0.9753112089448629
2,2015.0,sm,0.9997814207650274,0.9738056025926211
3,1990.0,sm,1.0,1.0
3,1991.0,sm,1.0,1.0
3,1992.0,sm,1.0,1.0
3,1993.0,sm,1.0,1.0
3,1994.0,sm,1.0,1.0
3,1995.0,sm,1.0,1.0
3,1996.0,sm,1.0,1.0
3,1997.0,sm,1.0,1.0
3,1998.0,sm,1.0,1.0
3,1999.0,sm,1.0,1.0
3,2e3,sm,1.0,1.0
3,2001.0,sm,1.0,1.0
3,2002.0,sm,1.0,1.0
3,2003.0,sm,1.0,1.0
3,2004.0,sm,1.0,1.0
3,2005.0,sm,1.0,0.9999921302696247
3,2006.0,sm,1.0,0.9999797072308049
3,2007.0,sm,1.0,0.9411129066677169
3,2008.0,sm,1.0,0.90790058716434
3,2009.0,sm,1.0,0.9399951231304849
3,2010.0,sm,1.0,0.9429436800999981
