rgn_id,year,area_km2_tot,sm_expos_area_tot
1,1990,21885.59,1.3676
1,1991,21885.59,1.3676
1,1992,21885.59,1.3676
1,1993,21885.59,1.3676
1,1994,21885.59,1.3676
1,1995,21885.59,1.3676
1,1996,21885.59,1.3676
1,1997,21885.59,1.3676
1,1998,21885.59,1.3676
1,1999,21885.59,1.3676
1,2000,21885.59,1.3676
1,2001,21885.59,1.3676
1,2002,21885.59,1.3676
1,2003,21885.59,1.3676
1,2004,21885.59,1.3676
1,2005,21885.59,1.3676
1,2006,21885.59,1.3676
1,2007,21885.59,1.3676
1,2008,21885.59,1.3676
1,2009,21885.59,1.3676
1,2010,21885.59,1.3676
2,1990,14681.38,3.0067
2,1991,14681.38,3.0067
2,1992,14681.38,3.0066
2,1993,14681.38,3.0066
2,1994,14681.38,3.0066
2,1995,14681.38,3.0065
2,1996,14681.38,3.0065
2,1997,14681.38,3.0065
2,1998,14681.38,3.0064
2,1999,14681.38,3.0064
2,2000,14681.38,3.0064
2,2001,14681.38,3.0064
2,2002,14681.38,3.0064
2,2003,14681.38,3.0064
2,2004,14681.38,3.0064
2,2005,14681.38,3.0064
2,2006,14681.38,3.0064
2,2007,14681.38,3.0064
2,2008,14681.38,3.0064
2,2009,14681.38,3.0064
2,2010,14681.38,3.0064
3,1990,18021.35,0.6588
3,1991,18021.35,0.6588
3,1992,18021.35,0.6588
3,1993,18021.35,0.6588
3,1994,18021.35,0.6588
3,1995,18021.35,0.6588
3,1996,18021.35,0.6588
3,1997,18021.35,0.6588
3,1998,18021.35,0.6588
3,1999,18021.35,0.6588
3,2000,18021.35,0.6588
3,2001,18021.35,0.6588
3,2002,18021.35,0.6588
3,2003,18021.35,0.6588
3,2004,18021.35,0.6588
3,2005,18021.35,0.6588
3,2006,18021.35,0.6588
3,2007,18021.35,0.6588
3,2008,18021.35,0.6588
3,2009,18021.35,0.6588
3,2010,18021.35,0.6588
4,1990,19146.05,0.4048
4,1991,19146.05,0.4044
4,1992,19146.05,0.404
4,1993,19146.05,0.4036
4,1994,19146.05,0.4032
4,1995,19146.05,0.4028
4,1996,19146.05,0.4024
4,1997,19146.05,0.402
4,1998,19146.05,0.4017
4,1999,19146.05,0.4013
4,2000,19146.05,0.4009
4,2001,19146.05,0.4007
4,2002,19146.05,0.4006
4,2003,19146.05,0.4004
4,2004,19146.05,0.4003
4,2005,19146.05,0.4001
4,2006,19146.05,0.4
4,2007,19146.05,0.3999
4,2008,19146.05,0.3997
4,2009,19146.05,0.3996
4,2010,19146.05,0.3994
5,1990,13021.82,4.1261
5,1991,13021.82,4.1413
5,1992,13021.82,4.1565
5,1993,13021.82,4.1717
5,1994,13021.82,4.1868
5,1995,13021.82,4.202
5,1996,13021.82,4.2172
5,1997,13021.82,4.2324
5,1998,13021.82,4.2475
5,1999,13021.82,4.2627
5,2000,13021.82,4.2779
5,2001,13021.82,4.2776
5,2002,13021.82,4.2773
5,2003,13021.82,4.277
5,2004,13021.82,4.2767
5,2005,13021.82,4.2764
5,2006,13021.82,4.2762
5,2007,13021.82,4.2759
5,2008,13021.82,4.2756
5,2009,13021.82,4.2753
5,2010,13021.82,4.275
6,1990,17090.57,2.9927
6,1991,17090.57,2.9779
6,1992,17090.57,2.9632
6,1993,17090.57,2.9484
6,1994,17090.57,2.9336
6,1995,17090.57,2.9189
6,1996,17090.57,2.9041
6,1997,17090.57,2.8894
6,1998,17090.57,2.8746
6,1999,17090.57,2.8598
6,2000,17090.57,2.8451
6,2001,17090.57,2.844
6,2002,17090.57,2.843
6,2003,17090.57,2.8419
6,2004,17090.57,2.8408
6,2005,17090.57,2.8398
6,2006,17090.57,2.8387
6,2007,17090.57,2.8376
6,2008,17090.57,2.8366
6,2009,17090.57,2.8355
6,2010,17090.57,2.8345
8,1990,2059.91,0.1647
8,1991,2059.91,0.1647
8,1992,2059.91,0.1647
8,1993,2059.91,0.1647
8,1994,2059.91,0.1647
8,1995,2059.91,0.1647
8,1996,2059.91,0.1647
8,1997,2059.91,0.1647
8,1998,2059.91,0.1647
8,1999,2059.91,0.1647
8,2000,2059.91,0.1647
8,2001,2059.91,0.1647
8,2002,2059.91,0.1647
8,2003,2059.91,0.1647
8,2004,2059.91,0.1647
8,2005,2059.91,0.1647
8,2006,2059.91,0.1647
8,2007,2059.91,0.1647
8,2008,2059.91,0.1647
8,2009,2059.91,0.1647
8,2010,2059.91,0.1647
