year,rgn_id,n_fn,n_tot,pct_fn
1995,1,0,1494,0
1995,2,0,1473,0
1995,3,0,1592,0
1995,4,0,2895,0
1995,5,0,2513,0
1995,6,0,3045,0
1995,7,0,1507,0
1995,8,0,1516,0
1996,1,226,3369,0.06708222024339566
1996,2,226,3345,0.06756352765321375
1996,3,228,4063,0.05611617031749939
1996,4,276,6042,0.04568023833167825
1996,5,72,4505,0.01598224195338513
1996,6,69,4162,0.016578567996155695
1996,7,9,2440,0.0036885245901639345
1996,8,226,3401,0.06645104381064393
1997,1,245,3082,0.07949383517196626
1997,2,245,3063,0.07998694090760693
1997,3,249,3669,0.0678659035159444
1997,4,321,5446,0.05894234300403966
1997,5,118,4165,0.028331332533013204
1997,6,108,4079,0.026477077715126255
1997,7,29,2303,0.012592270950933565
1997,8,245,3114,0.07867694283879255
1998,1,251,3035,0.08270181219110379
1998,2,251,2749,0.09130592942888323
1998,3,254,3316,0.07659831121833534
1998,4,568,4474,0.12695574430040232
1998,5,350,3625,0.09655172413793103
1998,6,274,3594,0.07623817473567056
1998,7,32,2094,0.015281757402101241
1998,8,251,2892,0.0867911479944675
1999,1,485,4191,0.11572417084228108
1999,2,485,3866,0.12545266425245732
1999,3,495,4731,0.1046290424857324
1999,4,864,6440,0.1341614906832298
1999,5,457,4982,0.09173022882376555
1999,6,360,5296,0.06797583081570997
1999,7,57,2738,0.020818115412710007
1999,8,485,4057,0.11954646290362336
2000,1,260,2448,0.10620915032679738
2000,2,260,2053,0.12664393570384802
2000,3,266,2521,0.10551368504561681
2000,4,587,3524,0.16657207718501701
2000,5,369,2893,0.12754925682682336
2000,6,302,3488,0.08658256880733944
2000,7,40,1489,0.026863666890530557
2000,8,260,2201,0.11812812358019083
2001,1,274,2798,0.09792709077912795
2001,2,272,2443,0.11133851821530905
2001,3,277,2909,0.09522172567892746
2001,4,597,3897,0.15319476520400307
2001,5,424,3237,0.13098548038307076
2001,6,325,4077,0.07971547706647045
2001,7,48,1871,0.025654730090860504
2001,8,272,2591,0.10497877267464299
2002,1,277,2755,0.10054446460980036
2002,2,272,2408,0.11295681063122924
2002,3,280,2827,0.09904492394764769
2002,4,647,3896,0.16606776180698152
2002,5,423,3269,0.129397369226063
2002,6,336,4033,0.08331267046863378
2002,7,51,1870,0.02727272727272727
2002,8,272,2543,0.10696028313016123
2003,1,286,3231,0.08851748684617765
2003,2,286,2954,0.09681787406905891
2003,3,298,3352,0.08890214797136038
2003,4,694,4470,0.1552572706935123
2003,5,453,3859,0.11738792433272868
2003,6,374,4558,0.08205353225098727
2003,7,66,2387,0.027649769585253458
2003,8,286,3030,0.09438943894389439
2004,1,300,3256,0.09213759213759214
2004,2,293,2951,0.09928837682141647
2004,3,304,3357,0.09055704498063748
2004,4,671,4442,0.15105808194506978
2004,5,452,3833,0.11792329767805897
2004,6,367,4499,0.0815736830406757
2004,7,69,2377,0.02902818679007152
2004,8,293,3037,0.09647678630227198
