rgn_id,year,days_avg
1,2009,55.30549039497876
1,2010,232.37808279972103
1,2011,323.6802447219933
1,2012,202.79436378621696
1,2013,184.80121093007037
1,2014,350.3904456983453
1,2015,299.76237874849426
2,2009,204.59367562053723
2,2010,168.02633269107258
2,2011,258.64146737693153
2,2012,263.9250443915524
2,2013,212.98998828818617
2,2014,234.09074766708224
2,2015,251.81971362726208
3,2009,156.93205944798302
3,2010,281.8081765664346
3,2011,252.6296351157853
3,2012,282.5883079050017
3,2013,298.7907470498198
3,2014,205.6431639757073
3,2015,252.53992001185011
4,2009,260.5877238053832
4,2010,239.9247460574681
4,2011,250.4029485000593
4,2012,267.5031421682937
4,2013,227.003122406229
4,2014,247.44812458005612
4,2015,262.97367692976565
5,2009,136.4088730353361
5,2010,195.26708282242782
5,2011,194.75365065210121
5,2012,195.2699253149036
5,2013,222.66146471965223
5,2014,194.94900234087615
5,2015,172.7432839148367
6,2009,294.94736206688395
6,2010,345.00659986317356
6,2011,306.86305283914845
6,2012,293.48299730371446
6,2013,347.19433377600706
6,2014,317.1266449354099
6,2015,334.07766912149384
8,2009,19.107201309328968
8,2010,58.87834151663939
8,2011,195.25422804146208
8,2012,159.4012547735952
8,2013,158.53191489361703
8,2014,284.5769230769231
8,2015,162.3278777959629
