rgn_id,trend_lm,year,trend
1,0,1990,0
2,0,1990,0
3,0.0818,1990,0.0818
4,0.005675,1990,0.005675
5,0.00375,1990,0.00375
6,0.011325,1990,0.011325
8,0,1990,0
NA,0.00665,1990,0.00665
1,0,1991,0
2,0,1991,0
3,0,1991,0
4,0.00645,1991,0.00645
5,0.007,1991,0.007
6,0.011925,1991,0.011925
8,0,1991,0
NA,0.00035,1991,0.00035
1,0,1992,0
2,0,1992,0
3,0.01205,1992,0.01205
4,0.04245,1992,0.04245
5,0.00725,1992,0.00725
6,0.0084,1992,0.0084
8,0,1992,0
NA,0.000825,1992,0.000825
1,0.00915,1993,0.00915
2,0,1993,0
3,0.018075,1993,0.018075
4,0.059675,1993,0.059675
5,0.00525,1993,0.00525
6,0.012075,1993,0.012075
8,0,1993,0
NA,0.012975,1993,0.012975
1,0.021075,1994,0.021075
2,0,1994,0
3,0.018075,1994,0.018075
4,0.056475,1994,0.056475
5,0.0035,1994,0.0035
6,0.0148,1994,0.0148
8,0,1994,0
NA,0.0225,1994,0.0225
1,0.02475,1995,0.02475
2,0,1995,0
3,0.01205,1995,0.01205
4,0.07015,1995,0.07015
5,0.15145,1995,0.15145
6,0.0368,1995,0.0368
8,0,1995,0
NA,0.03415,1995,0.03415
1,0.020175,1996,0.020175
2,0.4185,1996,0.4185
3,0,1996,0
4,0.05825,1996,0.05825
5,0.257675,1996,0.257675
6,0.044,1996,0.044
8,0,1996,0
NA,0.0417,1996,0.0417
1,0.00735,1997,0.00735
2,0.62775,1997,0.62775
3,0,1997,0
4,0.06515,1997,0.06515
5,0.280475,1997,0.280475
6,0.0401,1997,0.0401
8,0,1997,0
NA,0.033,1997,0.033
1,0,1998,0
2,0.62775,1998,0.62775
3,0,1998,0
4,0.049975,1998,0.049975
5,0.208525,1998,0.208525
6,0.031175,1998,0.031175
8,0,1998,0
NA,0.02575,1998,0.02575
1,0,1999,0
2,0.4185,1999,0.4185
3,0,1999,0
4,0.012725,1999,0.012725
5,0.041825,1999,0.041825
6,0.011,1999,0.011
8,0,1999,0
NA,0.0187,1999,0.0187
1,0,2000,0
2,0,2000,0
3,0,2000,0
4,0.00215,2000,0.00215
5,0.00755,2000,0.00755
6,0.009725,2000,0.009725
8,0,2000,0
NA,0.01575,2000,0.01575
1,0,2001,0
2,0,2001,0
3,0,2001,0
4,2e-04,2001,2e-04
5,0.19615,2001,0.19615
6,0.016575,2001,0.016575
8,0,2001,0
NA,0.032325,2001,0.032325
1,0,2002,0
2,0,2002,0
3,0,2002,0
4,3e-04,2002,3e-04
5,0.294225,2002,0.294225
6,0.021775,2002,0.021775
8,0,2002,0
NA,0.03595,2002,0.03595
1,0,2003,0
2,0,2003,0
3,0,2003,0
4,3e-04,2003,3e-04
5,0.295725,2003,0.295725
6,0.04085,2003,0.04085
8,0,2003,0
NA,0.027825,2003,0.027825
1,0.0231,2004,0.0231
2,0,2004,0
3,0,2004,0
4,2e-04,2004,2e-04
5,0.19855,2004,0.19855
6,0.049675,2004,0.049675
8,0,2004,0
NA,0.0181,2004,0.0181
1,0.03535,2005,0.03535
2,0,2005,0
3,0,2005,0
4,0,2005,0
5,0.002475,2005,0.002475
6,0.039475,2005,0.039475
8,0,2005,0
NA,0.002025,2005,0.002025
1,0.31955,2006,0.31955
2,0,2006,0
3,0.18035,2006,0.18035
4,0.04145,2006,0.04145
5,0.001725,2006,0.001725
6,0.02765,2006,0.02765
8,0.23135,2006,0.23135
NA,0.007275,2006,0.007275
1,0.466075,2007,0.466075
2,0,2007,0
3,0.399975,2007,0.399975
4,0.157875,2007,0.157875
5,0.00015,2007,0.00015
6,0.0055,2007,0.0055
8,0.351675,2007,0.351675
NA,0.010975,2007,0.010975
1,0.61555,2008,0.61555
2,0.4057,2008,0.4057
3,0.8112,2008,0.8112
4,0.207375,2008,0.207375
5,0,2008,0
6,0.00225,2008,0.00225
8,0.354,2008,0.354
NA,0.032775,2008,0.032775
1,0.55535,2009,0.55535
2,0.60855,2009,0.60855
3,0.894275,2009,0.894275
4,0.206825,2009,0.206825
5,0,2009,0
6,0.00225,2009,0.00225
8,0.238325,2009,0.238325
NA,0.041425,2009,0.041425
1,0.263425,2010,0.263425
2,0.6922,2010,0.6922
3,0.6492,2010,0.6492
4,0.1272,2010,0.1272
5,0,2010,0
6,0.0015,2010,0.0015
8,0.00465,2010,0.00465
NA,0.039125,2010,0.039125
1,0.16485,2011,0.16485
2,0.531175,2011,0.531175
3,0.3465,2011,0.3465
4,0.030675,2011,0.030675
5,2e-04,2011,2e-04
6,0.01715,2011,0.01715
8,0,2011,0
NA,0.0284,2011,0.0284
1,0,2012,0
2,0.125475,2012,0.125475
3,0,2012,0
4,0.01935,2012,0.01935
5,3e-04,2012,3e-04
6,0.025725,2012,0.025725
8,0,2012,0
NA,0.0118,2012,0.0118
1,0,2013,0
2,0.08365,2013,0.08365
3,0,2013,0
4,5e-04,2013,5e-04
5,3e-04,2013,3e-04
6,0.026225,2013,0.026225
8,0,2013,0
NA,0.01565,2013,0.01565
1,0,2014,0
2,0,2014,0
3,0,2014,0
4,0.00075,2014,0.00075
5,3e-04,2014,3e-04
6,0.026475,2014,0.026475
8,0,2014,0
NA,0.01625,2014,0.01625
1,0,2015,0
2,0,2015,0
3,0,2015,0
4,0.00125,2015,0.00125
5,0,2015,0
6,0.00125,2015,0.00125
8,0,2015,0
NA,0.022,2015,0.022
