"dir","shp","data_type","dupes","domain","category","layer","xmin","xmax","ymin","ymax","data_cols","p4s"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_ecologicalfeaturecount_data","BCMCA_ECO_FeatureCount.shp",NA,FALSE,"eco","featurecount.shp","featurecount",158060,1300060,172650,1228650,"SHAPE_AREA, SHAPE_LEN, Unit_ID, SumOfCount","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fish_complete/FeatureData_Fish","BCMCA_ECO_Fish_BaskingSharksHistoricalAbund_DATA.shp","feature",FALSE,"eco","fish","baskingsharkshistoricalabund",812193.569694405,1283645.99700854,95159.2089512333,848814.029512634,"Id","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fish_complete/FeatureData_Fish","BCMCA_ECO_Fish_BaskingSharksRecentCapturesAndSightings_DATA.shp","feature",FALSE,"eco","fish","baskingsharksrecentcapturesandsightings",-133.133914433518,-123.175135368651,45.7269190135768,53.4453091971236,"Id, Comments","+proj=longlat +datum=NAD83 +no_defs +ellps=GRS80 +towgs84=0,0,0"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fish_complete/FeatureData_Fish","BCMCA_ECO_Fish_HerringSpawn_DATA.shp","feature",TRUE,"eco","fish","herringspawn",538060.000274349,1238059.99887827,370650.001800949,1224649.9995243,"UNIT_ID, Cnt_UNIT_I, Ave_SHI, SH_Class, Shape_Leng, Shape_Area, ID, ID_Final, Presence","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fish_complete/MarxanData_Fish","BCMCA_ECO_fish_herringSpawn_MARXAN.shp","marxan",TRUE,"eco","fish","herringspawn",538060.000274349,1238059.99887827,370650.001800949,1224649.9995243,"UNIT_ID, Cnt_UNIT_I, Ave_SHI, SH_Class, Shape_Leng, Shape_Area, ID, ID_Final, Presence","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_FishInverts_GrdfshTrawlSurveyAreas_Data.shp","feature",FALSE,"eco","fishinverts","grdfshtrawlsurveyareas",164985.176713,812985.177095,5345334.215086,6062000.00015,"OBJECTID, BLOCK_DESI, Area","+proj=utm +zone=9 +datum=NAD83 +units=m +no_defs +ellps=GRS80 +towgs84=0,0,0"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_trawlObserver_MARXAN.shp","marxan",FALSE,"eco","fishinverts","trawlobserver",488059.998890323,1206059.99843778,354650.00166748,1074650.00027327,"OBJECTID, DFO_ID, No_Vessels, No_Tows, Catch_kg, No_Species, CPUE_kg_hr, Shape_Leng, Shape_Area, ID_CPUE, ID_Richnes, Unit_ID, logCPUE, percSpp, transRichn","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_trawlSurvey2003_MARXAN.shp","marxan",FALSE,"eco","fishinverts","trawlsurvey2003",640059.998931357,868059.99913839,656649.99882462,862650.000074642,"OBJECTID, DFO_ID, Survey, Year_, No_Tows, Catch_kg, No_Species, Density_kg, Shape_Leng, Shape_Area, Unit_ID, ID_Density, ID_Richnes, Poss_Spp, Perc_Spp, logDensity, transRichn","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_trawlSurvey2004_MARXAN.shp","marxan",FALSE,"eco","fishinverts","trawlsurvey2004",646059.999949734,1084059.99923978,354650.001665012,862650.000078296,"OBJECTID, DFO_ID, Survey, Year_, No_Tows, Catch_kg, No_Species, Density_kg, Shape_Leng, Shape_Area, Unit_ID, ID_Density, ID_Richnes, Poss_Spp, Perc_Spp, logDensity, transRichn","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_trawlSurvey2005_MARXAN.shp","marxan",FALSE,"eco","fishinverts","trawlsurvey2005",554059.999958696,868059.99909643,656649.998873364,1086650.00028782,"OBJECTID, DFO_ID, Survey, Year_, No_Tows, Catch_kg, No_Species, Density_kg, Shape_Leng, Shape_Area, Unit_ID, ID_Density, ID_Richnes, Poss_Spp, Perc_Spp, logDensity, transRichn","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_trawlSurvey2006_MARXAN.shp","marxan",FALSE,"eco","fishinverts","trawlsurvey2006",478059.999706406,1084059.9993131,354650.001667504,1076650.00129911,"OBJECTID, DFO_ID, Survey, Year_, No_Tows, Catch_kg, No_Species, Density_kg, Shape_Leng, Shape_Area, Unit_ID, ID_Density, ID_Richnes, Poss_Spp, Perc_Spp, logDensity, transRichn","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_trawlSurvey2007_MARXAN.shp","marxan",FALSE,"eco","fishinverts","trawlsurvey2007",490059.999746405,870060.000105982,656649.998873247,1076650.00130262,"OBJECTID, DFO_ID, Survey, Year_, No_Tows, Catch_kg, No_Species, Density_kg, Shape_Leng, Shape_Area, Unit_ID, ID_Density, ID_Richnes, Poss_Spp, Perc_Spp, logDensity, transRichn","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_trawlSurvey2008_MARXAN.shp","marxan",FALSE,"eco","fishinverts","trawlsurvey2008",482059.999765507,1074060.00047517,358649.999623206,1078650.00027699,"OBJECTID, DFO_ID, Survey, Year_, No_Tows, Catch_kg, No_Species, Density_kg, Shape_Leng, Shape_Area, Unit_ID, ID_Density, ID_Richnes, Poss_Spp, Perc_Spp, logDensity, transRichn","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_trawlSurvey2009_MARXAN.shp","marxan",FALSE,"eco","fishinverts","trawlsurvey2009",552059.998851603,870060.000155806,654649.999895501,1084650.00130996,"OBJECTID, DFO_ID, Survey, Year_, No_Tows, Catch_kg, No_Species, Density_kg, Shape_Leng, Shape_Area, Unit_ID, ID_Density, ID_Richnes, Poss_Spp, Perc_Spp, logDensity, transRichn","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_fishinverts_complete/MarxanData_FishInverts","BCMCA_ECO_fishInverts_untrawlableAreas_MARXAN.shp","marxan",FALSE,"eco","fishinverts","untrawlableareas",502059.999666414,1062060.00017883,356650.000645296,1072650.00129545,"OBJECTID, ID, DFO_ID, Untrawl_ar, Shape_Leng, Shape_Area, Unit_ID","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/FeatureData_Inverts","Sponge_Reefs_Hecate_Update_2008.shp",NA,FALSE,NA,NA,"sponge_reefs_hecate_update_2008",375542.465329125,636902.758315707,5616770.78451519,6149102.3451182,"SHAPE_AREA","+proj=utm +zone=9 +datum=WGS84 +units=m +no_defs +ellps=WGS84 +towgs84=0,0,0"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_Inverts_Coral_DFOobservers_MARXAN.shp","marxan",FALSE,"eco","inverts","coral_dfoobservers",486060.000678656,1196060.00010584,352649.999634642,1080650.00026757,"OBJECTID, ID, Shape_Leng, Coral, DFO_ID, Unit_ID, Shape_Le_1, Shape_Area","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_Inverts_Coral_DFOsurveys_MARXAN.shp","marxan",FALSE,"eco","inverts","coral_dfosurveys",478060.00013181,1060059.99991667,374650.000866037,1082649.99942305,"OBJECTID, ID, Shape_Leng, Coral, DFO_ID, Unit_ID, Shape_Le_1, Shape_Area","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_inverts_hab1_rockPlatformSubmerged_MARXAN.shp","marxan",FALSE,"eco","inverts","hab1_rockplatformsubmerged",595560.812238105,1216943.12498381,377648.781369826,1076555.37502294,"ID, UNIT_ID, Shape_Leng","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_inverts_hab2_rockSubHighCurrent_MARXAN.shp","marxan",FALSE,"eco","inverts","hab2_rocksubhighcurrent",647971.757775946,1217481.49993191,367780.750055148,1079617.92249003,"Id, UNIT_ID, Shape_Leng","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_inverts_hab3_sandSubstrate_MARXAN.shp","marxan",FALSE,"eco","inverts","hab3_sandsubstrate",600086.312186339,1237457.87542855,369063.718615513,1205296.25053952,"ID, UNIT_ID, Shape_Leng","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_inverts_hab4_mudflats_adjacentEst_MARXAN.shp","marxan",FALSE,"eco","inverts","hab4_mudflats_adjacentest",720876.375124988,1181620.37493947,389833.437518167,1031813.31282238,"ID, UNIT_ID, Shape_Leng","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_Inverts_Sponge_DFOobervers_MARXAN.shp","marxan",FALSE,"eco","inverts","sponge_dfoobervers",488059.999160522,1200060.0005414,352649.999634712,1086649.99941706,"OBJECTID, ID, Shape_Leng, Sponge, DFO_ID, Unit_ID, Shape_Le_1, Shape_Area","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_Inverts_Sponge_DFOsurveys_MARXAN.shp","marxan",FALSE,"eco","inverts","sponge_dfosurveys",482060.000572805,1066060.0008437,374650.000865967,1076650.00027355,"OBJECTID, ID, Shape_Leng, Sponge, DFO_ID, Unit_ID, Shape_Le_1, Shape_Area","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_inverts_complete/MarxanData_Inverts","BCMCA_ECO_Inverts_SpongeReefs_MARXAN.shp","marxan",FALSE,"eco","inverts","spongereefs",676609.567757841,925035.137054463,630824.99888071,1172554.52446719,"UNIT_ID, Shape_Leng, Shape_Area, ID","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_CaliforniaSeaLionHaulouts_PlyData.shp","poly_feature",TRUE,"eco","mammals","californiasealionhaulouts",860954.875,1183724.8724345,367720.668262536,568178.562500002,"Id","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_CaliforniaSeaLionHaulouts_PtDATA.shp","pt_feature",TRUE,"eco","mammals","californiasealionhaulouts",861154.875,1183524.8724345,367920.668262535,567978.5625,"RI, LOCATION, FEATURE, SPECIES, PROJECT, DataSource","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_Chlorophyll_DATA.shp","feature",TRUE,"eco","mammals","chlorophyll",65508.470111178,1274008.47011118,27705.785089592,1327205.78508959,"POINTID, GRID_CODE","BC Albers"
"/Volumes/data_edit/git-annex/bcprep/data/bcmca/bcmca_eco_set_mammals_complete/FeatureData_Mammals","BCMCA_ECO_Mammals_HarbourSealHaulouts_DATA.shp","feature",TRUE,"eco","mammals","harboursealhaulouts",558348.967675612,1229048.57405795,367956.163261739,1053388.66632795,"KEY, SITE_NAME, MAX_HCOUNT, FIRST_HDOC, LONG_DD, MN_LAT_DEG, REGION, SUBAREA, FISH_AREA, SITE_COMM, HSEAL_ID, SOURCE, RI, DataSource","BC Albers"
