year,rgn_id,taxonkey,taxonsciname,taxoncomname,sector_type_name,catch_type_name,reporting_status_name,rgn_catch,rgn_taxon_total,rgn_total
1950,1,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Landings,Unreported,892.8076590896464,2100.2014432639635,45737.4638426516
1950,1,600244,Oncorhynchus tshawytscha,Chinook salmon,Recreational,Landings,Unreported,283.20628682052416,2100.2014432639635,45737.4638426516
1950,1,600244,Oncorhynchus tshawytscha,Chinook salmon,Subsistence,Landings,Unreported,28.898600695971854,2100.2014432639635,45737.4638426516
1950,1,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Discards,Unreported,49.2321850795517,2943.733529336599,45737.4638426516
1950,1,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Landings,Reported,1335.3387185960598,2943.733529336599,45737.4638426516
1950,1,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Landings,Unreported,1271.9438501374589,2943.733529336599,45737.4638426516
1950,1,600245,Oncorhynchus kisutch,Coho salmon,Recreational,Landings,Unreported,265.6773673592641,2943.733529336599,45737.4638426516
1950,1,600245,Oncorhynchus kisutch,Coho salmon,Subsistence,Landings,Unreported,21.54140816426466,2943.733529336599,45737.4638426516
1950,1,600255,Hypomesus pretiosus,Surf smelt,Industrial,Landings,Reported,11.65181545146913,15.26387824142456,45737.4638426516
1950,1,600255,Hypomesus pretiosus,Surf smelt,Industrial,Landings,Unreported,3.61206278995543,15.26387824142456,45737.4638426516
1950,1,600256,Thaleichthys pacificus,Eulachon,Industrial,Landings,Unreported,3.19648733980957,18.21197480611584,45737.4638426516
1950,1,600256,Thaleichthys pacificus,Eulachon,Subsistence,Landings,Reported,15.01548746630627,18.21197480611584,45737.4638426516
1950,1,600308,Gadus macrocephalus,Pacific cod,Industrial,Landings,Reported,62.930482698700764,62.930482698700764,45737.4638426516
1950,1,600318,Theragra chalcogramma,Alaska pollock,Industrial,Landings,Unreported,6.44663257079201e-4,6.44663257079201e-4,45737.4638426516
1950,1,600509,Ophiodon elongatus,Lingcod,Artisanal,Landings,Reported,182.53043966497594,335.1577545953961,45737.4638426516
1950,1,600509,Ophiodon elongatus,Lingcod,Industrial,Landings,Unreported,152.6273149304202,335.1577545953961,45737.4638426516
1950,1,600512,Anoplopoma fimbria,Sablefish,Industrial,Landings,Reported,4.4635468611803795,11.694492776292595,45737.4638426516
1950,1,600512,Anoplopoma fimbria,Sablefish,Industrial,Landings,Unreported,7.230945915112215,11.694492776292595,45737.4638426516
1950,1,600514,Hippoglossus stenolepis,Pacific halibut,Industrial,Landings,Reported,223.50016273566112,445.54497557443887,45737.4638426516
1950,1,600514,Hippoglossus stenolepis,Pacific halibut,Industrial,Landings,Unreported,222.04481283877774,445.54497557443887,45737.4638426516
1950,1,600517,Atheresthes stomias,Arrowtooth flounder,Industrial,Landings,Reported,45.606407580421816,45.606407580421816,45737.4638426516
1950,1,601520,Clupea pallasii pallasii,Pacific herring,Industrial,Landings,Reported,9796.940182236354,18553.76373125935,45737.4638426516
1950,1,601520,Clupea pallasii pallasii,Pacific herring,Industrial,Landings,Unreported,8756.823549022996,18553.76373125935,45737.4638426516
1950,1,690064,Saxidomus gigantea,Butter clam,Artisanal,Landings,Reported,232.7716948488633,232.7716948488633,45737.4638426516
1950,1,690115,Cancer magister,Dungeness crab,Industrial,Landings,Reported,82.89494044358783,82.89494044358783,45737.4638426516
1950,1,690283,Crassostrea gigas,Pacific cupped oyster,Industrial,Landings,Reported,34.068311281147366,34.068311281147366,45737.4638426516
1950,2,100039,Marine fishes not identified,Marine fishes nei,Artisanal,Landings,Reported,0.06166398644208234,2307.810464758302,138411.16419898643
1950,2,100039,Marine fishes not identified,Marine fishes nei,Industrial,Landings,Reported,193.11705445789622,2307.810464758302,138411.16419898643
1950,2,100039,Marine fishes not identified,Marine fishes nei,Industrial,Landings,Unreported,2114.6317463139635,2307.810464758302,138411.16419898643
1950,2,100239,Marine groundfishes not identified,Groundfishes,Industrial,Discards,Unreported,317.6775545832393,1328.645334670326,138411.16419898643
1950,2,100239,Marine groundfishes not identified,Groundfishes,Industrial,Landings,Unreported,1010.9677800870868,1328.645334670326,138411.16419898643
1950,2,290004,Bivalvia,Clams,Industrial,Landings,Unreported,433.38369492234705,433.38369492234705,138411.16419898643
1950,2,300061,Pleuronectiformes,Flatfishes,Industrial,Landings,Reported,2432.3678222015715,2432.3678222015715,138411.16419898643
1950,2,390013,Decapoda,"Crabs, lobsters, shrimps",Industrial,Landings,Reported,74.4394502689946,74.4394502689946,138411.16419898643
1950,2,400019,Rajidae,Stingrays,Industrial,Landings,Reported,98.76317202147445,98.76317202147445,138411.16419898643
1950,2,400416,Scombridae,"Mackerels, tunas, bonitos",Industrial,Landings,Unreported,133.3716067153658,133.3716067153658,138411.16419898643
1950,2,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",Industrial,Landings,Unreported,45.27523278759292,45.27523278759292,138411.16419898643
1950,2,490097,Brachyura,Marine crabs,Industrial,Landings,Unreported,159.41243933019302,159.41243933019302,138411.16419898643
1950,2,490143,Ostreidae,True oysters,Industrial,Landings,Unreported,948.750278312517,948.750278312517,138411.16419898643
1950,2,600239,Oncorhynchus mykiss,Rainbow trout,Industrial,Landings,Unreported,46.72620012127919,51.66783154820957,138411.16419898643
1950,2,600239,Oncorhynchus mykiss,Rainbow trout,Subsistence,Landings,Unreported,4.941631426930379,51.66783154820957,138411.16419898643
1950,2,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Discards,Unreported,254.21247137577623,16017.476460388421,138411.16419898643
1950,2,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Landings,Reported,7443.341161882729,16017.476460388421,138411.16419898643
1950,2,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Landings,Unreported,7452.289440875155,16017.476460388421,138411.16419898643
1950,2,600240,Oncorhynchus gorbuscha,Pink salmon,Recreational,Landings,Unreported,865.4062378485335,16017.476460388421,138411.16419898643
1950,2,600240,Oncorhynchus gorbuscha,Pink salmon,Subsistence,Landings,Unreported,2.2271484062278435,16017.476460388421,138411.16419898643
1950,2,600241,Oncorhynchus keta,Chum salmon,Industrial,Discards,Unreported,240.01819239798047,27349.702409751684,138411.16419898643
1950,2,600241,Oncorhynchus keta,Chum salmon,Industrial,Landings,Reported,13111.767718250829,27349.702409751684,138411.16419898643
1950,2,600241,Oncorhynchus keta,Chum salmon,Industrial,Landings,Unreported,13111.403502480878,27349.702409751684,138411.16419898643
1950,2,600241,Oncorhynchus keta,Chum salmon,Recreational,Landings,Unreported,764.4742372433149,27349.702409751684,138411.16419898643
1950,2,600241,Oncorhynchus keta,Chum salmon,Subsistence,Landings,Unreported,122.03875937868183,27349.702409751684,138411.16419898643
1950,2,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Discards,Unreported,50.307042472574246,4971.316282041233,138411.16419898643
1950,2,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Landings,Reported,2165.31930383572,4971.316282041233,138411.16419898643
1950,2,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Landings,Unreported,2170.2034827165526,4971.316282041233,138411.16419898643
1950,2,600243,Oncorhynchus nerka,Sockeye salmon,Recreational,Landings,Unreported,424.69049661447076,4971.316282041233,138411.16419898643
1950,2,600243,Oncorhynchus nerka,Sockeye salmon,Subsistence,Landings,Unreported,160.79595640191545,4971.316282041233,138411.16419898643
1950,2,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Discards,Unreported,49.081103898560514,4978.163862821397,138411.16419898643
1950,2,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Landings,Reported,2197.6613685922616,4978.163862821397,138411.16419898643
1950,2,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Landings,Unreported,2240.515765279811,4978.163862821397,138411.16419898643
1950,2,600244,Oncorhynchus tshawytscha,Chinook salmon,Recreational,Landings,Unreported,445.4514005090259,4978.163862821397,138411.16419898643
1950,2,600244,Oncorhynchus tshawytscha,Chinook salmon,Subsistence,Landings,Unreported,45.45422454173734,4978.163862821397,138411.16419898643
1950,2,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Discards,Unreported,128.53755399341165,7386.349743234253,138411.16419898643
1950,2,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Landings,Reported,3486.3610535199323,7386.349743234253,138411.16419898643
1950,2,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Landings,Unreported,3320.846942898279,7386.349743234253,138411.16419898643
1950,2,600245,Oncorhynchus kisutch,Coho salmon,Recreational,Landings,Unreported,416.80887836093285,7386.349743234253,138411.16419898643
1950,2,600245,Oncorhynchus kisutch,Coho salmon,Subsistence,Landings,Unreported,33.79531446169725,7386.349743234253,138411.16419898643
1950,2,600255,Hypomesus pretiosus,Surf smelt,Industrial,Landings,Reported,32.261720630593345,42.26285402607728,138411.16419898643
1950,2,600255,Hypomesus pretiosus,Surf smelt,Industrial,Landings,Unreported,10.001133395483937,42.26285402607728,138411.16419898643
1950,2,600256,Thaleichthys pacificus,Eulachon,Industrial,Landings,Unreported,11.048378823133337,34.37358980999765,138411.16419898643
1950,2,600256,Thaleichthys pacificus,Eulachon,Subsistence,Landings,Reported,23.32521098686431,34.37358980999765,138411.16419898643
1950,2,600308,Gadus macrocephalus,Pacific cod,Industrial,Landings,Reported,1185.403284702138,1185.403284702138,138411.16419898643
1950,2,600318,Theragra chalcogramma,Alaska pollock,Industrial,Landings,Unreported,0.4829929673080396,0.4829929673080396,138411.16419898643
1950,2,600509,Ophiodon elongatus,Lingcod,Artisanal,Landings,Reported,521.9468123524099,1666.8818845167857,138411.16419898643
1950,2,600509,Ophiodon elongatus,Lingcod,Industrial,Landings,Unreported,1144.9350721643757,1666.8818845167857,138411.16419898643
1950,2,600512,Anoplopoma fimbria,Sablefish,Industrial,Landings,Reported,195.1154497820482,511.20247842896623,138411.16419898643
1950,2,600512,Anoplopoma fimbria,Sablefish,Industrial,Landings,Unreported,316.08702864691804,511.20247842896623,138411.16419898643
1950,2,600514,Hippoglossus stenolepis,Pacific halibut,Industrial,Landings,Reported,3808.0333906106275,7591.270284724255,138411.16419898643
1950,2,600514,Hippoglossus stenolepis,Pacific halibut,Industrial,Landings,Unreported,3783.236894113628,7591.270284724255,138411.16419898643
1950,2,600517,Atheresthes stomias,Arrowtooth flounder,Industrial,Landings,Reported,98.6840323816728,98.6840323816728,138411.16419898643
1950,2,601520,Clupea pallasii pallasii,Pacific herring,Industrial,Landings,Reported,30137.01179819826,57074.45243809862,138411.16419898643
1950,2,601520,Clupea pallasii pallasii,Pacific herring,Industrial,Landings,Unreported,26937.44063990036,57074.45243809862,138411.16419898643
1950,2,690064,Saxidomus gigantea,Butter clam,Artisanal,Landings,Reported,879.0391181787985,879.0391181787985,138411.16419898643
1950,2,690115,Cancer magister,Dungeness crab,Industrial,Landings,Reported,515.7860276875834,515.7860276875834,138411.16419898643
1950,2,690283,Crassostrea gigas,Pacific cupped oyster,Industrial,Landings,Reported,94.4291276903553,94.4291276903553,138411.16419898643
1950,3,100039,Marine fishes not identified,Marine fishes nei,Artisanal,Landings,Reported,0.03601857144213563,811.5325913055876,42660.403328898596
1950,3,100039,Marine fishes not identified,Marine fishes nei,Industrial,Landings,Reported,67.90766299030507,811.5325913055876,42660.403328898596
1950,3,100039,Marine fishes not identified,Marine fishes nei,Industrial,Landings,Unreported,743.5889097438404,811.5325913055876,42660.403328898596
1950,3,100239,Marine groundfishes not identified,Groundfishes,Industrial,Discards,Unreported,111.70810561905184,467.2047213732988,42660.403328898596
1950,3,100239,Marine groundfishes not identified,Groundfishes,Industrial,Landings,Unreported,355.496615754247,467.2047213732988,42660.403328898596
1950,3,290004,Bivalvia,Clams,Industrial,Landings,Unreported,98.91882584800392,98.91882584800392,42660.403328898596
1950,3,300061,Pleuronectiformes,Flatfishes,Industrial,Landings,Reported,471.4288449804283,471.4288449804283,42660.403328898596
1950,3,390013,Decapoda,"Crabs, lobsters, shrimps",Industrial,Landings,Reported,12.744677862963165,12.744677862963165,42660.403328898596
1950,3,400019,Rajidae,Stingrays,Industrial,Landings,Reported,17.52170251937035,17.52170251937035,42660.403328898596
1950,3,400416,Scombridae,"Mackerels, tunas, bonitos",Industrial,Landings,Unreported,59.593905848372174,59.593905848372174,42660.403328898596
1950,3,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",Industrial,Landings,Unreported,9.550681666060099,9.550681666060099,42660.403328898596
1950,3,490097,Brachyura,Marine crabs,Industrial,Landings,Unreported,23.951848369715652,23.951848369715652,42660.403328898596
1950,3,490143,Ostreidae,True oysters,Industrial,Landings,Unreported,249.08609093608015,249.08609093608015,42660.403328898596
1950,3,600239,Oncorhynchus mykiss,Rainbow trout,Industrial,Landings,Unreported,14.82030573226149,17.595637042863334,42660.403328898596
1950,3,600239,Oncorhynchus mykiss,Rainbow trout,Subsistence,Landings,Unreported,2.775331310601844,17.595637042863334,42660.403328898596
1950,3,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Discards,Unreported,58.71413809236518,3818.0294297634837,42660.403328898596
1950,3,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Landings,Reported,1719.1499633444523,3818.0294297634837,42660.403328898596
1950,3,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Landings,Unreported,1721.2167010053038,3818.0294297634837,42660.403328898596
1950,3,600240,Oncorhynchus gorbuscha,Pink salmon,Recreational,Landings,Unreported,318.1299106395696,3818.0294297634837,42660.403328898596
1950,3,600240,Oncorhynchus gorbuscha,Pink salmon,Subsistence,Landings,Unreported,0.8187166817930099,3818.0294297634837,42660.403328898596
1950,3,600241,Oncorhynchus keta,Chum salmon,Industrial,Discards,Unreported,64.69981039401806,7541.491766494453,42660.403328898596
1950,3,600241,Oncorhynchus keta,Chum salmon,Industrial,Landings,Reported,3534.4357726625954,7541.491766494453,42660.403328898596
1950,3,600241,Oncorhynchus keta,Chum salmon,Industrial,Landings,Unreported,3534.337593891132,7541.491766494453,42660.403328898596
1950,3,600241,Oncorhynchus keta,Chum salmon,Recreational,Landings,Unreported,351.8501152418105,7541.491766494453,42660.403328898596
1950,3,600241,Oncorhynchus keta,Chum salmon,Subsistence,Landings,Unreported,56.1684743048969,7541.491766494453,42660.403328898596
1950,3,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Discards,Unreported,18.096251002865948,1892.9865677498806,42660.403328898596
1950,3,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Landings,Reported,778.9001240715764,1892.9865677498806,42660.403328898596
1950,3,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Landings,Unreported,780.6570416446701,1892.9865677498806,42660.403328898596
1950,3,600243,Oncorhynchus nerka,Sockeye salmon,Recreational,Landings,Unreported,228.7311547864538,1892.9865677498806,42660.403328898596
1950,3,600243,Oncorhynchus nerka,Sockeye salmon,Subsistence,Landings,Unreported,86.60199624431436,1892.9865677498806,42660.403328898596
1950,3,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Discards,Unreported,14.215328066762419,1517.9931506811495,42660.403328898596
1950,3,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Landings,Reported,636.507226869959,1517.9931506811495,42660.403328898596
1950,3,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Landings,Unreported,648.9191177939233,1517.9931506811495,42660.403328898596
1950,3,600244,Oncorhynchus tshawytscha,Chinook salmon,Recreational,Landings,Unreported,198.13374851064327,1517.9931506811495,42660.403328898596
1950,3,600244,Oncorhynchus tshawytscha,Chinook salmon,Subsistence,Landings,Unreported,20.217729439861557,1517.9931506811495,42660.403328898596
1950,3,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Discards,Unreported,36.07024037236593,2155.7425120434114,42660.403328898596
1950,3,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Landings,Reported,978.3435059901991,2155.7425120434114,42660.403328898596
1950,3,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Landings,Unreported,931.8968950997553,2155.7425120434114,42660.403328898596
1950,3,600245,Oncorhynchus kisutch,Coho salmon,Recreational,Landings,Unreported,193.7244802875094,2155.7425120434114,42660.403328898596
1950,3,600245,Oncorhynchus kisutch,Coho salmon,Subsistence,Landings,Unreported,15.707390293581843,2155.7425120434114,42660.403328898596
1950,3,600255,Hypomesus pretiosus,Surf smelt,Industrial,Landings,Reported,9.920679515591745,12.996090165425187,42660.403328898596
1950,3,600255,Hypomesus pretiosus,Surf smelt,Industrial,Landings,Unreported,3.075410649833441,12.996090165425187,42660.403328898596
1950,3,600256,Thaleichthys pacificus,Eulachon,Industrial,Landings,Unreported,5.224741687383292,22.468241957874607,42660.403328898596
1950,3,600256,Thaleichthys pacificus,Eulachon,Subsistence,Landings,Reported,17.243500270491314,22.468241957874607,42660.403328898596
1950,3,600308,Gadus macrocephalus,Pacific cod,Industrial,Landings,Reported,204.04333037635956,204.04333037635956,42660.403328898596
1950,3,600318,Theragra chalcogramma,Alaska pollock,Industrial,Landings,Unreported,0.12108582003239313,0.12108582003239313,42660.403328898596
1950,3,600509,Ophiodon elongatus,Lingcod,Artisanal,Landings,Reported,252.09009564035952,504.94368616052134,42660.403328898596
1950,3,600509,Ophiodon elongatus,Lingcod,Industrial,Landings,Unreported,252.8535905201618,504.94368616052134,42660.403328898596
1950,3,600512,Anoplopoma fimbria,Sablefish,Industrial,Landings,Reported,29.19641446044826,76.49460588637444,42660.403328898596
1950,3,600512,Anoplopoma fimbria,Sablefish,Industrial,Landings,Unreported,47.298191425926184,76.49460588637444,42660.403328898596
1950,3,600514,Hippoglossus stenolepis,Pacific halibut,Industrial,Landings,Reported,829.7609288258656,1654.1187632314698,42660.403328898596
1950,3,600514,Hippoglossus stenolepis,Pacific halibut,Industrial,Landings,Unreported,824.3578344056042,1654.1187632314698,42660.403328898596
1950,3,600517,Atheresthes stomias,Arrowtooth flounder,Industrial,Landings,Reported,46.73321647208433,46.73321647208433,42660.403328898596
1950,3,601520,Clupea pallasii pallasii,Pacific herring,Industrial,Landings,Reported,10886.374734208686,20616.97029391808,42660.403328898596
1950,3,601520,Clupea pallasii pallasii,Pacific herring,Industrial,Landings,Unreported,9730.595559709393,20616.97029391808,42660.403328898596
1950,3,690064,Saxidomus gigantea,Butter clam,Artisanal,Landings,Reported,278.471298142346,278.471298142346,42660.403328898596
1950,3,690115,Cancer magister,Dungeness crab,Industrial,Landings,Reported,36.928282313783924,36.928282313783924,42660.403328898596
1950,3,690283,Crassostrea gigas,Pacific cupped oyster,Industrial,Landings,Reported,40.741479969119574,40.741479969119574,42660.403328898596
1950,4,100039,Marine fishes not identified,Marine fishes nei,Artisanal,Landings,Reported,0.02735652764840398,640.3695566925311,38546.46846320285
1950,4,100039,Marine fishes not identified,Marine fishes nei,Industrial,Landings,Reported,53.585121352709855,640.3695566925311,38546.46846320285
1950,4,100039,Marine fishes not identified,Marine fishes nei,Industrial,Landings,Unreported,586.7570788121728,640.3695566925311,38546.46846320285
1950,4,100239,Marine groundfishes not identified,Groundfishes,Industrial,Discards,Unreported,88.14752462520771,368.6656349066438,38546.46846320285
1950,4,100239,Marine groundfishes not identified,Groundfishes,Industrial,Landings,Unreported,280.51811028143607,368.6656349066438,38546.46846320285
1950,4,290004,Bivalvia,Clams,Industrial,Landings,Unreported,152.27000990445578,152.27000990445578,38546.46846320285
1950,4,300061,Pleuronectiformes,Flatfishes,Industrial,Landings,Reported,532.5810248410961,532.5810248410961,38546.46846320285
1950,4,390013,Decapoda,"Crabs, lobsters, shrimps",Industrial,Landings,Reported,20.602034858647922,20.602034858647922,38546.46846320285
1950,4,400019,Rajidae,Stingrays,Industrial,Landings,Reported,18.73232476863271,18.73232476863271,38546.46846320285
1950,4,400416,Scombridae,"Mackerels, tunas, bonitos",Industrial,Landings,Unreported,40.41983634397674,40.41983634397674,38546.46846320285
1950,4,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",Industrial,Landings,Unreported,11.272184146765285,11.272184146765285,38546.46846320285
1950,4,490097,Brachyura,Marine crabs,Industrial,Landings,Unreported,57.839436762141915,57.839436762141915,38546.46846320285
1950,4,490143,Ostreidae,True oysters,Industrial,Landings,Unreported,335.43715595142186,335.43715595142186,38546.46846320285
1950,4,600239,Oncorhynchus mykiss,Rainbow trout,Industrial,Landings,Unreported,18.88624083914675,21.805233522676204,38546.46846320285
1950,4,600239,Oncorhynchus mykiss,Rainbow trout,Subsistence,Landings,Unreported,2.918992683529451,21.805233522676204,38546.46846320285
1950,4,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Discards,Unreported,66.34256824197534,4251.518396645381,38546.46846320285
1950,4,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Landings,Reported,1942.510398125038,4251.518396645381,38546.46846320285
1950,4,600240,Oncorhynchus gorbuscha,Pink salmon,Industrial,Landings,Unreported,1944.8456565271556,4251.518396645381,38546.46846320285
1950,4,600240,Oncorhynchus gorbuscha,Pink salmon,Recreational,Landings,Unreported,297.05529321719644,4251.518396645381,38546.46846320285
1950,4,600240,Oncorhynchus gorbuscha,Pink salmon,Subsistence,Landings,Unreported,0.7644805340148437,4251.518396645381,38546.46846320285
1950,4,600241,Oncorhynchus keta,Chum salmon,Industrial,Discards,Unreported,81.07845970169684,9360.968444990021,38546.46846320285
1950,4,600241,Oncorhynchus keta,Chum salmon,Industrial,Landings,Reported,4429.172305403773,9360.968444990021,38546.46846320285
1950,4,600241,Oncorhynchus keta,Chum salmon,Industrial,Landings,Unreported,4429.049272839734,9360.968444990021,38546.46846320285
1950,4,600241,Oncorhynchus keta,Chum salmon,Recreational,Landings,Unreported,363.6208776109354,9360.968444990021,38546.46846320285
1950,4,600241,Oncorhynchus keta,Chum salmon,Subsistence,Landings,Unreported,58.04752943388234,9360.968444990021,38546.46846320285
1950,4,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Discards,Unreported,9.06447460670941,962.8485085587287,38546.46846320285
1950,4,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Landings,Reported,390.1537613891105,962.8485085587287,38546.46846320285
1950,4,600243,Oncorhynchus nerka,Sockeye salmon,Industrial,Landings,Unreported,391.03380746743187,962.8485085587287,38546.46846320285
1950,4,600243,Oncorhynchus nerka,Sockeye salmon,Recreational,Landings,Unreported,125.19517419688064,962.8485085587287,38546.46846320285
1950,4,600243,Oncorhynchus nerka,Sockeye salmon,Subsistence,Landings,Unreported,47.40129089859624,962.8485085587287,38546.46846320285
1950,4,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Discards,Unreported,15.975185838509837,1671.0405036139957,38546.46846320285
1950,4,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Landings,Reported,715.3068285899926,1671.0405036139957,38546.46846320285
1950,4,600244,Oncorhynchus tshawytscha,Chinook salmon,Industrial,Landings,Unreported,729.2553117474976,1671.0405036139957,38546.46846320285
1950,4,600244,Oncorhynchus tshawytscha,Chinook salmon,Recreational,Landings,Unreported,191.01214249003309,1671.0405036139957,38546.46846320285
1950,4,600244,Oncorhynchus tshawytscha,Chinook salmon,Subsistence,Landings,Unreported,19.49103494796256,1671.0405036139957,38546.46846320285
1950,4,600245,Oncorhynchus kisutch,Coho salmon,Industrial,Discards,Unreported,45.504498611320294,2673.2453948131124,38546.46846320285
