year,rgn_id,taxonkey,taxonsciname,taxoncomname,rgn_taxon_total,rgn_total
1950,1,100039,Marine fishes not identified,Marine fishes nei,1000.7429863906042,45737.4638426516
1950,1,100239,Marine groundfishes not identified,Groundfishes,576.133491048974,45737.4638426516
1950,1,290004,Bivalvia,Clams,30.26758099865792,45737.4638426516
1950,1,300061,Pleuronectiformes,Flatfishes,42.01203718837918,45737.4638426516
1950,1,390013,Decapoda,"Crabs, lobsters, shrimps",0.7154918212539346,45737.4638426516
1950,1,400019,Rajidae,Stingrays,1.5341492561980874,45737.4638426516
1950,1,400416,Scombridae,"Mackerels, tunas, bonitos",38.83960200239405,45737.4638426516
1950,1,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",0.8778899310695433,45737.4638426516
1950,1,490097,Brachyura,Marine crabs,4.875133361678613,45737.4638426516
1950,1,490143,Ostreidae,True oysters,185.29005156189157,45737.4638426516
1950,1,600239,Oncorhynchus mykiss,Rainbow trout,22.78710991543133,45737.4638426516
1950,1,600240,Oncorhynchus gorbuscha,Pink salmon,6718.268169532797,45737.4638426516
1950,1,600241,Oncorhynchus keta,Chum salmon,10423.044015971727,45737.4638426516
1950,1,600243,Oncorhynchus nerka,Sockeye salmon,1810.2318723009869,45737.4638426516
1950,1,600244,Oncorhynchus tshawytscha,Chinook salmon,2100.2014432639635,45737.4638426516
1950,1,600245,Oncorhynchus kisutch,Coho salmon,2943.733529336599,45737.4638426516
1950,1,600255,Hypomesus pretiosus,Surf smelt,15.26387824142456,45737.4638426516
1950,1,600256,Thaleichthys pacificus,Eulachon,18.21197480611584,45737.4638426516
1950,1,600308,Gadus macrocephalus,Pacific cod,62.930482698700764,45737.4638426516
1950,1,600318,Theragra chalcogramma,Alaska pollock,6.44663257079201e-4,45737.4638426516
1950,1,600509,Ophiodon elongatus,Lingcod,335.1577545953961,45737.4638426516
1950,1,600512,Anoplopoma fimbria,Sablefish,11.694492776292595,45737.4638426516
1950,1,600514,Hippoglossus stenolepis,Pacific halibut,445.54497557443887,45737.4638426516
1950,1,600517,Atheresthes stomias,Arrowtooth flounder,45.606407580421816,45737.4638426516
1950,1,601520,Clupea pallasii pallasii,Pacific herring,18553.76373125935,45737.4638426516
1950,1,690064,Saxidomus gigantea,Butter clam,232.7716948488633,45737.4638426516
1950,1,690115,Cancer magister,Dungeness crab,82.89494044358783,45737.4638426516
1950,1,690283,Crassostrea gigas,Pacific cupped oyster,34.068311281147366,45737.4638426516
1950,2,100039,Marine fishes not identified,Marine fishes nei,2307.810464758302,138411.16419898643
1950,2,100239,Marine groundfishes not identified,Groundfishes,1328.645334670326,138411.16419898643
1950,2,290004,Bivalvia,Clams,433.38369492234705,138411.16419898643
1950,2,300061,Pleuronectiformes,Flatfishes,2432.3678222015715,138411.16419898643
1950,2,390013,Decapoda,"Crabs, lobsters, shrimps",74.4394502689946,138411.16419898643
1950,2,400019,Rajidae,Stingrays,98.76317202147445,138411.16419898643
1950,2,400416,Scombridae,"Mackerels, tunas, bonitos",133.3716067153658,138411.16419898643
1950,2,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",45.27523278759292,138411.16419898643
1950,2,490097,Brachyura,Marine crabs,159.41243933019302,138411.16419898643
1950,2,490143,Ostreidae,True oysters,948.750278312517,138411.16419898643
1950,2,600239,Oncorhynchus mykiss,Rainbow trout,51.66783154820957,138411.16419898643
1950,2,600240,Oncorhynchus gorbuscha,Pink salmon,16017.476460388421,138411.16419898643
1950,2,600241,Oncorhynchus keta,Chum salmon,27349.702409751684,138411.16419898643
1950,2,600243,Oncorhynchus nerka,Sockeye salmon,4971.316282041233,138411.16419898643
1950,2,600244,Oncorhynchus tshawytscha,Chinook salmon,4978.163862821397,138411.16419898643
1950,2,600245,Oncorhynchus kisutch,Coho salmon,7386.349743234253,138411.16419898643
1950,2,600255,Hypomesus pretiosus,Surf smelt,42.26285402607728,138411.16419898643
1950,2,600256,Thaleichthys pacificus,Eulachon,34.37358980999765,138411.16419898643
1950,2,600308,Gadus macrocephalus,Pacific cod,1185.403284702138,138411.16419898643
1950,2,600318,Theragra chalcogramma,Alaska pollock,0.4829929673080396,138411.16419898643
1950,2,600509,Ophiodon elongatus,Lingcod,1666.8818845167857,138411.16419898643
1950,2,600512,Anoplopoma fimbria,Sablefish,511.20247842896623,138411.16419898643
1950,2,600514,Hippoglossus stenolepis,Pacific halibut,7591.270284724255,138411.16419898643
1950,2,600517,Atheresthes stomias,Arrowtooth flounder,98.6840323816728,138411.16419898643
1950,2,601520,Clupea pallasii pallasii,Pacific herring,57074.45243809862,138411.16419898643
1950,2,690064,Saxidomus gigantea,Butter clam,879.0391181787985,138411.16419898643
1950,2,690115,Cancer magister,Dungeness crab,515.7860276875834,138411.16419898643
1950,2,690283,Crassostrea gigas,Pacific cupped oyster,94.4291276903553,138411.16419898643
1950,3,100039,Marine fishes not identified,Marine fishes nei,811.5325913055876,42660.403328898596
1950,3,100239,Marine groundfishes not identified,Groundfishes,467.2047213732988,42660.403328898596
1950,3,290004,Bivalvia,Clams,98.91882584800392,42660.403328898596
1950,3,300061,Pleuronectiformes,Flatfishes,471.4288449804283,42660.403328898596
1950,3,390013,Decapoda,"Crabs, lobsters, shrimps",12.744677862963165,42660.403328898596
1950,3,400019,Rajidae,Stingrays,17.52170251937035,42660.403328898596
1950,3,400416,Scombridae,"Mackerels, tunas, bonitos",59.593905848372174,42660.403328898596
1950,3,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",9.550681666060099,42660.403328898596
1950,3,490097,Brachyura,Marine crabs,23.951848369715652,42660.403328898596
1950,3,490143,Ostreidae,True oysters,249.08609093608015,42660.403328898596
1950,3,600239,Oncorhynchus mykiss,Rainbow trout,17.595637042863334,42660.403328898596
1950,3,600240,Oncorhynchus gorbuscha,Pink salmon,3818.0294297634837,42660.403328898596
1950,3,600241,Oncorhynchus keta,Chum salmon,7541.491766494453,42660.403328898596
1950,3,600243,Oncorhynchus nerka,Sockeye salmon,1892.9865677498806,42660.403328898596
1950,3,600244,Oncorhynchus tshawytscha,Chinook salmon,1517.9931506811495,42660.403328898596
1950,3,600245,Oncorhynchus kisutch,Coho salmon,2155.7425120434114,42660.403328898596
1950,3,600255,Hypomesus pretiosus,Surf smelt,12.996090165425187,42660.403328898596
1950,3,600256,Thaleichthys pacificus,Eulachon,22.468241957874607,42660.403328898596
1950,3,600308,Gadus macrocephalus,Pacific cod,204.04333037635956,42660.403328898596
1950,3,600318,Theragra chalcogramma,Alaska pollock,0.12108582003239313,42660.403328898596
1950,3,600509,Ophiodon elongatus,Lingcod,504.94368616052134,42660.403328898596
1950,3,600512,Anoplopoma fimbria,Sablefish,76.49460588637444,42660.403328898596
1950,3,600514,Hippoglossus stenolepis,Pacific halibut,1654.1187632314698,42660.403328898596
1950,3,600517,Atheresthes stomias,Arrowtooth flounder,46.73321647208433,42660.403328898596
1950,3,601520,Clupea pallasii pallasii,Pacific herring,20616.97029391808,42660.403328898596
1950,3,690064,Saxidomus gigantea,Butter clam,278.471298142346,42660.403328898596
1950,3,690115,Cancer magister,Dungeness crab,36.928282313783924,42660.403328898596
1950,3,690283,Crassostrea gigas,Pacific cupped oyster,40.741479969119574,42660.403328898596
1950,4,100039,Marine fishes not identified,Marine fishes nei,640.3695566925311,38546.46846320285
1950,4,100239,Marine groundfishes not identified,Groundfishes,368.6656349066438,38546.46846320285
