year,rgn_id,taxonkey,taxonsciname,taxoncomname,rgn_taxon_total,rgn_total
1950,4,290004,Bivalvia,Clams,152.27000990445578,38546.46846320285
1950,4,300061,Pleuronectiformes,Flatfishes,532.5810248410961,38546.46846320285
1950,4,390013,Decapoda,"Crabs, lobsters, shrimps",20.602034858647922,38546.46846320285
1950,4,400019,Rajidae,Stingrays,18.73232476863271,38546.46846320285
1950,4,400416,Scombridae,"Mackerels, tunas, bonitos",40.41983634397674,38546.46846320285
1950,4,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",11.272184146765285,38546.46846320285
1950,4,490097,Brachyura,Marine crabs,57.839436762141915,38546.46846320285
1950,4,490143,Ostreidae,True oysters,335.43715595142186,38546.46846320285
1950,4,600239,Oncorhynchus mykiss,Rainbow trout,21.805233522676204,38546.46846320285
1950,4,600240,Oncorhynchus gorbuscha,Pink salmon,4251.518396645381,38546.46846320285
1950,4,600241,Oncorhynchus keta,Chum salmon,9360.968444990021,38546.46846320285
1950,4,600243,Oncorhynchus nerka,Sockeye salmon,962.8485085587287,38546.46846320285
1950,4,600244,Oncorhynchus tshawytscha,Chinook salmon,1671.0405036139957,38546.46846320285
1950,4,600245,Oncorhynchus kisutch,Coho salmon,2673.2453948131124,38546.46846320285
1950,4,600255,Hypomesus pretiosus,Surf smelt,17.628683824080507,38546.46846320285
1950,4,600256,Thaleichthys pacificus,Eulachon,14.562327596428448,38546.46846320285
1950,4,600308,Gadus macrocephalus,Pacific cod,571.6821061976767,38546.46846320285
1950,4,600318,Theragra chalcogramma,Alaska pollock,0.18024382489595142,38546.46846320285
1950,4,600509,Ophiodon elongatus,Lingcod,1161.3814900771108,38546.46846320285
1950,4,600512,Anoplopoma fimbria,Sablefish,145.94305803640296,38546.46846320285
1950,4,600514,Hippoglossus stenolepis,Pacific halibut,3703.142192306255,38546.46846320285
1950,4,600517,Atheresthes stomias,Arrowtooth flounder,34.52225034863403,38546.46846320285
1950,4,601520,Clupea pallasii pallasii,Pacific herring,11436.3369613532,38546.46846320285
1950,4,690064,Saxidomus gigantea,Butter clam,262.28830439209696,38546.46846320285
1950,4,690115,Cancer magister,Dungeness crab,51.64661243523198,38546.46846320285
1950,4,690283,Crassostrea gigas,Pacific cupped oyster,27.53855149061326,38546.46846320285
1950,5,100039,Marine fishes not identified,Marine fishes nei,1578.9701595964284,58654.075145296025
1950,5,100239,Marine groundfishes not identified,Groundfishes,909.0342663484715,58654.075145296025
1950,5,290004,Bivalvia,Clams,304.1090979618592,58654.075145296025
1950,5,300061,Pleuronectiformes,Flatfishes,61.823614706186774,58654.075145296025
1950,5,390013,Decapoda,"Crabs, lobsters, shrimps",41.33533901276904,58654.075145296025
1950,5,400019,Rajidae,Stingrays,2.2390056419257838,58654.075145296025
1950,5,400416,Scombridae,"Mackerels, tunas, bonitos",112.85104003394994,58654.075145296025
1950,5,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",1.2977355770257923,58654.075145296025
1950,5,490097,Brachyura,Marine crabs,128.2765013009216,58654.075145296025
1950,5,490143,Ostreidae,True oysters,317.78082288115843,58654.075145296025
1950,5,600239,Oncorhynchus mykiss,Rainbow trout,30.762330505398424,58654.075145296025
1950,5,600240,Oncorhynchus gorbuscha,Pink salmon,4849.610238638388,58654.075145296025
1950,5,600241,Oncorhynchus keta,Chum salmon,11907.542289605184,58654.075145296025
1950,5,600243,Oncorhynchus nerka,Sockeye salmon,2057.3754010786015,58654.075145296025
1950,5,600244,Oncorhynchus tshawytscha,Chinook salmon,2029.1241500145395,58654.075145296025
1950,5,600245,Oncorhynchus kisutch,Coho salmon,3552.4483856337347,58654.075145296025
1950,5,600255,Hypomesus pretiosus,Surf smelt,25.05361076116766,58654.075145296025
1950,5,600256,Thaleichthys pacificus,Eulachon,33.03322298788044,58654.075145296025
1950,5,600308,Gadus macrocephalus,Pacific cod,109.01695373525375,58654.075145296025
1950,5,600318,Theragra chalcogramma,Alaska pollock,0.0026752055523024286,58654.075145296025
1950,5,600509,Ophiodon elongatus,Lingcod,847.6381186364271,58654.075145296025
1950,5,600512,Anoplopoma fimbria,Sablefish,21.313000896136735,58654.075145296025
1950,5,600514,Hippoglossus stenolepis,Pacific halibut,731.884352566819,58654.075145296025
1950,5,600517,Atheresthes stomias,Arrowtooth flounder,39.24996597138254,58654.075145296025
1950,5,601520,Clupea pallasii pallasii,Pacific herring,28798.738076071226,58654.075145296025
1950,5,690064,Saxidomus gigantea,Butter clam,62.480759296051694,58654.075145296025
1950,5,690115,Cancer magister,Dungeness crab,33.220457284323444,58654.075145296025
1950,5,690283,Crassostrea gigas,Pacific cupped oyster,67.86357334726533,58654.075145296025
1950,6,100039,Marine fishes not identified,Marine fishes nei,346.99763371052444,14418.862818034986
1950,6,100239,Marine groundfishes not identified,Groundfishes,199.7666130154584,14418.862818034986
1950,6,290004,Bivalvia,Clams,1.5437606981845013,14418.862818034986
1950,6,300061,Pleuronectiformes,Flatfishes,2.208118905323298,14418.862818034986
1950,6,390013,Decapoda,"Crabs, lobsters, shrimps",0.03617332519357905,14418.862818034986
1950,6,400019,Rajidae,Stingrays,0.0796462442760043,14418.862818034986
1950,6,400416,Scombridae,"Mackerels, tunas, bonitos",12.84557155077421,14418.862818034986
1950,6,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",0.04621718997333299,14418.862818034986
1950,6,490097,Brachyura,Marine crabs,0.14762011188906074,14418.862818034986
1950,6,490143,Ostreidae,True oysters,24.417192250511253,14418.862818034986
1950,6,600239,Oncorhynchus mykiss,Rainbow trout,12.509697901022957,14418.862818034986
1950,6,600240,Oncorhynchus gorbuscha,Pink salmon,1983.7727820614928,14418.862818034986
1950,6,600241,Oncorhynchus keta,Chum salmon,4815.248301086737,14418.862818034986
1950,6,600243,Oncorhynchus nerka,Sockeye salmon,258.5782764501007,14418.862818034986
1950,6,600244,Oncorhynchus tshawytscha,Chinook salmon,854.8337001813953,14418.862818034986
1950,6,600245,Oncorhynchus kisutch,Coho salmon,1423.215847283365,14418.862818034986
1950,6,600255,Hypomesus pretiosus,Surf smelt,9.807977257165785,14418.862818034986
1950,6,600256,Thaleichthys pacificus,Eulachon,7.705572610356402,14418.862818034986
1950,6,600308,Gadus macrocephalus,Pacific cod,2.6277071302875514,14418.862818034986
1950,6,600509,Ophiodon elongatus,Lingcod,30.27435206168696,14418.862818034986
1950,6,600512,Anoplopoma fimbria,Sablefish,0.5853517654651803,14418.862818034986
1950,6,600514,Hippoglossus stenolepis,Pacific halibut,16.588351367222103,14418.862818034986
1950,6,600517,Atheresthes stomias,Arrowtooth flounder,16.027286769205343,14418.862818034986
1950,6,601520,Clupea pallasii pallasii,Pacific herring,4257.945847912685,14418.862818034986
1950,6,690064,Saxidomus gigantea,Butter clam,73.585845416259,14418.862818034986
1950,6,690115,Cancer magister,Dungeness crab,55.98414393742856,14418.862818034986
1950,6,690283,Crassostrea gigas,Pacific cupped oyster,11.483229841002585,14418.862818034986
1950,7,100039,Marine fishes not identified,Marine fishes nei,254.52966331653312,222865.46958877725
1950,7,100239,Marine groundfishes not identified,Groundfishes,146.54049529438382,222865.46958877725
1950,7,290004,Bivalvia,Clams,180.09741613023826,222865.46958877725
1950,7,300061,Pleuronectiformes,Flatfishes,1339.8888124613384,222865.46958877725
1950,7,390013,Decapoda,"Crabs, lobsters, shrimps",49.829419060519804,222865.46958877725
1950,7,400019,Rajidae,Stingrays,60.482655225598926,222865.46958877725
1950,7,400416,Scombridae,"Mackerels, tunas, bonitos",570.2493856865344,222865.46958877725
1950,7,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",23.310376480151607,222865.46958877725
1950,7,490097,Brachyura,Marine crabs,77.40647231041179,222865.46958877725
1950,7,490143,Ostreidae,True oysters,180.13588322986473,222865.46958877725
1950,7,600239,Oncorhynchus mykiss,Rainbow trout,5.476146881333348,222865.46958877725
1950,7,600240,Oncorhynchus gorbuscha,Pink salmon,1277.3227473440013,222865.46958877725
1950,7,600241,Oncorhynchus keta,Chum salmon,2624.5371861396457,222865.46958877725
1950,7,600243,Oncorhynchus nerka,Sockeye salmon,16324.83538404342,222865.46958877725
1950,7,600244,Oncorhynchus tshawytscha,Chinook salmon,472.0770660153655,222865.46958877725
1950,7,600245,Oncorhynchus kisutch,Coho salmon,721.2977787984476,222865.46958877725
1950,7,600255,Hypomesus pretiosus,Surf smelt,4.792414694365354,222865.46958877725
1950,7,600256,Thaleichthys pacificus,Eulachon,91.00422540743261,222865.46958877725
1950,7,600308,Gadus macrocephalus,Pacific cod,438.90081716080675,222865.46958877725
1950,7,600318,Theragra chalcogramma,Alaska pollock,0.21198250674422228,222865.46958877725
1950,7,600509,Ophiodon elongatus,Lingcod,367.08487301026264,222865.46958877725
1950,7,600512,Anoplopoma fimbria,Sablefish,275.3778332537387,222865.46958877725
1950,7,600514,Hippoglossus stenolepis,Pacific halibut,2823.0027644471443,222865.46958877725
1950,7,600517,Atheresthes stomias,Arrowtooth flounder,8.293197168016741,222865.46958877725
1950,7,601520,Clupea pallasii pallasii,Pacific herring,194533.65189543425,222865.46958877725
1950,7,690283,Crassostrea gigas,Pacific cupped oyster,15.132697276715263,222865.46958877725
1950,8,100039,Marine fishes not identified,Marine fishes nei,228.53428727267854,9376.58067767506
1950,8,100239,Marine groundfishes not identified,Groundfishes,131.57038171729226,9376.58067767506
1950,8,290004,Bivalvia,Clams,12.409613536253069,9376.58067767506
1950,8,300061,Pleuronectiformes,Flatfishes,17.68972471567571,9376.58067767506
1950,8,390013,Decapoda,"Crabs, lobsters, shrimps",0.2974137896579737,9376.58067767506
1950,8,400019,Rajidae,Stingrays,0.6473443225236557,9376.58067767506
1950,8,400416,Scombridae,"Mackerels, tunas, bonitos",9.158066472179323,9376.58067767506
1950,8,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",0.3696822213613679,9376.58067767506
1950,8,490097,Brachyura,Marine crabs,2.0905484530482243,9376.58067767506
1950,8,490143,Ostreidae,True oysters,56.10252487655561,9376.58067767506
1950,8,600239,Oncorhynchus mykiss,Rainbow trout,4.382418549936073,9376.58067767506
1950,8,600240,Oncorhynchus gorbuscha,Pink salmon,1054.0120021563307,9376.58067767506
1950,8,600241,Oncorhynchus keta,Chum salmon,1956.374309035195,9376.58067767506
1950,8,600243,Oncorhynchus nerka,Sockeye salmon,373.6353015234845,9376.58067767506
1950,8,600244,Oncorhynchus tshawytscha,Chinook salmon,354.3025867856633,9376.58067767506
1950,8,600245,Oncorhynchus kisutch,Coho salmon,557.2534782983785,9376.58067767506
1950,8,600255,Hypomesus pretiosus,Surf smelt,3.1865949471683006,9376.58067767506
1950,8,600256,Thaleichthys pacificus,Eulachon,3.720560030255688,9376.58067767506
1950,8,600308,Gadus macrocephalus,Pacific cod,25.39531799877721,9376.58067767506
1950,8,600318,Theragra chalcogramma,Alaska pollock,3.7501221001201394e-4,9376.58067767506
1950,8,600509,Ophiodon elongatus,Lingcod,110.6378409418096,9376.58067767506
1950,8,600512,Anoplopoma fimbria,Sablefish,5.3891789566233195,9376.58067767506
1950,8,600514,Hippoglossus stenolepis,Pacific halibut,178.4483157823932,9376.58067767506
1950,8,600517,Atheresthes stomias,Arrowtooth flounder,10.870479209274333,9376.58067767506
1950,8,601520,Clupea pallasii pallasii,Pacific herring,4241.525920076763,9376.58067767506
1950,8,690064,Saxidomus gigantea,Butter clam,6.741588933511094,9376.58067767506
1950,8,690115,Cancer magister,Dungeness crab,23.1060270122414,9376.58067767506
1950,8,690283,Crassostrea gigas,Pacific cupped oyster,8.728795047819125,9376.58067767506
1951,1,100039,Marine fishes not identified,Marine fishes nei,1482.249901148104,48712.10759001458
1951,1,100239,Marine groundfishes not identified,Groundfishes,715.282011052808,48712.10759001458
1951,1,290004,Bivalvia,Clams,20.857466167755145,48712.10759001458
1951,1,300061,Pleuronectiformes,Flatfishes,42.96373843897308,48712.10759001458
1951,1,390013,Decapoda,"Crabs, lobsters, shrimps",1.5204201201646113,48712.10759001458
1951,1,400019,Rajidae,Stingrays,4.241922693387712,48712.10759001458
1951,1,400416,Scombridae,"Mackerels, tunas, bonitos",3.3347133032358527,48712.10759001458
1951,1,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",3.606982542872689,48712.10759001458
1951,1,490097,Brachyura,Marine crabs,8.76235423596861,48712.10759001458
1951,1,490143,Ostreidae,True oysters,269.6668012065318,48712.10759001458
1951,1,600239,Oncorhynchus mykiss,Rainbow trout,27.126140021993788,48712.10759001458
1951,1,600240,Oncorhynchus gorbuscha,Pink salmon,9698.502464630088,48712.10759001458
1951,1,600241,Oncorhynchus keta,Chum salmon,8583.220026022631,48712.10759001458
1951,1,600243,Oncorhynchus nerka,Sockeye salmon,1807.3190007238338,48712.10759001458
1951,1,600244,Oncorhynchus tshawytscha,Chinook salmon,2116.388438103919,48712.10759001458
1951,1,600245,Oncorhynchus kisutch,Coho salmon,4643.641212970774,48712.10759001458
1951,1,600255,Hypomesus pretiosus,Surf smelt,20.50719519458567,48712.10759001458
1951,1,600256,Thaleichthys pacificus,Eulachon,34.80033699518555,48712.10759001458
1951,1,600308,Gadus macrocephalus,Pacific cod,58.08967633726225,48712.10759001458
1951,1,600509,Ophiodon elongatus,Lingcod,343.48429342487987,48712.10759001458
1951,1,600512,Anoplopoma fimbria,Sablefish,19.572652986275962,48712.10759001458
1951,1,600514,Hippoglossus stenolepis,Pacific halibut,475.7174975437531,48712.10759001458
1951,1,600517,Atheresthes stomias,Arrowtooth flounder,30.404271720281212,48712.10759001458
1951,1,601520,Clupea pallasii pallasii,Pacific herring,17947.96181172661,48712.10759001458
1951,1,690064,Saxidomus gigantea,Butter clam,258.63521649873695,48712.10759001458
1951,1,690115,Cancer magister,Dungeness crab,82.89494044358783,48712.10759001458
1951,1,690283,Crassostrea gigas,Pacific cupped oyster,11.356103760382455,48712.10759001458
1951,2,100039,Marine fishes not identified,Marine fishes nei,3418.2335278912055,146548.13330459554
1951,2,100239,Marine groundfishes not identified,Groundfishes,1649.5415068278637,146548.13330459554
1951,2,290004,Bivalvia,Clams,393.81707548642447,146548.13330459554
1951,2,300061,Pleuronectiformes,Flatfishes,2487.4683993983826,146548.13330459554
1951,2,390013,Decapoda,"Crabs, lobsters, shrimps",158.18383182161352,146548.13330459554
1951,2,400019,Rajidae,Stingrays,273.0801706393769,146548.13330459554
1951,2,400416,Scombridae,"Mackerels, tunas, bonitos",11.451097546268782,146548.13330459554
1951,2,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",186.02215210554485,146548.13330459554
1951,2,490097,Brachyura,Marine crabs,286.5210363291575,146548.13330459554
1951,2,490143,Ostreidae,True oysters,1380.7889335649736,146548.13330459554
1951,2,600239,Oncorhynchus mykiss,Rainbow trout,63.11247008097854,146548.13330459554
1951,2,600240,Oncorhynchus gorbuscha,Pink salmon,23351.968623653796,146548.13330459554
1951,2,600241,Oncorhynchus keta,Chum salmon,22434.180247485157,146548.13330459554
1951,2,600243,Oncorhynchus nerka,Sockeye salmon,5005.951244230175,146548.13330459554
1951,2,600244,Oncorhynchus tshawytscha,Chinook salmon,4953.316371158065,146548.13330459554
1951,2,600245,Oncorhynchus kisutch,Coho salmon,11829.763470453998,146548.13330459554
1951,2,600255,Hypomesus pretiosus,Surf smelt,56.78062830984429,146548.13330459554
1951,2,600256,Thaleichthys pacificus,Eulachon,63.13530466221328,146548.13330459554
1951,2,600308,Gadus macrocephalus,Pacific cod,1094.2184166481275,146548.13330459554
1951,2,600509,Ophiodon elongatus,Lingcod,1688.9955419936646,146548.13330459554
1951,2,600512,Anoplopoma fimbria,Sablefish,855.5812472942812,146548.13330459554
1951,2,600514,Hippoglossus stenolepis,Pacific halibut,8105.35479245669,146548.13330459554
1951,2,600517,Atheresthes stomias,Arrowtooth flounder,65.7893549211152,146548.13330459554
1951,2,601520,Clupea pallasii pallasii,Pacific herring,55210.90532474248,146548.13330459554
1951,2,690064,Saxidomus gigantea,Butter clam,976.710131309776,146548.13330459554
1951,2,690115,Cancer magister,Dungeness crab,515.7860276875834,146548.13330459554
1951,2,690283,Crassostrea gigas,Pacific cupped oyster,31.476375896785104,146548.13330459554
1951,3,100039,Marine fishes not identified,Marine fishes nei,1202.0016534998417,44447.55248474558
1951,3,100239,Marine groundfishes not identified,Groundfishes,580.0446213755224,44447.55248474558
1951,3,290004,Bivalvia,Clams,93.28053124120956,44447.55248474558
1951,3,300061,Pleuronectiformes,Flatfishes,482.10815146876047,44447.55248474558
1951,3,390013,Decapoda,"Crabs, lobsters, shrimps",27.082440458796725,44447.55248474558
1951,3,400019,Rajidae,Stingrays,48.44750746605902,44447.55248474558
1951,3,400416,Scombridae,"Mackerels, tunas, bonitos",5.116648481930944,44447.55248474558
1951,3,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",39.24084423663823,44447.55248474558
1951,3,490097,Brachyura,Marine crabs,43.05001821517175,44447.55248474558
1951,3,490143,Ostreidae,True oysters,362.5140626901681,44447.55248474558
1951,3,600239,Oncorhynchus mykiss,Rainbow trout,20.951031123770555,44447.55248474558
1951,3,600240,Oncorhynchus gorbuscha,Pink salmon,5512.560801417045,44447.55248474558
1951,3,600241,Oncorhynchus keta,Chum salmon,6210.051051443057,44447.55248474558
1951,3,600243,Oncorhynchus nerka,Sockeye salmon,1898.565211462858,44447.55248474558
1951,3,600244,Oncorhynchus tshawytscha,Chinook salmon,1527.8556738491238,44447.55248474558
1951,3,600245,Oncorhynchus kisutch,Coho salmon,3401.206995803638,44447.55248474558
1951,3,600255,Hypomesus pretiosus,Surf smelt,17.46039594744147,44447.55248474558
1951,3,600256,Thaleichthys pacificus,Eulachon,42.282646868189445,44447.55248474558
1951,3,600308,Gadus macrocephalus,Pacific cod,188.34768957817803,44447.55248474558
1951,3,600509,Ophiodon elongatus,Lingcod,516.3426497760178,44447.55248474558
1951,3,600512,Anoplopoma fimbria,Sablefish,128.02627740906564,44447.55248474558
1951,3,600514,Hippoglossus stenolepis,Pacific halibut,1766.136488622962,44447.55248474558
1951,3,600517,Atheresthes stomias,Arrowtooth flounder,31.15547764805622,44447.55248474558
1951,3,601520,Clupea pallasii pallasii,Pacific herring,19943.802285533762,44447.55248474558
1951,3,690064,Saxidomus gigantea,Butter clam,309.4125534914955,44447.55248474558
1951,3,690115,Cancer magister,Dungeness crab,36.928282313783924,44447.55248474558
1951,3,690283,Crassostrea gigas,Pacific cupped oyster,13.580493323039857,44447.55248474558
1951,4,100039,Marine fishes not identified,Marine fishes nei,948.4840044706128,40971.20000003923
1951,4,100239,Marine groundfishes not identified,Groundfishes,457.70624488773,40971.20000003923
1951,4,290004,Bivalvia,Clams,110.08745670483962,40971.20000003923
1951,4,300061,Pleuronectiformes,Flatfishes,544.6456154038231,40971.20000003923
1951,4,390013,Decapoda,"Crabs, lobsters, shrimps",43.77932407462683,40971.20000003923
1951,4,400019,Rajidae,Stingrays,51.794877985269444,40971.20000003923
1951,4,400416,Scombridae,"Mackerels, tunas, bonitos",3.470389989129316,40971.20000003923
1951,4,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",46.31397399431824,40971.20000003923
1951,4,490097,Brachyura,Marine crabs,103.95810660332114,40971.20000003923
1951,4,490143,Ostreidae,True oysters,488.18738021140757,40971.20000003923
1951,4,600239,Oncorhynchus mykiss,Rainbow trout,26.221573630647693,40971.20000003923
1951,4,600240,Oncorhynchus gorbuscha,Pink salmon,6165.936306583885,40971.20000003923
1951,4,600241,Oncorhynchus keta,Chum salmon,7695.870548950501,40971.20000003923
1951,4,600243,Oncorhynchus nerka,Sockeye salmon,964.6807325316654,40971.20000003923
1951,4,600244,Oncorhynchus tshawytscha,Chinook salmon,1674.3122922408606,40971.20000003923
1951,4,600245,Oncorhynchus kisutch,Coho salmon,4245.272313163363,40971.20000003923
1951,4,600255,Hypomesus pretiosus,Surf smelt,23.684338572810454,40971.20000003923
1951,4,600256,Thaleichthys pacificus,Eulachon,27.509640437618344,40971.20000003923
1951,4,600308,Gadus macrocephalus,Pacific cod,527.7065595670862,40971.20000003923
1951,4,600509,Ophiodon elongatus,Lingcod,1185.198182304764,40971.20000003923
1951,4,600512,Anoplopoma fimbria,Sablefish,244.2596601105446,40971.20000003923
1951,4,600514,Hippoglossus stenolepis,Pacific halibut,3953.9207787077694,40971.20000003923
