stockid,year,score,basis,bPrime,fPrime,b_bmsy,f_fmsy,rgn_id,rgn_ass_catch_prop
BOCACCBCW,2003,0.11991209625,B_Bmsy only,0.11991209625,NA,0.095929677,NA,2,0.0011976166025832828
BOCACCBCW,2003,0.11991209625,B_Bmsy only,0.11991209625,NA,0.095929677,NA,3,0.001215029129826797
BOCACCBCW,2003,0.11991209625,B_Bmsy only,0.11991209625,NA,0.095929677,NA,4,0.0034228477671407985
BOCACCBCW,2003,0.11991209625,B_Bmsy only,0.11991209625,NA,0.095929677,NA,5,5.639432210013549e-4
BOCACCBCW,2003,0.11991209625,B_Bmsy only,0.11991209625,NA,0.095929677,NA,6,NA
BOCACCBCW,2003,0.11991209625,B_Bmsy only,0.11991209625,NA,0.095929677,NA,7,NA
BOCACCBCW,2003,0.11991209625,B_Bmsy only,0.11991209625,NA,0.095929677,NA,8,0.003785219428031265
BOCACCBCW,2004,0.11800114625,B_Bmsy only,0.11800114625,NA,0.094400917,NA,1,5.243671852234777e-4
BOCACCBCW,2004,0.11800114625,B_Bmsy only,0.11800114625,NA,0.094400917,NA,2,0.0011976166025832828
BOCACCBCW,2004,0.11800114625,B_Bmsy only,0.11800114625,NA,0.094400917,NA,3,0.001215029129826797
BOCACCBCW,2004,0.11800114625,B_Bmsy only,0.11800114625,NA,0.094400917,NA,4,0.0034228477671407985
BOCACCBCW,2004,0.11800114625,B_Bmsy only,0.11800114625,NA,0.094400917,NA,5,5.639432210013549e-4
BOCACCBCW,2004,0.11800114625,B_Bmsy only,0.11800114625,NA,0.094400917,NA,6,NA
BOCACCBCW,2004,0.11800114625,B_Bmsy only,0.11800114625,NA,0.094400917,NA,7,NA
BOCACCBCW,2004,0.11800114625,B_Bmsy only,0.11800114625,NA,0.094400917,NA,8,0.003785219428031265
BOCACCBCW,2005,0.11561246,B_Bmsy only,0.11561246,NA,0.092489968,NA,1,5.243671852234777e-4
BOCACCBCW,2005,0.11561246,B_Bmsy only,0.11561246,NA,0.092489968,NA,2,0.0011976166025832828
BOCACCBCW,2005,0.11561246,B_Bmsy only,0.11561246,NA,0.092489968,NA,3,0.001215029129826797
BOCACCBCW,2005,0.11561246,B_Bmsy only,0.11561246,NA,0.092489968,NA,4,0.0034228477671407985
BOCACCBCW,2005,0.11561246,B_Bmsy only,0.11561246,NA,0.092489968,NA,5,5.639432210013549e-4
BOCACCBCW,2005,0.11561246,B_Bmsy only,0.11561246,NA,0.092489968,NA,6,NA
BOCACCBCW,2005,0.11561246,B_Bmsy only,0.11561246,NA,0.092489968,NA,7,NA
BOCACCBCW,2005,0.11561246,B_Bmsy only,0.11561246,NA,0.092489968,NA,8,0.003785219428031265
BOCACCBCW,2006,0.11322377249999999,B_Bmsy only,0.11322377249999999,NA,0.090579018,NA,1,5.243671852234777e-4
BOCACCBCW,2006,0.11322377249999999,B_Bmsy only,0.11322377249999999,NA,0.090579018,NA,2,0.0011976166025832828
BOCACCBCW,2006,0.11322377249999999,B_Bmsy only,0.11322377249999999,NA,0.090579018,NA,3,0.001215029129826797
BOCACCBCW,2006,0.11322377249999999,B_Bmsy only,0.11322377249999999,NA,0.090579018,NA,4,0.0034228477671407985
BOCACCBCW,2006,0.11322377249999999,B_Bmsy only,0.11322377249999999,NA,0.090579018,NA,5,5.639432210013549e-4
BOCACCBCW,2006,0.11322377249999999,B_Bmsy only,0.11322377249999999,NA,0.090579018,NA,6,NA
BOCACCBCW,2006,0.11322377249999999,B_Bmsy only,0.11322377249999999,NA,0.090579018,NA,7,NA
BOCACCBCW,2006,0.11322377249999999,B_Bmsy only,0.11322377249999999,NA,0.090579018,NA,8,0.003785219428031265
BOCACCBCW,2007,0.10892413499999999,B_Bmsy only,0.10892413499999999,NA,0.087139308,NA,1,5.047133062457487e-4
BOCACCBCW,2007,0.10892413499999999,B_Bmsy only,0.10892413499999999,NA,0.087139308,NA,2,0.0013099920566134436
BOCACCBCW,2007,0.10892413499999999,B_Bmsy only,0.10892413499999999,NA,0.087139308,NA,3,0.0012560734922762145
BOCACCBCW,2007,0.10892413499999999,B_Bmsy only,0.10892413499999999,NA,0.087139308,NA,4,0.0012446987268523134
BOCACCBCW,2007,0.10892413499999999,B_Bmsy only,0.10892413499999999,NA,0.087139308,NA,5,5.479011543372902e-4
BOCACCBCW,2007,0.10892413499999999,B_Bmsy only,0.10892413499999999,NA,0.087139308,NA,6,NA
BOCACCBCW,2007,0.10892413499999999,B_Bmsy only,0.10892413499999999,NA,0.087139308,NA,7,2.5591573227571465e-5
BOCACCBCW,2007,0.10892413499999999,B_Bmsy only,0.10892413499999999,NA,0.087139308,NA,8,0.0036079713759292016
BOCACCBCW,2008,0.10605771124999999,B_Bmsy only,0.10605771124999999,NA,0.084846169,NA,1,2.373615787144192e-4
BOCACCBCW,2008,0.10605771124999999,B_Bmsy only,0.10605771124999999,NA,0.084846169,NA,2,0.0012179458526225474
BOCACCBCW,2008,0.10605771124999999,B_Bmsy only,0.10605771124999999,NA,0.084846169,NA,3,9.32866124351498e-4
BOCACCBCW,2008,0.10605771124999999,B_Bmsy only,0.10605771124999999,NA,0.084846169,NA,4,0.00502963455937196
BOCACCBCW,2008,0.10605771124999999,B_Bmsy only,0.10605771124999999,NA,0.084846169,NA,5,7.042744978071e-4
BOCACCBCW,2008,0.10605771124999999,B_Bmsy only,0.10605771124999999,NA,0.084846169,NA,6,NA
BOCACCBCW,2008,0.10605771124999999,B_Bmsy only,0.10605771124999999,NA,0.084846169,NA,7,NA
BOCACCBCW,2008,0.10605771124999999,B_Bmsy only,0.10605771124999999,NA,0.084846169,NA,8,0.0024778938049713757
BOCACCBCW,2009,0.09936938625,B_Bmsy only,0.09936938625,NA,0.079495509,NA,1,8.310266707102651e-4
BOCACCBCW,2009,0.09936938625,B_Bmsy only,0.09936938625,NA,0.079495509,NA,2,0.0010649118985138575
BOCACCBCW,2009,0.09936938625,B_Bmsy only,0.09936938625,NA,0.079495509,NA,3,0.0014561477728526784
BOCACCBCW,2009,0.09936938625,B_Bmsy only,0.09936938625,NA,0.079495509,NA,4,0.004014243550179137
BOCACCBCW,2009,0.09936938625,B_Bmsy only,0.09936938625,NA,0.079495509,NA,5,4.3965401085967486e-4
BOCACCBCW,2009,0.09936938625,B_Bmsy only,0.09936938625,NA,0.079495509,NA,6,0
BOCACCBCW,2009,0.09936938625,B_Bmsy only,0.09936938625,NA,0.079495509,NA,7,0
BOCACCBCW,2009,0.09936938625,B_Bmsy only,0.09936938625,NA,0.079495509,NA,8,0.007972869284070077
BOCACCBCW,2010,0.09220332499999999,B_Bmsy only,0.09220332499999999,NA,0.07376266,NA,1,3.370539162524864e-4
BOCACCBCW,2010,0.09220332499999999,B_Bmsy only,0.09220332499999999,NA,0.07376266,NA,2,7.429806998492101e-4
BOCACCBCW,2010,0.09220332499999999,B_Bmsy only,0.09220332499999999,NA,0.07376266,NA,3,0.001440381634223126
BOCACCBCW,2010,0.09220332499999999,B_Bmsy only,0.09220332499999999,NA,0.07376266,NA,4,0.005207890537495781
BOCACCBCW,2010,0.09220332499999999,B_Bmsy only,0.09220332499999999,NA,0.07376266,NA,5,3.0843274862104393e-4
BOCACCBCW,2010,0.09220332499999999,B_Bmsy only,0.09220332499999999,NA,0.07376266,NA,6,0
BOCACCBCW,2010,0.09220332499999999,B_Bmsy only,0.09220332499999999,NA,0.07376266,NA,7,0
BOCACCBCW,2010,0.09220332499999999,B_Bmsy only,0.09220332499999999,NA,0.07376266,NA,8,4.166065982701096e-4
BOCACCBCW,2011,0.0917255875,B_Bmsy only,0.0917255875,NA,0.07338047,NA,1,9.010067244884328e-5
BOCACCBCW,2011,0.0917255875,B_Bmsy only,0.0917255875,NA,0.07338047,NA,2,6.485757257715963e-4
BOCACCBCW,2011,0.0917255875,B_Bmsy only,0.0917255875,NA,0.07338047,NA,3,0.002180593203513067
BOCACCBCW,2011,0.0917255875,B_Bmsy only,0.0917255875,NA,0.07338047,NA,4,0.001880397791380386
BOCACCBCW,2011,0.0917255875,B_Bmsy only,0.0917255875,NA,0.07338047,NA,5,4.7883814113377246e-4
BOCACCBCW,2011,0.0917255875,B_Bmsy only,0.0917255875,NA,0.07338047,NA,6,NA
BOCACCBCW,2011,0.0917255875,B_Bmsy only,0.0917255875,NA,0.07338047,NA,7,NA
BOCACCBCW,2011,0.0917255875,B_Bmsy only,0.0917255875,NA,0.07338047,NA,8,7.465409776244259e-4
BOCACCBCW,2012,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,1,3.2759841946399e-4
BOCACCBCW,2012,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,2,0.0014781715192592954
BOCACCBCW,2012,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,3,0.0022672762223326466
BOCACCBCW,2012,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,4,0.001884529133443638
BOCACCBCW,2012,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,5,4.441850317123083e-4
BOCACCBCW,2012,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,6,1
BOCACCBCW,2012,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,7,0
BOCACCBCW,2012,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,8,0.0030360930209788425
BOCACCBCW,2013,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,1,2.584411853252053e-4
BOCACCBCW,2013,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,2,9.817166757510247e-4
BOCACCBCW,2013,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,3,0.0016866717062010569
BOCACCBCW,2013,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,4,5.539136468094202e-4
BOCACCBCW,2013,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,5,4.4353544084138765e-4
BOCACCBCW,2013,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,6,NaN
BOCACCBCW,2013,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,7,NA
BOCACCBCW,2013,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,8,0.003034705855843291
BOCACCBCW,2014,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,1,2.3853586503812344e-4
BOCACCBCW,2014,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,2,4.625767857361118e-4
BOCACCBCW,2014,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,3,0.003519705475568268
BOCACCBCW,2014,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,4,0.001536249501681084
BOCACCBCW,2014,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,5,6.156068967980772e-4
BOCACCBCW,2014,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,6,NA
BOCACCBCW,2014,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,7,NA
BOCACCBCW,2014,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,8,0.003036093020978843
BOCACCBCW,2015,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,1,9.21316767061281e-5
BOCACCBCW,2015,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,2,3.775513934886037e-4
BOCACCBCW,2015,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,3,8.052028243756931e-4
BOCACCBCW,2015,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,4,4.816857571463814e-4
BOCACCBCW,2015,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,5,2.5132220430451304e-4
BOCACCBCW,2015,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,6,NA
BOCACCBCW,2015,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,7,NA
BOCACCBCW,2015,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,8,0
BOCACCBCW,2016,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,1,1.9636957568981895e-4
BOCACCBCW,2016,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,2,6.06510966320224e-4
BOCACCBCW,2016,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,3,0.0020038600020483395
BOCACCBCW,2016,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,4,8.572829685456285e-4
BOCACCBCW,2016,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,5,4.36821513981326e-4
BOCACCBCW,2016,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,6,NA
BOCACCBCW,2016,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,7,NA
BOCACCBCW,2016,0.08981463749999999,B_Bmsy only,0.08981463749999999,NA,0.07185171,NA,8,0.0035332308760306305
LINGCODSOG,1996,0.22136397875,B_Bmsy only,0.22136397875,NA,0.177091183,NA,4,0.05742116772442673
LINGCODSOG,1996,0.22136397875,B_Bmsy only,0.22136397875,NA,0.177091183,NA,5,0.022332438515568563
LINGCODSOG,1996,0.22136397875,B_Bmsy only,0.22136397875,NA,0.177091183,NA,6,0.033102441486166284
LINGCODSOG,1997,0.23470861624999997,B_Bmsy only,0.23470861624999997,NA,0.187766893,NA,4,0.05742116772442673
LINGCODSOG,1997,0.23470861624999997,B_Bmsy only,0.23470861624999997,NA,0.187766893,NA,5,0.022332438515568563
LINGCODSOG,1997,0.23470861624999997,B_Bmsy only,0.23470861624999997,NA,0.187766893,NA,6,0.033102441486166284
LINGCODSOG,1998,0.24883823124999999,B_Bmsy only,0.24883823124999999,NA,0.199070585,NA,4,0.05742116772442673
LINGCODSOG,1998,0.24883823124999999,B_Bmsy only,0.24883823124999999,NA,0.199070585,NA,5,0.022332438515568563
LINGCODSOG,1998,0.24883823124999999,B_Bmsy only,0.24883823124999999,NA,0.199070585,NA,6,0.033102441486166284
LINGCODSOG,1999,0.26453780499999996,B_Bmsy only,0.26453780499999996,NA,0.211630244,NA,4,0.05742116772442673
LINGCODSOG,1999,0.26453780499999996,B_Bmsy only,0.26453780499999996,NA,0.211630244,NA,5,0.022332438515568563
LINGCODSOG,1999,0.26453780499999996,B_Bmsy only,0.26453780499999996,NA,0.211630244,NA,6,0.033102441486166284
LINGCODSOG,2000,0.281807335,B_Bmsy only,0.281807335,NA,0.225445868,NA,4,0.05742116772442673
LINGCODSOG,2000,0.281807335,B_Bmsy only,0.281807335,NA,0.225445868,NA,5,0.022332438515568563
LINGCODSOG,2000,0.281807335,B_Bmsy only,0.281807335,NA,0.225445868,NA,6,0.033102441486166284
LINGCODSOG,2001,0.2975069075,B_Bmsy only,0.2975069075,NA,0.238005526,NA,4,0.05742116772442673
LINGCODSOG,2001,0.2975069075,B_Bmsy only,0.2975069075,NA,0.238005526,NA,5,0.022332438515568563
LINGCODSOG,2001,0.2975069075,B_Bmsy only,0.2975069075,NA,0.238005526,NA,6,0.033102441486166284
LINGCODSOG,2002,0.31320648125,B_Bmsy only,0.31320648125,NA,0.250565185,NA,4,0.05742116772442673
LINGCODSOG,2002,0.31320648125,B_Bmsy only,0.31320648125,NA,0.250565185,NA,5,0.022332438515568563
LINGCODSOG,2002,0.31320648125,B_Bmsy only,0.31320648125,NA,0.250565185,NA,6,0.033102441486166284
LINGCODSOG,2003,0.33204596875,B_Bmsy only,0.33204596875,NA,0.265636775,NA,4,0.05742116772442673
LINGCODSOG,2003,0.33204596875,B_Bmsy only,0.33204596875,NA,0.265636775,NA,5,0.022332438515568563
LINGCODSOG,2003,0.33204596875,B_Bmsy only,0.33204596875,NA,0.265636775,NA,6,0.033102441486166284
LINGCODSOG,2004,0.35245541375,B_Bmsy only,0.35245541375,NA,0.281964331,NA,4,0.05742116772442673
LINGCODSOG,2004,0.35245541375,B_Bmsy only,0.35245541375,NA,0.281964331,NA,5,0.022332438515568563
LINGCODSOG,2004,0.35245541375,B_Bmsy only,0.35245541375,NA,0.281964331,NA,6,0.033102441486166284
LINGCODSOG,2005,0.37129490125,B_Bmsy only,0.37129490125,NA,0.297035921,NA,4,0.05742116772442673
LINGCODSOG,2005,0.37129490125,B_Bmsy only,0.37129490125,NA,0.297035921,NA,5,0.022332438515568563
LINGCODSOG,2005,0.37129490125,B_Bmsy only,0.37129490125,NA,0.297035921,NA,6,0.033102441486166284
LINGCODSOG,2006,0.39013438875,B_Bmsy only,0.39013438875,NA,0.312107511,NA,4,0.05742116772442673
LINGCODSOG,2006,0.39013438875,B_Bmsy only,0.39013438875,NA,0.312107511,NA,5,0.022332438515568563
LINGCODSOG,2006,0.39013438875,B_Bmsy only,0.39013438875,NA,0.312107511,NA,6,0.033102441486166284
LINGCODSOG,2007,0.4081888974999999,B_Bmsy only,0.4081888974999999,NA,0.326551118,NA,4,0.02084210363837629
LINGCODSOG,2007,0.4081888974999999,B_Bmsy only,0.4081888974999999,NA,0.326551118,NA,5,0.024623719928351318
LINGCODSOG,2007,0.4081888974999999,B_Bmsy only,0.4081888974999999,NA,0.326551118,NA,6,0.03229544941737412
LINGCODSOG,2008,0.42702838499999995,B_Bmsy only,0.42702838499999995,NA,0.341622708,NA,4,0.11725771270209719
LINGCODSOG,2008,0.42702838499999995,B_Bmsy only,0.42702838499999995,NA,0.341622708,NA,5,0.021914968604820756
LINGCODSOG,2008,0.42702838499999995,B_Bmsy only,0.42702838499999995,NA,0.341622708,NA,6,0.06590144154442115
LINGCODSOG,2009,0.44743783,B_Bmsy only,0.44743783,NA,0.357950264,NA,4,0.03371017698103747
LINGCODSOG,2009,0.44743783,B_Bmsy only,0.44743783,NA,0.357950264,NA,5,0.020458627013533615
LINGCODSOG,2009,0.44743783,B_Bmsy only,0.44743783,NA,0.357950264,NA,6,0
LINGCODSOG,2010,0.46941723125,B_Bmsy only,0.46941723125,NA,0.375533785,NA,4,0.06849238491156169
LINGCODSOG,2010,0.46941723125,B_Bmsy only,0.46941723125,NA,0.375533785,NA,5,0.010868301072431572
LINGCODSOG,2010,0.46941723125,B_Bmsy only,0.46941723125,NA,0.375533785,NA,6,0.03421831938239271
LINGCODSOG,2011,0.49296659125000003,B_Bmsy only,0.49296659125000003,NA,0.394373273,NA,4,0.01566357551052316
LINGCODSOG,2011,0.49296659125000003,B_Bmsy only,0.49296659125000003,NA,0.394373273,NA,5,0.015111298010539165
LINGCODSOG,2011,0.49296659125000003,B_Bmsy only,0.49296659125000003,NA,0.394373273,NA,6,NaN
LINGCODSOG,2012,0.5149459937499999,B_Bmsy only,0.5149459937499999,NA,0.411956795,NA,4,0.015033979276590392
LINGCODSOG,2012,0.5149459937499999,B_Bmsy only,0.5149459937499999,NA,0.411956795,NA,5,0.01739019549344692
LINGCODSOG,2012,0.5149459937499999,B_Bmsy only,0.5149459937499999,NA,0.411956795,NA,6,0
LINGCODSOG,2013,0.53692539625,B_Bmsy only,0.53692539625,NA,0.429540317,NA,4,0.012692662797967645
LINGCODSOG,2013,0.53692539625,B_Bmsy only,0.53692539625,NA,0.429540317,NA,5,0.015546870027576076
LINGCODSOG,2013,0.53692539625,B_Bmsy only,0.53692539625,NA,0.429540317,NA,6,NaN
LINGCODSOG,2014,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,4,0.03256606584578587
LINGCODSOG,2014,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,5,0.01645276177333626
LINGCODSOG,2014,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,6,NaN
LINGCODSOG,2015,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,4,0.014754390518491632
LINGCODSOG,2015,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,5,0.028706485679661303
LINGCODSOG,2015,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,6,NaN
LINGCODSOG,2016,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,4,0.020004373054081717
LINGCODSOG,2016,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,5,0.020235372493524546
LINGCODSOG,2016,0.5589047975,B_Bmsy only,0.5589047975,NA,0.447123838,NA,6,NaN
PCODHS,1996,0.45176030749999996,B_Bmsy only,0.45176030749999996,NA,0.361408246,NA,1,0.12176645072565007
PCODHS,1996,0.45176030749999996,B_Bmsy only,0.45176030749999996,NA,0.361408246,NA,2,0.017379353566524095
PCODHS,1996,0.45176030749999996,B_Bmsy only,0.45176030749999996,NA,0.361408246,NA,3,3.501186373523906e-4
PCODHS,1996,0.45176030749999996,B_Bmsy only,0.45176030749999996,NA,0.361408246,NA,8,0.013970459356812423
PCODHS,1997,0.40372832124999997,B_Bmsy only,0.40372832124999997,NA,0.322982657,NA,1,0.12176645072565007
PCODHS,1997,0.40372832124999997,B_Bmsy only,0.40372832124999997,NA,0.322982657,NA,2,0.017379353566524095
PCODHS,1997,0.40372832124999997,B_Bmsy only,0.40372832124999997,NA,0.322982657,NA,3,3.501186373523906e-4
PCODHS,1997,0.40372832124999997,B_Bmsy only,0.40372832124999997,NA,0.322982657,NA,8,0.013970459356812423
PCODHS,1998,0.34855644375,B_Bmsy only,0.34855644375,NA,0.278845155,NA,1,0.12176645072565007
PCODHS,1998,0.34855644375,B_Bmsy only,0.34855644375,NA,0.278845155,NA,2,0.017379353566524095
PCODHS,1998,0.34855644375,B_Bmsy only,0.34855644375,NA,0.278845155,NA,3,3.501186373523906e-4
PCODHS,1998,0.34855644375,B_Bmsy only,0.34855644375,NA,0.278845155,NA,8,0.013970459356812423
PCODHS,1999,0.32713677375,B_Bmsy only,0.32713677375,NA,0.261709419,NA,1,0.12176645072565007
PCODHS,1999,0.32713677375,B_Bmsy only,0.32713677375,NA,0.261709419,NA,2,0.017379353566524095
PCODHS,1999,0.32713677375,B_Bmsy only,0.32713677375,NA,0.261709419,NA,3,3.501186373523906e-4
PCODHS,1999,0.32713677375,B_Bmsy only,0.32713677375,NA,0.261709419,NA,8,0.013970459356812423
PCODHS,2000,0.30831342875,B_Bmsy only,0.30831342875,NA,0.246650743,NA,1,0.12176645072565007
PCODHS,2000,0.30831342875,B_Bmsy only,0.30831342875,NA,0.246650743,NA,2,0.017379353566524095
PCODHS,2000,0.30831342875,B_Bmsy only,0.30831342875,NA,0.246650743,NA,3,3.501186373523906e-4
PCODHS,2000,0.30831342875,B_Bmsy only,0.30831342875,NA,0.246650743,NA,8,0.013970459356812423
PCODHS,2001,0.28170111124999997,B_Bmsy only,0.28170111124999997,NA,0.225360889,NA,1,0.12176645072565007
PCODHS,2001,0.28170111124999997,B_Bmsy only,0.28170111124999997,NA,0.225360889,NA,2,0.017379353566524095
PCODHS,2001,0.28170111124999997,B_Bmsy only,0.28170111124999997,NA,0.225360889,NA,3,3.501186373523906e-4
PCODHS,2001,0.28170111124999997,B_Bmsy only,0.28170111124999997,NA,0.225360889,NA,8,0.013970459356812423
PCODHS,2002,0.48681067624999996,B_Bmsy only,0.48681067624999996,NA,0.389448541,NA,1,0.12176645072565007
PCODHS,2002,0.48681067624999996,B_Bmsy only,0.48681067624999996,NA,0.389448541,NA,2,0.017379353566524095
PCODHS,2002,0.48681067624999996,B_Bmsy only,0.48681067624999996,NA,0.389448541,NA,3,3.501186373523906e-4
PCODHS,2002,0.48681067624999996,B_Bmsy only,0.48681067624999996,NA,0.389448541,NA,8,0.013970459356812423
PCODHS,2003,0.6620625199999999,B_Bmsy only,0.6620625199999999,NA,0.529650016,NA,1,0.12176645072565007
PCODHS,2003,0.6620625199999999,B_Bmsy only,0.6620625199999999,NA,0.529650016,NA,2,0.017379353566524095
PCODHS,2003,0.6620625199999999,B_Bmsy only,0.6620625199999999,NA,0.529650016,NA,3,3.501186373523906e-4
PCODHS,2003,0.6620625199999999,B_Bmsy only,0.6620625199999999,NA,0.529650016,NA,8,0.013970459356812423
PCODHS,2004,0.6945165649999999,B_Bmsy only,0.6945165649999999,NA,0.555613252,NA,1,0.12176645072565007
PCODHS,2004,0.6945165649999999,B_Bmsy only,0.6945165649999999,NA,0.555613252,NA,2,0.017379353566524095
PCODHS,2004,0.6945165649999999,B_Bmsy only,0.6945165649999999,NA,0.555613252,NA,3,3.501186373523906e-4
PCODHS,2004,0.6945165649999999,B_Bmsy only,0.6945165649999999,NA,0.555613252,NA,8,0.013970459356812423
PCODHS,2005,0.6477827399999999,B_Bmsy only,0.6477827399999999,NA,0.518226192,NA,1,0.12176645072565007
PCODHS,2005,0.6477827399999999,B_Bmsy only,0.6477827399999999,NA,0.518226192,NA,2,0.017379353566524095
PCODHS,2005,0.6477827399999999,B_Bmsy only,0.6477827399999999,NA,0.518226192,NA,3,3.501186373523906e-4
PCODHS,2005,0.6477827399999999,B_Bmsy only,0.6477827399999999,NA,0.518226192,NA,8,0.013970459356812423
PCODHS,2006,0.56859487,B_Bmsy only,0.56859487,NA,0.454875896,NA,1,0.12176645072565007
PCODHS,2006,0.56859487,B_Bmsy only,0.56859487,NA,0.454875896,NA,2,0.017379353566524095
PCODHS,2006,0.56859487,B_Bmsy only,0.56859487,NA,0.454875896,NA,3,3.501186373523906e-4
PCODHS,2006,0.56859487,B_Bmsy only,0.56859487,NA,0.454875896,NA,8,0.013970459356812423
PCODHS,2007,0.51407207375,B_Bmsy only,0.51407207375,NA,0.411257659,NA,1,0.036126140426094876
PCODHS,2007,0.51407207375,B_Bmsy only,0.51407207375,NA,0.411257659,NA,2,0.012688319210378687
PCODHS,2007,0.51407207375,B_Bmsy only,0.51407207375,NA,0.411257659,NA,3,2.3206874877065387e-4
PCODHS,2007,0.51407207375,B_Bmsy only,0.51407207375,NA,0.411257659,NA,8,0.011041729247772723
PCODHS,2008,0.6380465262499999,B_Bmsy only,0.6380465262499999,NA,0.510437221,NA,1,0.04119923323489191
PCODHS,2008,0.6380465262499999,B_Bmsy only,0.6380465262499999,NA,0.510437221,NA,2,0.00892129897215525
PCODHS,2008,0.6380465262499999,B_Bmsy only,0.6380465262499999,NA,0.510437221,NA,3,1.1542491032682159e-4
PCODHS,2008,0.6380465262499999,B_Bmsy only,0.6380465262499999,NA,0.510437221,NA,8,0.02277793111427879
PCODHS,2009,0.7918786999999999,B_Bmsy only,0.7918786999999999,NA,0.63350296,NA,1,0.2879739785159634
PCODHS,2009,0.7918786999999999,B_Bmsy only,0.7918786999999999,NA,0.63350296,NA,2,0.030528442517038352
PCODHS,2009,0.7918786999999999,B_Bmsy only,0.7918786999999999,NA,0.63350296,NA,3,7.028622529596963e-4
PCODHS,2009,0.7918786999999999,B_Bmsy only,0.7918786999999999,NA,0.63350296,NA,8,0.0062452157950863285
PCODHS,2010,0.88275002625,B_Bmsy only,0.88275002625,NA,0.706200021,NA,1,0.3535650759256501
PCODHS,2010,0.88275002625,B_Bmsy only,0.88275002625,NA,0.706200021,NA,2,0.042604023241590926
PCODHS,2010,0.88275002625,B_Bmsy only,0.88275002625,NA,0.706200021,NA,3,0.005634541332476352
PCODHS,2010,0.88275002625,B_Bmsy only,0.88275002625,NA,0.706200021,NA,8,0.004670860280684058
PCODHS,2011,0.8567867899999999,B_Bmsy only,0.8567867899999999,NA,0.685429432,NA,1,0.3788613034725226
PCODHS,2011,0.8567867899999999,B_Bmsy only,0.8567867899999999,NA,0.685429432,NA,2,0.05340198815886167
