iucn_sid,am_sid,cat_ts_score,year,pr_score,cat_ts
22694432,NA,0,1988,NA,LC
22694432,NA,0,1994,NA,LC
22694432,NA,0,2000,NA,LC
22694432,NA,0,2004,NA,LC
22694432,NA,0,2008,NA,LC
22694432,NA,0,2009,NA,LC
22694432,NA,0,2012,NA,LC
22694432,NA,0,2016,NA,LC
22694502,ITS-176845,0,1988,NA,LC
22694502,ITS-176845,0.4,1994,NA,VU
22694502,ITS-176845,0.4,1996,NA,VU
22694502,ITS-176845,0.4,2000,NA,VU
22694502,ITS-176845,0.4,2004,NA,VU
22694502,ITS-176845,0.4,2006,NA,VU
22694502,ITS-176845,0.4,2008,NA,VU
22694502,ITS-176845,0.4,2010,NA,VU
22694502,ITS-176845,0.4,2012,NA,VU
22694502,ITS-176845,0.4,2013,NA,VU
22694502,ITS-176845,0.4,2015,NA,VU
22694502,ITS-176845,0.4,2016,NA,VU
22694524,ITS-176935,0.4,1988,0.4,LC
22694524,ITS-176935,0.4,1994,0.4,LC
22694524,ITS-176935,0.4,2000,0.4,LC
22694524,ITS-176935,0.4,2004,0.4,LC
22694524,ITS-176935,0.4,2008,0.4,LC
22694524,ITS-176935,0.4,2009,0.4,LC
22694524,ITS-176935,0.4,2012,0.4,LC
22694524,ITS-176935,0.4,2015,0.4,LC
22694524,ITS-176935,0.4,2016,0.4,LC
22694623,ITS-176888,0,1988,NA,LC
22694623,ITS-176888,0,1994,NA,LC
22694623,ITS-176888,0,2000,NA,LC
22694623,ITS-176888,0,2004,NA,LC
22694623,ITS-176888,0,2008,NA,LC
22694623,ITS-176888,0,2009,NA,LC
22694623,ITS-176888,0,2012,NA,LC
22694623,ITS-176888,0,2016,NA,LC
22694787,NA,0.2,1988,0.2,LC
22694787,NA,0.2,1994,0.2,LC
22694787,NA,0.2,2000,0.2,LC
22694787,NA,0.2,2004,0.2,LC
22694787,NA,0.2,2008,0.2,LC
22694787,NA,0.2,2009,0.2,LC
22694787,NA,0.2,2012,0.2,LC
22694787,NA,0.2,2016,0.2,LC
22694841,ITS-176974,0.6,1988,0.6,LC
22694841,ITS-176974,0.6,1994,0.6,LC
22694841,ITS-176974,0.6,2000,0.6,LC
22694841,ITS-176974,0.6,2004,0.6,LC
22694841,ITS-176974,0.6,2008,0.6,LC
22694841,ITS-176974,0.6,2009,0.6,LC
22694841,ITS-176974,0.6,2012,0.6,LC
22694841,ITS-176974,0.6,2016,0.6,LC
22694847,ITS-176978,0.8,1988,0.8,LC
22694847,ITS-176978,0.8,1994,0.8,LC
22694847,ITS-176978,0.8,2000,0.8,LC
22694847,ITS-176978,0.8,2004,0.8,LC
22694847,ITS-176978,0.8,2008,0.8,LC
22694847,ITS-176978,0.8,2009,0.8,LC
22694847,ITS-176978,0.8,2012,0.8,LC
22694847,ITS-176978,0.8,2016,0.8,LC
22694864,ITS-176991,0.2,1988,0.2,LC
22694864,ITS-176991,0.2,1994,0.2,LC
22694864,ITS-176991,0.2,2000,0.2,LC
22694864,ITS-176991,0.2,2004,0.2,LC
22694864,ITS-176991,0.2,2008,0.2,LC
22694864,ITS-176991,0.2,2009,0.2,LC
22694864,ITS-176991,0.2,2012,0.2,LC
22694864,ITS-176991,0.2,2016,0.2,LC
22694870,ITS-176996,0.4,2000,0.4,VU
22694870,ITS-176996,0.4,2004,0.4,EN
22694870,ITS-176996,0.4,2005,0.4,EN
22694870,ITS-176996,0.4,2008,0.4,EN
22694870,ITS-176996,0.4,2010,0.4,EN
22694870,ITS-176996,0.4,2012,0.4,EN
22694870,ITS-176996,0.4,2016,0.4,EN
22694875,ITS-176998,0,1988,NA,LC
22694875,ITS-176998,0,1994,NA,LC
22694875,ITS-176998,0,2000,NA,LC
22694875,ITS-176998,0.8,2004,NA,CR
22694875,ITS-176998,0.8,2005,NA,CR
22694875,ITS-176998,0.8,2008,NA,CR
22694875,ITS-176998,0.8,2009,NA,CR
22694875,ITS-176998,0.8,2010,NA,CR
22694875,ITS-176998,0.8,2012,NA,CR
22694875,ITS-176998,0.8,2013,NA,CR
22694875,ITS-176998,0.2,2014,NA,NT
22694875,ITS-176998,0.2,2016,NA,NT
22694896,ITS-177008,0.5,1988,0.5,LC
22694896,ITS-177008,0.5,1994,0.5,LC
22694896,ITS-177008,0.5,2000,0.5,LC
22694896,ITS-177008,0.5,2004,0.5,LC
22694896,ITS-177008,0.5,2008,0.5,LC
22694896,ITS-177008,0.5,2009,0.5,LC
22694896,ITS-177008,0.5,2012,0.5,LC
22694896,ITS-177008,0.5,2016,0.5,LC
22694903,ITS-177013,0.4,1988,0.4,LC
22694903,ITS-177013,0.4,1994,0.4,LC
22694903,ITS-177013,0.4,2000,0.4,LC
22694903,ITS-177013,0.4,2004,0.4,LC
22694903,ITS-177013,0.4,2008,0.4,LC
22694903,ITS-177013,0.4,2009,0.4,LC
22694903,ITS-177013,0.4,2012,0.4,LC
22694903,ITS-177013,0.4,2015,0.4,NT
22694903,ITS-177013,0.4,2016,0.4,NT
22694906,NA,0,1988,NA,LC
22694906,NA,0,1994,NA,LC
22694906,NA,0,2000,NA,LC
22694906,NA,0,2004,NA,LC
22694906,NA,0,2008,NA,LC
22694906,NA,0,2009,NA,LC
22694906,NA,0,2012,NA,LC
22694906,NA,0,2016,NA,LC
22694924,ITS-177023,0.2,1988,0.2,LC
22694924,ITS-177023,0.2,1994,0.2,LC
22694924,ITS-177023,0.2,2000,0.2,LC
22694924,ITS-177023,0.2,2004,0.2,LC
22694924,ITS-177023,0.2,2008,0.2,LC
22694924,ITS-177023,0.2,2009,0.2,LC
22694924,ITS-177023,0.2,2012,0.2,LC
22694924,ITS-177023,0.2,2016,0.2,LC
22694931,ITS-177029,0.6,1988,0.6,LC
22694931,ITS-177029,0.6,1994,0.6,LC
22694931,ITS-177029,0.6,2000,0.6,LC
22694931,ITS-177029,0.6,2004,0.6,LC
22694931,ITS-177029,0.6,2008,0.6,LC
22694931,ITS-177029,0.6,2009,0.6,LC
22694931,ITS-177029,0.6,2012,0.6,LC
22694931,ITS-177029,0.6,2016,0.6,LC
22694934,ITS-177032,0.5,1988,0.5,LC
22694934,ITS-177032,0.5,1994,0.5,LC
22694934,ITS-177032,0.5,2000,0.5,LC
22694934,ITS-177032,0.5,2004,0.5,LC
22694934,ITS-177032,0.5,2008,0.5,LC
22694934,ITS-177032,0.5,2009,0.5,LC
22694934,ITS-177032,0.5,2012,0.5,LC
22694934,ITS-177032,0.5,2016,0.5,LC
22695144,NA,0,1988,0,LC
22695144,NA,0,1994,0,LC
22695144,NA,0,2000,0,LC
22695144,NA,0,2004,0,LC
22695144,NA,0,2008,0,LC
22695144,NA,0,2009,0,LC
22695144,NA,0,2012,0,LC
22695144,NA,0,2016,0,LC
22696453,NA,0,1988,0,LC
22696453,NA,0,1994,0,LC
22696453,NA,0,2000,0,LC
22696453,NA,0,2004,0,LC
22696453,NA,0,2008,0,LC
22696453,NA,0,2009,0,LC
22696453,NA,0,2012,0,LC
22696453,NA,0,2015,0,LC
22696453,NA,0,2016,0,LC
22696599,NA,0,1988,0,LC
22696599,NA,0,1994,0,LC
22696599,NA,0,2000,0,LC
22696599,NA,0,2004,0,LC
22696599,NA,0,2008,0,LC
22696599,NA,0,2009,0,LC
22696599,NA,0,2012,0,LC
22696599,NA,0,2016,0,LC
22696753,ITS-174724,0.8,1988,0.8,LC
22696753,ITS-174724,0.8,1994,0.8,LC
22696753,ITS-174724,0.8,2000,0.8,LC
22696753,ITS-174724,0.8,2004,0.8,LC
22696753,ITS-174724,0.8,2008,0.8,LC
22696753,ITS-174724,0.8,2009,0.8,LC
22696753,ITS-174724,0.8,2012,0.8,LC
22696753,ITS-174724,0.8,2016,0.8,LC
22696776,ITS-174717,0.3,1988,0.3,LC
22696776,ITS-174717,0.3,1994,0.3,LC
22696776,ITS-174717,0.3,2000,0.3,LC
22696776,ITS-174717,0.3,2004,0.3,LC
22696776,ITS-174717,0.3,2008,0.3,LC
22696776,ITS-174717,0.3,2009,0.3,LC
22696776,ITS-174717,0.3,2012,0.3,LC
22696776,ITS-174717,0.3,2016,0.3,LC
22696974,NA,0,1988,NA,LC
22696974,NA,0,1994,NA,LC
22696974,NA,0,2000,NA,LC
22696974,NA,0,2004,NA,LC
22696974,NA,0,2008,NA,LC
22696974,NA,0,2009,NA,LC
22696974,NA,0,2012,NA,LC
22696974,NA,0,2016,NA,LC
22696998,NA,0.4,1988,0.4,LC
22696998,NA,0.4,1994,0.4,LC
22696998,NA,0.4,2000,0.4,LC
22696998,NA,0.4,2004,0.4,LC
22696998,NA,0.4,2008,0.4,LC
22696998,NA,0.4,2009,0.4,LC
22696998,NA,0.4,2012,0.4,LC
22696998,NA,0.4,2016,0.4,LC
22697829,NA,0.2,1988,0.2,LC
22697829,NA,0.2,1994,0.2,LC
22697829,NA,0.2,2000,0.2,LC
22697829,NA,0.2,2004,0.2,LC
22697829,NA,0.2,2008,0.2,LC
22697829,NA,0.2,2009,0.2,LC
22697829,NA,0.2,2012,0.2,LC
22697829,NA,0.2,2016,0.2,LC
22697839,NA,0.2,1988,0.2,LC
22697839,NA,0.2,1994,0.2,LC
22697839,NA,0.2,2000,0.2,LC
22697839,NA,0.2,2004,0.2,LC
22697839,NA,0.2,2008,0.2,LC
22697839,NA,0.2,2009,0.2,LC
22697839,NA,0.2,2012,0.2,LC
22697839,NA,0.2,2016,0.2,LC
22697842,NA,0,1988,0,LC
22697842,NA,0,1994,0,LC
22697842,NA,0,2000,0,LC
22697842,NA,0,2004,0,LC
22697842,NA,0,2008,0,LC
22697842,NA,0,2009,0,LC
22697842,NA,0,2012,0,LC
22697842,NA,0,2016,0,LC
22697847,NA,0.5,1988,0.5,LC
22697847,NA,0.5,1994,0.5,LC
22697847,NA,0.5,2000,0.5,LC
22697847,NA,0.5,2004,0.5,LC
22697847,NA,0.5,2008,0.5,LC
22697847,NA,0.5,2009,0.5,LC
22697847,NA,0.5,2010,0.5,NT
22697847,NA,0.5,2012,0.5,NT
22697847,NA,0.5,2015,0.5,NT
22697847,NA,0.5,2016,0.5,NT
22697866,ITS-174536,0.8,1988,0.8,LC
22697866,ITS-174536,0.8,1994,0.8,LC
22697866,ITS-174536,0.8,2000,0.8,LC
22697866,ITS-174536,0.8,2004,0.8,LC
22697866,ITS-174536,0.8,2008,0.8,LC
22697866,ITS-174536,0.8,2009,0.8,LC
22697866,ITS-174536,0.8,2012,0.8,LC
22697866,ITS-174536,0.8,2016,0.8,LC
22698039,NA,0.2,1988,NA,NT
22698039,NA,0,1994,NA,LC
22698039,NA,0.2,2000,NA,NT
22698039,NA,0.2,2004,NA,NT
22698039,NA,0.2,2008,NA,NT
22698039,NA,0.2,2010,NA,NT
22698039,NA,0.2,2012,NA,NT
22698039,NA,0.2,2016,NA,NT
22698182,NA,0,1988,NA,LC
22698182,NA,0.2,1994,NA,NT
22698182,NA,0.4,2000,NA,VU
22698182,NA,0.4,2004,NA,VU
22698182,NA,0.4,2006,NA,VU
22698182,NA,0.4,2008,NA,VU
22698182,NA,0.4,2010,NA,VU
22698182,NA,0.4,2012,NA,VU
22698182,NA,0.4,2016,NA,VU
22698195,NA,0.6,1988,NA,EN
22698195,NA,0.4,1994,NA,VU
22698195,NA,0.4,1996,NA,VU
22698195,NA,0.4,2000,NA,VU
22698195,NA,0.4,2004,NA,VU
22698195,NA,0.4,2006,NA,VU
22698195,NA,0.4,2007,NA,VU
22698195,NA,0.4,2008,NA,VU
22698195,NA,0.4,2010,NA,VU
22698195,NA,0.4,2012,NA,VU
22698195,NA,0.4,2016,NA,VU
22698511,SLB-40419,0,1988,NA,LC
22698511,SLB-40419,0,1994,NA,LC
22698511,SLB-40419,0,2000,NA,LC
22698511,SLB-40419,0,2004,NA,LC
22698511,SLB-40419,0,2008,NA,LC
22698511,SLB-40419,0,2009,NA,LC
22698511,SLB-40419,0,2012,NA,LC
22698511,SLB-40419,0.4,2016,NA,VU
22698572,NA,0,1988,NA,LC
22698572,NA,0,1994,NA,LC
22698572,NA,0,2000,NA,LC
22698572,NA,0,2004,NA,LC
22698572,NA,0,2008,NA,LC
22698572,NA,0,2009,NA,LC
22698572,NA,0,2012,NA,LC
22698572,NA,0,2016,NA,LC
22705986,NA,0,1988,0,LC
22705986,NA,0,1994,0,LC
22705986,NA,0,2000,0,LC
22705986,NA,0,2004,0,LC
22705986,NA,0,2008,0,LC
22705986,NA,0,2009,0,LC
22705986,NA,0,2012,0,LC
22705986,NA,0,2016,0,LC
22711374,NA,0,1988,0,LC
22711374,NA,0,1994,0,LC
22711374,NA,0,2000,0,LC
22711374,NA,0,2004,0,LC
22711374,NA,0,2008,0,LC
22711374,NA,0,2009,0,LC
22711374,NA,0,2012,0,LC
22711374,NA,0,2016,0,LC
22712077,NA,0.1,1988,0.1,LC
22712077,NA,0.1,1994,0.1,LC
22712077,NA,0.1,2000,0.1,LC
22712077,NA,0.1,2004,0.1,LC
22712077,NA,0.1,2008,0.1,LC
22712077,NA,0.1,2009,0.1,LC
22712077,NA,0.1,2012,0.1,LC
22712077,NA,0.1,2016,0.1,LC
22717434,NA,0,1988,0,LC
22717434,NA,0,1994,0,LC
22717434,NA,0,2000,0,LC
22717434,NA,0,2004,0,LC
22717434,NA,0,2008,0,LC
22717434,NA,0,2009,0,LC
22717434,NA,0,2012,0,LC
22717434,NA,0,2016,0,LC
22718575,NA,0,1988,0,LC
22718575,NA,0,1994,0,LC
22718575,NA,0,2000,0,LC
22718575,NA,0,2004,0,LC
22718575,NA,0,2008,0,LC
22718575,NA,0,2009,0,LC
22718575,NA,0,2012,0,LC
22718575,NA,0,2013,0,LC
22718575,NA,0,2016,0,LC
22721033,NA,0,1988,NA,LC
22721033,NA,0,1994,NA,LC
22721033,NA,0,2000,NA,LC
22721033,NA,0,2004,NA,LC
22721033,NA,0,2008,NA,LC
22721033,NA,0,2009,NA,LC
22721033,NA,0,2012,NA,LC
22721033,NA,0,2016,NA,LC
22721058,NA,0,1988,0,LC
22721058,NA,0,1994,0,LC
22721058,NA,0,2000,0,LC
22721058,NA,0,2004,0,LC
22721058,NA,0,2008,0,LC
22721058,NA,0,2009,0,LC
22721058,NA,0,2012,0,LC
22721058,NA,0,2016,0,LC
22721836,NA,0,1988,0,LC
22721836,NA,0,1994,0,LC
22721836,NA,0,2000,0,LC
22721836,NA,0,2004,0,LC
22721836,NA,0,2008,0,LC
22721836,NA,0,2009,0,LC
22721836,NA,0,2012,0,LC
22721836,NA,0,2016,0,LC
22724332,NA,0,1988,0,LC
22724332,NA,0,1994,0,LC
22724332,NA,0,2000,0,LC
22724332,NA,0,2004,0,LC
22724332,NA,0,2008,0,LC
22724332,NA,0,2009,0,LC
22724332,NA,0,2012,0,LC
22724332,NA,0,2016,0,LC
22727750,NA,0,2014,0,LC
22727750,NA,0,2016,0,LC
22728182,NA,0,2014,NA,LC
22728182,NA,0,2016,NA,LC
22728950,ITS-174725,0.2,1988,0.2,LC
22728950,ITS-174725,0.2,1994,0.2,LC
22728950,ITS-174725,0.2,2000,0.2,LC
22728950,ITS-174725,0.2,2004,0.2,LC
22728950,ITS-174725,0.2,2008,0.2,LC
22728950,ITS-174725,0.2,2009,0.2,LC
22728950,ITS-174725,0.2,2012,0.2,LC
22728950,ITS-174725,0.2,2016,0.2,LC
22728995,NA,0,2000,0,LC
22728995,NA,0,2004,0,LC
22728995,NA,0,2008,0,LC
22728995,NA,0,2009,0,LC
22728995,NA,0,2012,0,LC
22728995,NA,0,2016,0,LC
22729867,NA,0,2000,0,LC
22729867,NA,0,2004,0,LC
22729867,NA,0,2014,0,LC
22729867,NA,0,2016,0,LC
22732425,NA,0.3,2012,0.3,NT
22732425,NA,0.3,2013,0.3,NT
22732425,NA,0.3,2016,0.3,NT
22733989,ITS-174685,0,1988,NA,LC
22733989,ITS-174685,0,1994,NA,LC
22733989,ITS-174685,0,2000,NA,LC
22733989,ITS-174685,0,2004,NA,LC
22733989,ITS-174685,0,2008,NA,LC
22733989,ITS-174685,0,2009,NA,LC
22733989,ITS-174685,0,2012,NA,LC
22733989,ITS-174685,0,2016,NA,LC
22734194,NA,0,2012,NA,LC
22734194,NA,0,2013,NA,LC
22734194,NA,0,2016,NA,LC
46967817,Rep-4381,0.7,2013,0.7,CR
62030590,NA,0,2014,NA,LC
62030590,NA,0,2016,NA,LC
62101215,NA,0.6,2014,NA,EN
62101215,NA,0.6,2016,NA,EN
62101249,NA,0.4,2014,NA,VU
62101249,NA,0.4,2016,NA,VU
62169677,NA,0.1,2012,0.1,LC
62169677,NA,0.1,2014,0.1,LC
62169677,NA,0.1,2016,0.1,LC
70207409,NA,0.2,2016,0.2,LC
102998555,NA,0,2016,NA,LC
233,Fis-29588,0.8,1996,0.8,VU
233,Fis-29588,0.8,2006,0.8,NT
234,Fis-29594,0.7,1996,0.7,NT
234,Fis-29594,0.7,2004,0.7,LC
2476,ITS-Mam-180525,NA,NA,NA,DD
5363,Fis-48198,0.7,1996,0.7,LC
5363,Fis-48198,0.7,2008,0.7,LC
6335,ITS-Mam-180483,0.4,1996,NA,VU
6335,ITS-Mam-180483,0.2,2008,NA,NT
6335,ITS-Mam-180483,0.2,2012,NA,NT
8010,ITS-Mam-180655,0,1996,NA,LC
8010,ITS-Mam-180655,0,2008,NA,LC
8010,ITS-Mam-180655,0,2016,NA,LC
8951,Fis-30039,0.3,1996,0.3,LC
8951,Fis-30039,0.3,2008,0.3,LC
8951,Fis-30039,0.3,2010,0.3,LC
8951,Fis-30039,0.3,2013,0.3,LC
8951,Fis-30039,0.3,2015,0.3,LC
10303,ITS-Mam-180681,1,1986,NA,EX
10303,ITS-Mam-180681,1,1988,NA,EX
10303,ITS-Mam-180681,1,1990,NA,EX
10303,ITS-Mam-180681,1,1994,NA,EX
10303,ITS-Mam-180681,1,1996,NA,EX
10303,ITS-Mam-180681,1,2008,NA,EX
10303,ITS-Mam-180681,1,2016,NA,EX
12103,Fis-25001,0.4,1996,NA,VU
13244,ITS-Mam-180517,NA,NA,NA,DD
14214,Fis-24809,0.4,1990,NA,VU
14214,Fis-24809,0.4,1994,NA,VU
14214,Fis-24809,0,1996,NA,LC
14214,Fis-24809,0,2008,NA,LC
14214,Fis-24809,0,2010,NA,LC
14214,Fis-24809,0,2013,NA,LC
15106,ITS-Mam-180639,0,1996,NA,LC
15106,ITS-Mam-180639,0.4,2016,NA,VU
18878,Fis-24923,0,1996,NA,LC
18878,Fis-24923,0,2008,NA,LC
18878,Fis-24923,0,2013,NA,LC
19488,Fis-30583,0.4,2000,NA,VU
19488,Fis-30583,0.4,2005,NA,VU
19488,Fis-30583,0.6,2016,NA,EN
20085,Fis-30643,0.8,1996,NA,CR
21857,Fis-22833,0,1996,NA,LC
21857,Fis-22833,0.2,2011,NA,NT
22563,ITS-Mam-180426,0,2008,NA,LC
22563,ITS-Mam-180426,0,2012,NA,LC
23148,Fis-29576,0,2011,NA,LC
29609,Fis-30888,0.6,2000,NA,EN
39378,Fis-23129,0.2,2000,NA,NT
39378,Fis-23129,0.2,2009,NA,NT
39388,Fis-23277,0.2,2000,NA,NT
39388,Fis-23277,0.4,2005,NA,VU
41670,ITS-Mam-622021,0,1996,NA,LC
41670,ITS-Mam-622021,0,2016,NA,LC
41672,ITS-Mam-622018,0,1996,NA,LC
41672,ITS-Mam-622018,0,2008,NA,LC
41672,ITS-Mam-622018,0,2016,NA,LC
41711,ITS-Mam-612591,1,1996,1,EN
41711,ITS-Mam-612591,1,2008,1,EN
44205,Fis-131445,NA,NA,NA,DD
44566,Fis-30530,0,2015,NA,LC
44993,Fis-32809,0.2,2004,NA,NT
60140,Fis-31217,0,2006,NA,LC
60140,Fis-31217,0,2016,NA,LC
60196,Fis-26520,NA,NA,NA,DD
60215,Fis-61628,NA,NA,NA,DD
60225,Fis-29423,0.4,2006,NA,VU
61743,W-Msc-405014,0.6,2006,0.6,EN
62223,Fis-29858,0.4,2008,0.4,LC
63107,Fis-26997,0,2007,NA,LC
63573,URM-Cn-5082,NA,NA,NA,DD
135301,Fis-22920,0.2,2008,0.2,LC
135301,Fis-22920,0.2,2011,0.2,LC
135567,Fis-29454,0,2008,NA,LC
135567,Fis-29454,0,2012,NA,LC
135574,Fis-24741,0,2008,NA,LC
135660,Fis-52203,0,2008,NA,LC
135719,Fis-63912,0,2008,NA,LC
135719,Fis-63912,0,2013,NA,LC
154635,Fis-28135,0,2010,NA,LC
154650,Fis-24651,NA,NA,NA,DD
154663,Fis-28541,0,2010,NA,LC
154674,Fis-52896,0,2010,NA,LC
154698,Fis-50465,0,2010,NA,LC
154722,Fis-24768,0,2010,NA,LC
154750,Fis-31271,0,2010,NA,LC
154755,Fis-23135,0.2,2010,NA,NT
154778,Fis-125736,NA,NA,NA,DD
154803,Fis-52166,0,2010,NA,LC
154820,Fis-29263,0,2010,NA,LC
154845,Fis-24759,0,2010,NA,LC
154866,Fis-24895,0,2010,NA,LC
154953,Fis-30261,0,2010,NA,LC
154969,Fis-120470,0,2010,NA,LC
154973,Fis-32457,0,2010,NA,LC
154977,Fis-24555,0,2010,NA,LC
154998,Fis-32104,0,2010,NA,LC
155009,Fis-143777,0,2010,NA,LC
155012,Fis-50053,0,2010,NA,LC
155030,Fis-22897,0,2010,NA,LC
155068,Fis-24930,0,2010,NA,LC
155077,Fis-116901,0,2010,NA,LC
155082,Fis-54783,NA,NA,NA,DD
155093,Fis-32362,0,2010,NA,LC
155094,Fis-24514,0,2010,NA,LC
155179,Fis-24933,0,2010,NA,LC
155189,Fis-50311,0,2010,NA,LC
155203,Fis-55811,0,2010,NA,LC
155216,Fis-30824,0,2010,NA,LC
155287,Fis-29650,NA,NA,NA,DD
155305,Fis-145428,NA,NA,NA,DD
155320,Fis-149461,0,2010,NA,LC
155322,Fis-54508,0,2010,NA,LC
161430,Fis-52119,0,2009,NA,LC
161430,Fis-52119,0,2015,NA,LC
161486,Fis-28825,0,2009,NA,LC
161486,Fis-28825,0,2015,NA,LC
161594,Fis-52110,NA,NA,NA,DD
161731,Fis-20033,0,2009,NA,LC
162562,W-Msc-342190,NA,NA,NA,DD
162906,W-Msc-139424,NA,NA,NA,DD
162909,SLB-71435,0,2014,NA,LC
162910,SLB-71429,NA,NA,NA,DD
162926,W-Msc-342313,0,2014,NA,LC
162939,W-Msc-410348,NA,NA,NA,DD
162941,W-Msc-181386,0,2014,NA,LC
162948,SLB-71450,NA,NA,NA,DD
162950,SLB-71523,0,2014,NA,LC
162986,W-Msc-138849,0,2014,NA,LC
162988,W-Msc-141962,0,2014,NA,LC
163063,SLB-71492,NA,NA,NA,DD
163065,W-Msc-342092,NA,NA,NA,DD
163067,W-Msc-342386,NA,NA,NA,DD
163080,W-Msc-138803,0,2014,NA,LC
163089,W-Msc-342242,0,2014,NA,LC
163094,SLB-71490,0,2014,NA,LC
163095,W-Msc-138852,NA,NA,NA,DD
163163,W-Msc-181382,0,2014,NA,LC
163207,SLB-70957,0,2014,NA,LC
163218,W-Msc-341818,0,2014,NA,LC
163228,W-Msc-141680,0,2014,NA,LC
163247,SLB-71509,0,2014,NA,LC
163256,SLB-71465,0,2014,NA,LC
163267,W-Msc-140609,0,2014,NA,LC
163294,W-Msc-342337,0,2014,NA,LC
163338,W-Msc-139422,0,2014,NA,LC
163347,W-Msc-181379,NA,NA,NA,DD
163353,W-Msc-157031,0,2014,NA,LC
163375,W-Msc-140649,NA,NA,NA,DD
165701,Fis-138631,0,2010,NA,LC
170331,Fis-22735,0,2011,NA,LC
170344,Fis-22739,0,2011,NA,LC
170350,Fis-29358,0,2011,NA,LC
170355,Fis-22738,0,2011,NA,LC
176066,SLB-71422,0,2014,NA,LC
176070,SLB-71510,0,2014,NA,LC
176079,W-Msc-341869,0,2014,NA,LC
176085,W-Msc-342067,0,2014,NA,LC
178105,Fis-30668,0,2010,NA,LC
178902,Fis-30043,0,2014,NA,LC
178917,Fis-30042,0,2014,NA,LC
183283,Fis-29645,0,2010,NA,LC
183337,Fis-23215,0,2010,NA,LC
183346,Fis-30867,0,2010,NA,LC
183353,Fis-25017,0,2010,NA,LC
183355,Fis-24832,0,2010,NA,LC
183411,Fis-22908,0,2010,NA,LC
183514,Fis-24699,0,2010,NA,LC
183593,Fis-26911,0,2010,NA,LC
183618,Fis-24766,0,2010,NA,LC
183696,Fis-30868,0,2010,NA,LC
183724,Fis-30514,0,2010,NA,LC
183729,Fis-22970,0,2010,NA,LC
183750,Fis-30655,0,2010,NA,LC
183761,Fis-35686,0,2010,NA,LC
183848,Fis-24451,0,2010,NA,LC
183856,Fis-29948,0,2010,NA,LC
183926,Fis-24925,0,2010,NA,LC
183957,Fis-24450,0,2010,NA,LC
183991,Fis-24482,0,2010,NA,LC
184042,Fis-30783,0,2010,NA,LC
184056,Fis-54081,0,2010,NA,LC
184099,Fis-24354,0.2,2010,0.2,LC
184099,Fis-24354,0.2,2013,0.2,LC
185038,ITS-660110,0,2011,NA,LC
185061,ITS-660111,0,2011,NA,LC
185064,SLB-173556,0,2011,NA,LC
185067,SLB-184805,0,2011,NA,LC
187583,Fis-53989,0,2010,NA,LC
190067,Fis-29877,0,2015,NA,LC
190089,Fis-33804,0,2015,NA,LC
190107,Fis-24609,0,2015,NA,LC
190109,Fis-52159,0,2015,NA,LC
190116,Fis-30255,0,2015,NA,LC
190133,Fis-23454,0,2015,NA,LC
190147,Fis-31235,0,2015,NA,LC
190149,Fis-33790,0,2015,NA,LC
190157,Fis-49079,0,2015,NA,LC
190163,Fis-30017,0,2015,NA,LC
190217,Fis-34615,0,2015,NA,LC
190239,Fis-25469,0,2015,NA,LC
190261,Fis-25178,0,2015,NA,LC
190264,Fis-34410,0,2015,NA,LC
190278,Fis-50449,0,2015,NA,LC
190287,Fis-23582,0,2015,NA,LC
190298,Fis-34206,0,2015,NA,LC
190315,Fis-64212,0,2015,NA,LC
190316,Fis-49922,0,2015,NA,LC
190317,Fis-28239,0,2015,NA,LC
190324,Fis-29801,0,2015,NA,LC
190346,Fis-23893,0,2015,NA,LC
190350,Fis-25456,0,2015,NA,LC
190353,Fis-34848,0,2015,NA,LC
190356,Fis-26565,0,2015,NA,LC
190378,Fis-30575,0,2015,NA,LC
190384,Fis-32810,0,2015,NA,LC
190385,Fis-23905,0,2015,NA,LC
190403,Fis-26349,0,2015,NA,LC
190422,Fis-23639,0.4,2015,NA,VU
190425,Fis-23605,0,2015,NA,LC
190432,Fis-30588,0,2015,NA,LC
190447,Fis-53389,0,2015,NA,LC
190452,Fis-23192,0,2015,NA,LC
190464,Fis-136019,0,2014,NA,LC
190485,Fis-139729,0,2015,NA,LC
192929,Fis-29881,0,2013,NA,LC
194989,Fis-27300,0,2015,NA,LC
194997,Fis-136946,0,2015,NA,LC
195038,Fis-23580,0,2015,NA,LC
195097,Fis-29523,0,2015,NA,LC
195838,Fis-27254,0,2015,NA,LC
195852,Fis-30362,0,2015,NA,LC
196019,Fis-24017,NA,NA,NA,DD
196032,Fis-131623,NA,NA,NA,DD
196044,Fis-24018,NA,NA,NA,DD
196052,Fis-32714,0,2011,NA,LC
196058,Fis-131582,0,2011,NA,LC
198578,Fis-29731,0,2015,NA,LC
198579,Fis-31166,0,2015,NA,LC
198614,Fis-26531,0,2015,NA,LC
198615,Fis-23484,0,2015,NA,LC
198628,Fis-23637,0,2015,NA,LC
198650,Fis-24929,0,2015,NA,LC
198651,Fis-23759,0,2015,NA,LC
198716,Fis-30711,0,2015,NA,LC
198757,Fis-29880,0,2015,NA,LC
198758,Fis-23888,0,2015,NA,LC
199068,Fis-33178,0,2015,NA,LC
199187,Fis-32379,0,2015,NA,LC
199249,Fis-26350,NA,NA,NA,DD
202413,Fis-22922,0,2013,NA,LC
202415,Fis-22963,0.5,2013,0.5,LC
202625,Fis-48267,0.2,2013,0.2,LC
