iucn_sid,am_sid,rgn_id,sciname,comname
8097,ITS-Mam-180521,5,Eschrichtius robustus,Gray Whale
8097,ITS-Mam-180521,6,Eschrichtius robustus,Gray Whale
8097,ITS-Mam-180521,7,Eschrichtius robustus,Gray Whale
8097,ITS-Mam-180521,8,Eschrichtius robustus,Gray Whale
8239,ITS-Mam-180625,1,Eumetopias jubatus,Steller Sea Lion
8239,ITS-Mam-180625,2,Eumetopias jubatus,Steller Sea Lion
8239,ITS-Mam-180625,3,Eumetopias jubatus,Steller Sea Lion
8239,ITS-Mam-180625,4,Eumetopias jubatus,Steller Sea Lion
8239,ITS-Mam-180625,5,Eumetopias jubatus,Steller Sea Lion
8239,ITS-Mam-180625,6,Eumetopias jubatus,Steller Sea Lion
8239,ITS-Mam-180625,7,Eumetopias jubatus,Steller Sea Lion
8239,ITS-Mam-180625,8,Eumetopias jubatus,Steller Sea Lion
9249,ITS-Mam-180466,1,Globicephala macrorhynchus,Short-Finned Pilot Whale
9249,ITS-Mam-180466,2,Globicephala macrorhynchus,Short-Finned Pilot Whale
9249,ITS-Mam-180466,3,Globicephala macrorhynchus,Short-Finned Pilot Whale
9249,ITS-Mam-180466,4,Globicephala macrorhynchus,Short-Finned Pilot Whale
9249,ITS-Mam-180466,5,Globicephala macrorhynchus,Short-Finned Pilot Whale
9249,ITS-Mam-180466,6,Globicephala macrorhynchus,Short-Finned Pilot Whale
9249,ITS-Mam-180466,7,Globicephala macrorhynchus,Short-Finned Pilot Whale
9249,ITS-Mam-180466,8,Globicephala macrorhynchus,Short-Finned Pilot Whale
9461,ITS-Mam-180457,1,Grampus griseus,Risso's Dolphin
9461,ITS-Mam-180457,2,Grampus griseus,Risso's Dolphin
9461,ITS-Mam-180457,3,Grampus griseus,Risso's Dolphin
9461,ITS-Mam-180457,4,Grampus griseus,Risso's Dolphin
9461,ITS-Mam-180457,5,Grampus griseus,Risso's Dolphin
9461,ITS-Mam-180457,6,Grampus griseus,Risso's Dolphin
9461,ITS-Mam-180457,7,Grampus griseus,Risso's Dolphin
9461,ITS-Mam-180457,8,Grampus griseus,Risso's Dolphin
11047,ITS-Mam-180491,5,Kogia breviceps,Pygmy Sperm Whale
11047,ITS-Mam-180491,7,Kogia breviceps,Pygmy Sperm Whale
11145,ITS-Mam-180444,1,Lagenorhynchus obliquidens,White-Sided Dolphin
11145,ITS-Mam-180444,2,Lagenorhynchus obliquidens,White-Sided Dolphin
11145,ITS-Mam-180444,3,Lagenorhynchus obliquidens,White-Sided Dolphin
11145,ITS-Mam-180444,4,Lagenorhynchus obliquidens,White-Sided Dolphin
11145,ITS-Mam-180444,5,Lagenorhynchus obliquidens,White-Sided Dolphin
11145,ITS-Mam-180444,6,Lagenorhynchus obliquidens,White-Sided Dolphin
11145,ITS-Mam-180444,7,Lagenorhynchus obliquidens,White-Sided Dolphin
11145,ITS-Mam-180444,8,Lagenorhynchus obliquidens,White-Sided Dolphin
13006,ITS-Mam-180530,1,Megaptera novaeangliae,Humpback Whale
13006,ITS-Mam-180530,2,Megaptera novaeangliae,Humpback Whale
13006,ITS-Mam-180530,3,Megaptera novaeangliae,Humpback Whale
13006,ITS-Mam-180530,4,Megaptera novaeangliae,Humpback Whale
13006,ITS-Mam-180530,5,Megaptera novaeangliae,Humpback Whale
13006,ITS-Mam-180530,6,Megaptera novaeangliae,Humpback Whale
13006,ITS-Mam-180530,7,Megaptera novaeangliae,Humpback Whale
13006,ITS-Mam-180530,8,Megaptera novaeangliae,Humpback Whale
15421,ITS-Mam-180469,1,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population)
15421,ITS-Mam-180469,1,Orcinus orca pop. 3,Killer Whale (West Coast Transient Population)
15421,ITS-Mam-180469,1,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population)
15421,ITS-Mam-180469,1,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population)
15421,ITS-Mam-180469,2,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population)
15421,ITS-Mam-180469,2,Orcinus orca pop. 3,Killer Whale (West Coast Transient Population)
15421,ITS-Mam-180469,2,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population)
15421,ITS-Mam-180469,2,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population)
15421,ITS-Mam-180469,3,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population)
15421,ITS-Mam-180469,3,Orcinus orca pop. 3,Killer Whale (West Coast Transient Population)
15421,ITS-Mam-180469,3,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population)
15421,ITS-Mam-180469,3,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population)
15421,ITS-Mam-180469,4,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population)
15421,ITS-Mam-180469,4,Orcinus orca pop. 3,Killer Whale (West Coast Transient Population)
15421,ITS-Mam-180469,4,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population)
15421,ITS-Mam-180469,4,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population)
15421,ITS-Mam-180469,5,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population)
15421,ITS-Mam-180469,5,Orcinus orca pop. 3,Killer Whale (West Coast Transient Population)
15421,ITS-Mam-180469,5,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population)
15421,ITS-Mam-180469,5,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population)
15421,ITS-Mam-180469,6,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population)
15421,ITS-Mam-180469,6,Orcinus orca pop. 3,Killer Whale (West Coast Transient Population)
15421,ITS-Mam-180469,6,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population)
15421,ITS-Mam-180469,6,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population)
15421,ITS-Mam-180469,7,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population)
15421,ITS-Mam-180469,7,Orcinus orca pop. 3,Killer Whale (West Coast Transient Population)
15421,ITS-Mam-180469,7,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population)
15421,ITS-Mam-180469,7,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population)
15421,ITS-Mam-180469,8,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population)
15421,ITS-Mam-180469,8,Orcinus orca pop. 3,Killer Whale (West Coast Transient Population)
15421,ITS-Mam-180469,8,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population)
15421,ITS-Mam-180469,8,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population)
17013,ITS-Mam-180649,1,Phoca vitulina,Harbor Seal
17013,ITS-Mam-180649,2,Phoca vitulina,Harbor Seal
17013,ITS-Mam-180649,3,Phoca vitulina,Harbor Seal
17013,ITS-Mam-180649,4,Phoca vitulina,Harbor Seal
17013,ITS-Mam-180649,5,Phoca vitulina,Harbor Seal
17013,ITS-Mam-180649,6,Phoca vitulina,Harbor Seal
17013,ITS-Mam-180649,7,Phoca vitulina,Harbor Seal
17013,ITS-Mam-180649,8,Phoca vitulina,Harbor Seal
17027,ITS-Mam-180473,1,Phocoena phocoena,Harbor Porpoise
17027,ITS-Mam-180473,2,Phocoena phocoena,Harbor Porpoise
17027,ITS-Mam-180473,3,Phocoena phocoena,Harbor Porpoise
17027,ITS-Mam-180473,4,Phocoena phocoena,Harbor Porpoise
17027,ITS-Mam-180473,5,Phocoena phocoena,Harbor Porpoise
17027,ITS-Mam-180473,6,Phocoena phocoena,Harbor Porpoise
17027,ITS-Mam-180473,7,Phocoena phocoena,Harbor Porpoise
17027,ITS-Mam-180473,8,Phocoena phocoena,Harbor Porpoise
17032,ITS-Mam-180480,1,Phocoenoides dalli,Dall's Porpoise
17032,ITS-Mam-180480,2,Phocoenoides dalli,Dall's Porpoise
17032,ITS-Mam-180480,3,Phocoenoides dalli,Dall's Porpoise
17032,ITS-Mam-180480,4,Phocoenoides dalli,Dall's Porpoise
17032,ITS-Mam-180480,5,Phocoenoides dalli,Dall's Porpoise
17032,ITS-Mam-180480,6,Phocoenoides dalli,Dall's Porpoise
17032,ITS-Mam-180480,7,Phocoenoides dalli,Dall's Porpoise
17032,ITS-Mam-180480,8,Phocoenoides dalli,Dall's Porpoise
18596,ITS-Mam-180463,1,Pseudorca crassidens,False Killer Whale
18596,ITS-Mam-180463,2,Pseudorca crassidens,False Killer Whale
18596,ITS-Mam-180463,3,Pseudorca crassidens,False Killer Whale
18596,ITS-Mam-180463,4,Pseudorca crassidens,False Killer Whale
18596,ITS-Mam-180463,5,Pseudorca crassidens,False Killer Whale
18596,ITS-Mam-180463,6,Pseudorca crassidens,False Killer Whale
18596,ITS-Mam-180463,7,Pseudorca crassidens,False Killer Whale
18596,ITS-Mam-180463,8,Pseudorca crassidens,False Killer Whale
20731,ITS-Mam-180434,5,Stenella coeruleoalba,Striped Dolphin
20731,ITS-Mam-180434,6,Stenella coeruleoalba,Striped Dolphin
20731,ITS-Mam-180434,7,Stenella coeruleoalba,Striped Dolphin
23211,ITS-Mam-180498,1,Ziphius cavirostris,Cuvier's Beaked Whale
23211,ITS-Mam-180498,2,Ziphius cavirostris,Cuvier's Beaked Whale
23211,ITS-Mam-180498,3,Ziphius cavirostris,Cuvier's Beaked Whale
23211,ITS-Mam-180498,4,Ziphius cavirostris,Cuvier's Beaked Whale
23211,ITS-Mam-180498,5,Ziphius cavirostris,Cuvier's Beaked Whale
23211,ITS-Mam-180498,6,Ziphius cavirostris,Cuvier's Beaked Whale
23211,ITS-Mam-180498,7,Ziphius cavirostris,Cuvier's Beaked Whale
23211,ITS-Mam-180498,8,Ziphius cavirostris,Cuvier's Beaked Whale
39342,Fis-29426,1,Lamna ditropis,Salmon Shark
39342,Fis-29426,2,Lamna ditropis,Salmon Shark
39342,Fis-29426,3,Lamna ditropis,Salmon Shark
39342,Fis-29426,4,Lamna ditropis,Salmon Shark
39342,Fis-29426,5,Lamna ditropis,Salmon Shark
39342,Fis-29426,6,Lamna ditropis,Salmon Shark
39342,Fis-29426,7,Lamna ditropis,Salmon Shark
39342,Fis-29426,8,Lamna ditropis,Salmon Shark
41666,ITS-Mam-180621,1,Zalophus californianus,California Sea Lion
41666,ITS-Mam-180621,2,Zalophus californianus,California Sea Lion
41666,ITS-Mam-180621,3,Zalophus californianus,California Sea Lion
41666,ITS-Mam-180621,4,Zalophus californianus,California Sea Lion
41666,ITS-Mam-180621,5,Zalophus californianus,California Sea Lion
41666,ITS-Mam-180621,6,Zalophus californianus,California Sea Lion
41666,ITS-Mam-180621,7,Zalophus californianus,California Sea Lion
41666,ITS-Mam-180621,8,Zalophus californianus,California Sea Lion
41755,ITS-Mam-180488,1,Physeter macrocephalus,Sperm Whale
41755,ITS-Mam-180488,2,Physeter macrocephalus,Sperm Whale
41755,ITS-Mam-180488,3,Physeter macrocephalus,Sperm Whale
41755,ITS-Mam-180488,4,Physeter macrocephalus,Sperm Whale
41755,ITS-Mam-180488,5,Physeter macrocephalus,Sperm Whale
41755,ITS-Mam-180488,6,Physeter macrocephalus,Sperm Whale
41755,ITS-Mam-180488,7,Physeter macrocephalus,Sperm Whale
41755,ITS-Mam-180488,8,Physeter macrocephalus,Sperm Whale
195488,Fis-164793,1,Squalus suckleyi,Spiny Dogfish
195488,Fis-164793,2,Squalus suckleyi,Spiny Dogfish
195488,Fis-164793,3,Squalus suckleyi,Spiny Dogfish
195488,Fis-164793,4,Squalus suckleyi,Spiny Dogfish
195488,Fis-164793,5,Squalus suckleyi,Spiny Dogfish
195488,Fis-164793,6,Squalus suckleyi,Spiny Dogfish
195488,Fis-164793,7,Squalus suckleyi,Spiny Dogfish
195488,Fis-164793,8,Squalus suckleyi,Spiny Dogfish
22694870,ITS-176996,1,Brachyramphus marmoratus,Marbled Murrelet
22694870,ITS-176996,2,Brachyramphus marmoratus,Marbled Murrelet
22694870,ITS-176996,3,Brachyramphus marmoratus,Marbled Murrelet
22694870,ITS-176996,4,Brachyramphus marmoratus,Marbled Murrelet
22694870,ITS-176996,5,Brachyramphus marmoratus,Marbled Murrelet
22694870,ITS-176996,6,Brachyramphus marmoratus,Marbled Murrelet
22694870,ITS-176996,7,Brachyramphus marmoratus,Marbled Murrelet
22694870,ITS-176996,8,Brachyramphus marmoratus,Marbled Murrelet
22694903,ITS-177013,1,Ptychoramphus aleuticus,Cassin's Auklet
22694903,ITS-177013,2,Ptychoramphus aleuticus,Cassin's Auklet
22694903,ITS-177013,3,Ptychoramphus aleuticus,Cassin's Auklet
22694903,ITS-177013,4,Ptychoramphus aleuticus,Cassin's Auklet
22694903,ITS-177013,5,Ptychoramphus aleuticus,Cassin's Auklet
22694903,ITS-177013,6,Ptychoramphus aleuticus,Cassin's Auklet
22694903,ITS-177013,7,Ptychoramphus aleuticus,Cassin's Auklet
22694903,ITS-177013,8,Ptychoramphus aleuticus,Cassin's Auklet
22695144,NA,1,Haliaeetus leucocephalus,Bald Eagle
22695144,NA,3,Haliaeetus leucocephalus,Bald Eagle
22696998,NA,1,Ardea herodias,Great Blue Heron
22696998,NA,2,Ardea herodias,Great Blue Heron
22696998,NA,3,Ardea herodias,Great Blue Heron
22696998,NA,4,Ardea herodias,Great Blue Heron
22696998,NA,5,Ardea herodias,Great Blue Heron
22696998,NA,6,Ardea herodias,Great Blue Heron
22696998,NA,7,Ardea herodias,Great Blue Heron
22696998,NA,8,Ardea herodias,Great Blue Heron
22697842,NA,1,Gavia immer,Common Loon
22697842,NA,2,Gavia immer,Common Loon
22697842,NA,3,Gavia immer,Common Loon
22697842,NA,4,Gavia immer,Common Loon
22697842,NA,5,Gavia immer,Common Loon
22697842,NA,6,Gavia immer,Common Loon
22697842,NA,7,Gavia immer,Common Loon
22697842,NA,8,Gavia immer,Common Loon
NA,Fis-153539,1,Clupea pallasii,Pacific Herring
NA,Fis-153539,2,Clupea pallasii,Pacific Herring
NA,Fis-153539,3,Clupea pallasii,Pacific Herring
NA,Fis-153539,4,Clupea pallasii,Pacific Herring
NA,Fis-153539,5,Clupea pallasii,Pacific Herring
NA,Fis-153539,6,Clupea pallasii,Pacific Herring
NA,Fis-153539,7,Clupea pallasii,Pacific Herring
NA,Fis-153539,8,Clupea pallasii,Pacific Herring
NA,Fis-22880,1,Hypomesus pretiosus,Surf Smelt
NA,Fis-22880,2,Hypomesus pretiosus,Surf Smelt
NA,Fis-22880,3,Hypomesus pretiosus,Surf Smelt
NA,Fis-22880,4,Hypomesus pretiosus,Surf Smelt
NA,Fis-22880,5,Hypomesus pretiosus,Surf Smelt
NA,Fis-22880,6,Hypomesus pretiosus,Surf Smelt
NA,Fis-22880,7,Hypomesus pretiosus,Surf Smelt
NA,Fis-22880,8,Hypomesus pretiosus,Surf Smelt
NA,Fis-22915,1,Oncorhynchus gorbuscha,Pink Salmon
NA,Fis-22915,2,Oncorhynchus gorbuscha,Pink Salmon
NA,Fis-22915,3,Oncorhynchus gorbuscha,Pink Salmon
NA,Fis-22915,4,Oncorhynchus gorbuscha,Pink Salmon
NA,Fis-22915,5,Oncorhynchus gorbuscha,Pink Salmon
NA,Fis-22915,6,Oncorhynchus gorbuscha,Pink Salmon
NA,Fis-22915,7,Oncorhynchus gorbuscha,Pink Salmon
NA,Fis-22915,8,Oncorhynchus gorbuscha,Pink Salmon
NA,Fis-22917,1,Oncorhynchus kisutch,Coho Salmon
NA,Fis-22917,2,Oncorhynchus kisutch,Coho Salmon
NA,Fis-22917,3,Oncorhynchus kisutch,Coho Salmon
NA,Fis-22917,4,Oncorhynchus kisutch,Coho Salmon
NA,Fis-22917,5,Oncorhynchus kisutch,Coho Salmon
NA,Fis-22917,6,Oncorhynchus kisutch,Coho Salmon
NA,Fis-22917,7,Oncorhynchus kisutch,Coho Salmon
NA,Fis-22917,8,Oncorhynchus kisutch,Coho Salmon
135301,Fis-22920,1,Oncorhynchus nerka,Sockeye Salmon
135301,Fis-22920,2,Oncorhynchus nerka,Sockeye Salmon
135301,Fis-22920,3,Oncorhynchus nerka,Sockeye Salmon
135301,Fis-22920,4,Oncorhynchus nerka,Sockeye Salmon
135301,Fis-22920,5,Oncorhynchus nerka,Sockeye Salmon
135301,Fis-22920,6,Oncorhynchus nerka,Sockeye Salmon
135301,Fis-22920,7,Oncorhynchus nerka,Sockeye Salmon
135301,Fis-22920,8,Oncorhynchus nerka,Sockeye Salmon
NA,Fis-22921,1,Oncorhynchus tshawytscha,Chinook Salmon
NA,Fis-22921,2,Oncorhynchus tshawytscha,Chinook Salmon
NA,Fis-22921,3,Oncorhynchus tshawytscha,Chinook Salmon
NA,Fis-22921,4,Oncorhynchus tshawytscha,Chinook Salmon
NA,Fis-22921,5,Oncorhynchus tshawytscha,Chinook Salmon
NA,Fis-22921,6,Oncorhynchus tshawytscha,Chinook Salmon
NA,Fis-22921,7,Oncorhynchus tshawytscha,Chinook Salmon
NA,Fis-22921,8,Oncorhynchus tshawytscha,Chinook Salmon
202415,Fis-22963,1,Thaleichthys pacificus,Eulachon
202415,Fis-22963,2,Thaleichthys pacificus,Eulachon
202415,Fis-22963,3,Thaleichthys pacificus,Eulachon
202415,Fis-22963,4,Thaleichthys pacificus,Eulachon
202415,Fis-22963,5,Thaleichthys pacificus,Eulachon
202415,Fis-22963,6,Thaleichthys pacificus,Eulachon
202415,Fis-22963,7,Thaleichthys pacificus,Eulachon
202415,Fis-22963,8,Thaleichthys pacificus,Eulachon
NA,Fis-29418,1,Hippoglossus stenolepis,Halibut
NA,Fis-29418,2,Hippoglossus stenolepis,Halibut
NA,Fis-29418,3,Hippoglossus stenolepis,Halibut
NA,Fis-29418,4,Hippoglossus stenolepis,Halibut
NA,Fis-29418,5,Hippoglossus stenolepis,Halibut
NA,Fis-29418,6,Hippoglossus stenolepis,Halibut
NA,Fis-29418,7,Hippoglossus stenolepis,Halibut
NA,Fis-29418,8,Hippoglossus stenolepis,Halibut
NA,Fis-29620,1,Ammodytes hexapterus,Pacific Sand Lance
NA,Fis-29620,2,Ammodytes hexapterus,Pacific Sand Lance
NA,Fis-29620,3,Ammodytes hexapterus,Pacific Sand Lance
NA,Fis-29620,4,Ammodytes hexapterus,Pacific Sand Lance
NA,Fis-29620,5,Ammodytes hexapterus,Pacific Sand Lance
NA,Fis-29620,6,Ammodytes hexapterus,Pacific Sand Lance
NA,Fis-29620,7,Ammodytes hexapterus,Pacific Sand Lance
NA,Fis-29620,8,Ammodytes hexapterus,Pacific Sand Lance
22563,ITS-Mam-180426,1,Tursiops truncatus,Bottlenose Dolphin
22563,ITS-Mam-180426,2,Tursiops truncatus,Bottlenose Dolphin
22563,ITS-Mam-180426,3,Tursiops truncatus,Bottlenose Dolphin
22563,ITS-Mam-180426,4,Tursiops truncatus,Bottlenose Dolphin
22563,ITS-Mam-180426,5,Tursiops truncatus,Bottlenose Dolphin
22563,ITS-Mam-180426,6,Tursiops truncatus,Bottlenose Dolphin
22563,ITS-Mam-180426,7,Tursiops truncatus,Bottlenose Dolphin
22563,ITS-Mam-180426,8,Tursiops truncatus,Bottlenose Dolphin
13244,ITS-Mam-180517,1,Mesoplodon densirostris,Blainville's Beaked Whale
13244,ITS-Mam-180517,2,Mesoplodon densirostris,Blainville's Beaked Whale
13244,ITS-Mam-180517,3,Mesoplodon densirostris,Blainville's Beaked Whale
13244,ITS-Mam-180517,4,Mesoplodon densirostris,Blainville's Beaked Whale
13244,ITS-Mam-180517,5,Mesoplodon densirostris,Blainville's Beaked Whale
13244,ITS-Mam-180517,6,Mesoplodon densirostris,Blainville's Beaked Whale
13244,ITS-Mam-180517,7,Mesoplodon densirostris,Blainville's Beaked Whale
13244,ITS-Mam-180517,8,Mesoplodon densirostris,Blainville's Beaked Whale
2476,ITS-Mam-180525,1,Balaenoptera edeni,Bryde's Whale
2476,ITS-Mam-180525,2,Balaenoptera edeni,Bryde's Whale
2476,ITS-Mam-180525,3,Balaenoptera edeni,Bryde's Whale
2476,ITS-Mam-180525,4,Balaenoptera edeni,Bryde's Whale
2476,ITS-Mam-180525,5,Balaenoptera edeni,Bryde's Whale
2476,ITS-Mam-180525,6,Balaenoptera edeni,Bryde's Whale
2476,ITS-Mam-180525,7,Balaenoptera edeni,Bryde's Whale
2476,ITS-Mam-180525,8,Balaenoptera edeni,Bryde's Whale
41711,ITS-Mam-612591,1,Eubalaena japonica,North Pacific Right Whale
41711,ITS-Mam-612591,2,Eubalaena japonica,North Pacific Right Whale
41711,ITS-Mam-612591,3,Eubalaena japonica,North Pacific Right Whale
41711,ITS-Mam-612591,4,Eubalaena japonica,North Pacific Right Whale
41711,ITS-Mam-612591,5,Eubalaena japonica,North Pacific Right Whale
41711,ITS-Mam-612591,6,Eubalaena japonica,North Pacific Right Whale
41711,ITS-Mam-612591,7,Eubalaena japonica,North Pacific Right Whale
41711,ITS-Mam-612591,8,Eubalaena japonica,North Pacific Right Whale
61743,W-Msc-405014,1,Haliotis kamtschatkana,Northern Abalone
61743,W-Msc-405014,2,Haliotis kamtschatkana,Northern Abalone
61743,W-Msc-405014,3,Haliotis kamtschatkana,Northern Abalone
61743,W-Msc-405014,4,Haliotis kamtschatkana,Northern Abalone
61743,W-Msc-405014,5,Haliotis kamtschatkana,Northern Abalone
61743,W-Msc-405014,6,Haliotis kamtschatkana,Northern Abalone
61743,W-Msc-405014,7,Haliotis kamtschatkana,Northern Abalone
61743,W-Msc-405014,8,Haliotis kamtschatkana,Northern Abalone
22679935,NA,1,Branta canadensis,Canada Goose
22679935,NA,2,Branta canadensis,Canada Goose
22679935,NA,3,Branta canadensis,Canada Goose
22679935,NA,8,Branta canadensis,Canada Goose
22679935,NA,7,Branta canadensis,Canada Goose
22679935,NA,4,Branta canadensis,Canada Goose
22679935,NA,5,Branta canadensis,Canada Goose
22679935,NA,6,Branta canadensis,Canada Goose
22695144,NA,2,Haliaeetus leucocephalus,Bald Eagle
22695144,NA,4,Haliaeetus leucocephalus,Bald Eagle
22695144,NA,5,Haliaeetus leucocephalus,Bald Eagle
22695144,NA,6,Haliaeetus leucocephalus,Bald Eagle
22695144,NA,7,Haliaeetus leucocephalus,Bald Eagle
22695144,NA,8,Haliaeetus leucocephalus,Bald Eagle
