rgn_id,year,status
1,1990,0.83868
1,1991,0.83868
1,1992,0.83868
1,1993,0.83868
1,1994,0.83868
1,1995,0.83685
1,1996,0.83685
1,1997,0.84042
1,1998,0.84042
1,1999,0.84042
1,2e3,0.84042
1,2001,0.83826
1,2002,0.83826
1,2003,0.83734
1,2004,0.83734
1,2005,0.83552
1,2006,0.83735
1,2007,0.83735
1,2008,0.83735
1,2009,0.83826
1,2010,0.83736
1,2011,0.83736
1,2012,0.83736
1,2013,0.83919
1,2014,0.83944
1,2015,0.83944
1,2016,0.83944
2,1990,0.86507
2,1991,0.86507
2,1992,0.86507
2,1993,0.86507
2,1994,0.86507
2,1995,0.86348
2,1996,0.86348
2,1997,0.86666
2,1998,0.86666
2,1999,0.86666
2,2e3,0.86666
2,2001,0.86486
2,2002,0.86486
2,2003,0.8641
2,2004,0.8641
2,2005,0.86256
2,2006,0.8641
2,2007,0.8641
2,2008,0.8641
2,2009,0.86486
2,2010,0.86411
2,2011,0.86411
2,2012,0.86411
2,2013,0.86453
2,2014,0.86473
2,2015,0.86473
2,2016,0.86473
3,1990,0.86496
3,1991,0.86496
3,1992,0.86496
3,1993,0.86496
3,1994,0.86496
3,1995,0.86289
3,1996,0.86289
3,1997,0.86513
3,1998,0.86513
3,1999,0.86513
3,2e3,0.86513
3,2001,0.86366
3,2002,0.86366
3,2003,0.86293
3,2004,0.86293
3,2005,0.86154
3,2006,0.863
3,2007,0.863
3,2008,0.863
3,2009,0.86369
3,2010,0.86295
3,2011,0.86295
3,2012,0.86295
3,2013,0.86442
3,2014,0.86442
3,2015,0.86442
3,2016,0.86442
4,1990,0.86277
4,1991,0.86277
4,1992,0.86277
4,1993,0.86277
4,1994,0.86277
4,1995,0.85916
4,1996,0.85916
4,1997,0.86147
4,1998,0.86147
4,1999,0.86147
4,2e3,0.86147
4,2001,0.85994
4,2002,0.85994
4,2003,0.85918
4,2004,0.85918
4,2005,0.85765
4,2006,0.85918
4,2007,0.85918
4,2008,0.85918
4,2009,0.85994
4,2010,0.85918
4,2011,0.85918
4,2012,0.85918
4,2013,0.86023
4,2014,0.86023
4,2015,0.86023
4,2016,0.86023
5,1990,0.8596
5,1991,0.8596
5,1992,0.8596
5,1993,0.8596
5,1994,0.8596
5,1995,0.85607
5,1996,0.85607
5,1997,0.8589
5,1998,0.8589
5,1999,0.8589
5,2e3,0.8589
5,2001,0.85684
5,2002,0.85684
5,2003,0.85608
5,2004,0.85608
5,2005,0.85456
5,2006,0.85608
5,2007,0.85608
5,2008,0.85608
5,2009,0.85684
5,2010,0.85608
5,2011,0.85608
5,2012,0.85608
5,2013,0.8562
5,2014,0.8562
5,2015,0.8562
5,2016,0.8562
6,1990,0.85086
6,1991,0.85086
6,1992,0.85086
6,1993,0.85086
6,1994,0.85086
6,1995,0.84812
6,1996,0.84812
6,1997,0.85121
6,1998,0.85121
6,1999,0.85121
6,2e3,0.85121
6,2001,0.84878
6,2002,0.84878
6,2003,0.84793
6,2004,0.84793
6,2005,0.84623
6,2006,0.84793
6,2007,0.84793
6,2008,0.84793
6,2009,0.84878
6,2010,0.84793
6,2011,0.84793
6,2012,0.84793
6,2013,0.8495
6,2014,0.8495
6,2015,0.8495
6,2016,0.8495
8,1990,0.83742
8,1991,0.83742
8,1992,0.83742
8,1993,0.83742
8,1994,0.83742
8,1995,0.8359
8,1996,0.8359
8,1997,0.83837
8,1998,0.83837
8,1999,0.83837
8,2e3,0.83837
8,2001,0.8365
8,2002,0.8365
8,2003,0.83557
8,2004,0.83557
8,2005,0.83405
8,2006,0.83574
8,2007,0.83574
8,2008,0.83574
8,2009,0.8365
8,2010,0.83574
8,2011,0.83574
8,2012,0.83574
8,2013,0.83761
8,2014,0.83761
8,2015,0.83761
8,2016,0.83761
NA,1990,NA
NA,1991,NA
NA,1992,NA
NA,1993,NA
NA,1994,NA
NA,1995,NA
NA,1996,NA
NA,1997,NA
NA,1998,NA
NA,1999,NA
NA,2e3,NA
NA,2001,NA
NA,2002,NA
NA,2003,NA
NA,2004,NA
NA,2005,NA
NA,2006,NA
NA,2007,NA
NA,2008,NA
NA,2009,NA
NA,2010,NA
NA,2011,NA
NA,2012,NA
NA,2013,NA
NA,2014,NA
NA,2015,NA
NA,2016,NA
