layer,target,target_element,dir_prep,filename,name_data_fld,dimension
aq_benthic,AO,shellfish_closures,ohibc:prep/mar/v2017/output,prs_aq_benthic.csv,prs_benthic,pressure
aq_benthic,AO,fn_licenses,ohibc:prep/mar/v2017/output,prs_aq_benthic.csv,prs_benthic,pressure
aq_benthic,FIS,NA,ohibc:prep/mar/v2017/output,prs_aq_benthic.csv,prs_benthic,pressure
aq_benthic,HAB,soft_bottom,ohibc:prep/mar/v2017/output,prs_aq_benthic.csv,prs_benthic,pressure
aq_benthic,HAB,ebsa,ohibc:prep/mar/v2017/output,prs_aq_benthic.csv,prs_benthic,pressure
aq_benthic,LSP,NA,ohibc:prep/mar/v2017/output,prs_aq_benthic.csv,prs_benthic,pressure
aq_benthic,MAR,NA,ohibc:prep/mar/v2017/output,prs_aq_benthic.csv,prs_benthic,pressure
aq_benthic,SPP,NA,ohibc:prep/mar/v2017/output,prs_aq_benthic.csv,prs_benthic,pressure
aq_incidental,AO,fn_licenses,ohibc:prep/mar/v2017/output,prs_aq_incidental.csv,prs_incidental,pressure
aq_incidental,AO,herring_spawn,ohibc:prep/mar/v2017/output,prs_aq_incidental.csv,prs_incidental,pressure
aq_incidental,FIS,NA,ohibc:prep/mar/v2017/output,prs_aq_incidental.csv,prs_incidental,pressure
aq_incidental,SPP,NA,ohibc:prep/mar/v2017/output,prs_aq_incidental.csv,prs_incidental,pressure
aq_mammals,ICO,NA,ohibc:prep/mar/v2017/output,prs_aq_mammals.csv,prs_mammals,pressure
aq_mammals,SPP,NA,ohibc:prep/mar/v2017/output,prs_aq_mammals.csv,prs_mammals,pressure
aq_mammals,TR,NA,ohibc:prep/mar/v2017/output,prs_aq_mammals.csv,prs_mammals,pressure
aq_regulation,AO,shellfish_closures,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,AO,salmon,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,AO,herring_spawn,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,CPP,saltmarsh,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,CSS,saltmarsh,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,CW,NA,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,HAB,saltmarsh,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,HAB,ebsa,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,HAB,soft_bottom,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,ICO,NA,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,SPP,NA,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,MAR,NA,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
aq_regulation,SAL,NA,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,resilience_score,resilience
cc_acid,AO,shellfish_closures,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,pressure,pressure
cc_acid,HAB,soft_bottom,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,pressure,pressure
cc_acid,HAB,ebsa,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,pressure,pressure
cc_acid,ICO,NA,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,pressure,pressure
cc_acid,MAR,NA,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,pressure,pressure
cc_acid,SPP,NA,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,pressure,pressure
cc_slr,AO,shellfish_closures,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,AO,herring_spawn,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,CPP,coastal_forest,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,CPP,saltmarsh,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,CSS,coastal_forest,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,CSS,saltmarsh,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,HAB,saltmarsh,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,LSP,NA,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,MAR,NA,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,SPP,NA,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_slr,TR,NA,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,pressure,pressure
cc_sst,AO,shellfish_closures,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,pressure,pressure
cc_sst,AO,salmon,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,pressure,pressure
cc_sst,AO,fn_licenses,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,pressure,pressure
