layer,rgn_id,year,value,dimension,rgn_name,rgn_code
fp_art_lb,1,2e3,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2001,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2002,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2003,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2004,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2005,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2006,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2007,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2008,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2009,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2010,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2011,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2012,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2013,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2014,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2015,5.99261663033085,pressure,North Coast,NC
fp_art_lb,1,2016,5.99261663033085,pressure,North Coast,NC
fp_art_lb,2,2e3,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2001,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2002,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2003,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2004,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2005,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2006,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2007,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2008,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2009,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2010,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2011,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2012,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2013,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2014,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2015,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,2,2016,5.99261663033085,pressure,Haida Gwaii,HG
fp_art_lb,3,2e3,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2001,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2002,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2003,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2004,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2005,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2006,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2007,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2008,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2009,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2010,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2011,5.99261663033085,pressure,Central Coast,CC
fp_art_lb,3,2012,5.99261663033085,pressure,Central Coast,CC
